;file_name;node;best_kingdom;kingdom_consensus_score;best_phylum;phylum_consensus_score;best_class;class_consensus_score;best_order;order_consensus_score;best_family;family_consensus_score;best_genus;genus_consensus_score;best_species;species_consensus_score
138;Bamboung_180;Otolithes +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.4875;Sciaenidae;0.725;Pseudotolithus;0.25;Pseudotolithus senegalensis;0.25
139;Bamboung_180;Petits benthoph;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Gobiiformes;0.4375;Gobiidae;0.6625;;0.0;;0.0
140;Bamboung_180;Phytoplancton;Chromista;0.4375;Bacillariophyta;0.225;Bacillariophyceae;0.2375;Thalassiosirales;0.42500000000000004;Thalassiosiraceae;0.2125;Skeletonema;0.225;Skeletonema costatum;0.225
141;Bamboung_180;Pomadasys;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.95;Haemulidae;0.9750000000000001;Pomadasys;1.0;;0.0
142;Bamboung_180;Pompaneau +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.9375;Carangidae;0.9624999999999999;Trachinotus;0.9625;Trachinotus ovatus;0.225
143;Bamboung_180;Raies;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.7375;Myliobatiformes;0.7;Dasyatidae;0.42500000000000004;Dasyatis;0.4375;Dasyatis pastinaca;0.4
144;Bamboung_180;Requins;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.7375;Carcharhiniformes;0.875;Carcharhinidae;0.8624999999999999;Carcharhinus;0.8625;Carcharhinus leucas;0.25
145;Bamboung_180;Sardinelle +;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Clupeiformes;0.9824999999999999;Clupeidae;0.97;Sardinella;0.9625;Sardinella aurita;0.2375
146;Bamboung_180;Sole-langue +;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Pleuronectiformes;0.9750000000000001;Cynoglossidae;0.5;Cynoglossus;0.5;Solea senegalensis;0.2375
147;Bamboung_180;Tilapias;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Cichliformes;0.9875;Cichlidae;1.0;Tilapia;0.375;Oreochromis niloticus;0.225
148;Bamboung_180;Tétrodon +;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Tetraodontiformes;0.9625;Tetraodontidae;0.975;;0.0;spp.;0.15
149;Bamboung_180;Vivaneaux +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Lutjaniformes;0.45;Lutjanidae;0.75;Lutjanus;0.75;Lutjanus goreensis;0.2
150;Bamboung_180;Zooplancton;Animalia;0.975;Arthropoda;0.495;Copepoda;0.4625;Calanoida;0.45;Acartiidae;0.225;Acartia;0.2375;Acartia tonsa;0.225
151;Bay_of_Biscay_335;Anchovy;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;0.975;Engraulidae;0.975;Engraulis;0.975;Engraulis encrasicolus;0.7375
152;Bay_of_Biscay_335;Bacteria;Bacteria;1.0;Proteobacteria;0.6875;Alphaproteobacteria;0.4375;Pelagibacterales;0.38749999999999996;Pelagibacteraceae;0.375;Pelagibacter;0.42500000000000004;Candidatus Pelagibacter ubique;0.2125
153;Bay_of_Biscay_335;Benthic cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;;0.0;;0.0;;0.0;;0.0
154;Bay_of_Biscay_335;Benthic meiofauna;Animalia;1.0;Nematoda;0.7;Chromadorea;0.2125;Monhysterida;0.2;;0.0;;0.0;;0.0
155;Bay_of_Biscay_335;Benthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.95;Gadiformes;0.4375;Merlucciidae;0.225;Merluccius;0.2375;Merluccius merluccius;0.2125
156;Bay_of_Biscay_335;Bottlenose dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9875;Delphinidae;1.0;Tursiops;1.0;Tursiops truncatus;0.9875
157;Bay_of_Biscay_335;Carnivorous benthic invertebrates;Animalia;0.975;Arthropoda;0.25;Malacostraca;0.2375;Decapoda;0.2;Nephtyidae;0.2;Nephtys;0.225;Nephrops norvegicus;0.2125
158;Bay_of_Biscay_335;Common dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9875;Delphinidae;1.0;Delphinus;1.0;Delphinus delphis;0.9875
159;Bay_of_Biscay_335;Detritus;Metazoa;0.175;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0
160;Bay_of_Biscay_335;Discards;Animalia;0.75;Chordata;0.725;Actinopterygii;0.4625;Gadiformes;0.25;Merlucciidae;0.25;Merluccius;0.25;Merluccius merluccius;0.25
161;Bay_of_Biscay_335;Harbour porpoises;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.7375;Phocoenidae;1.0;Phocoena;1.0;Phocoena phocoena;0.75
162;Bay_of_Biscay_335;Horse mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.975;Carangidae;0.975;Trachurus;0.975;Trachurus trachurus;0.725
163;Bay_of_Biscay_335;Large phytoplankton;Chromista;0.6625000000000001;Ochrophyta;0.45;Coscinodiscophyceae;0.5750000000000001;Coscinodiscales;0.225;Thalassiosiraceae;0.2125;Thalassiosira;0.2375;Thalassiosira nordenskioeldii;0.2125
164;Bay_of_Biscay_335;Long-finned pilot whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.7375;Delphinidae;1.0;Globicephala;1.0;Globicephala melas;0.75
165;Bay_of_Biscay_335;Mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.975;Scombridae;0.975;Scomber;0.975;Scomber scombrus;0.7375
166;Bay_of_Biscay_335;Macrozooplankton;Animalia;1.0;Arthropoda;0.9375;Copepoda;0.6375;Calanoida;0.48;Calanidae;0.4675;Calanus;0.4625;Meganyctiphanes norvegica;0.2375
167;Bay_of_Biscay_335;Mesozooplankton;Animalia;0.95;Arthropoda;0.925;Copepoda;0.6375;Calanoida;0.7125;Calanidae;0.6625;Calanus;0.65;Calanus helgolandicus;0.4125
168;Bay_of_Biscay_335;Microzooplankton;Animalia;0.25;Ciliophora;0.6375;Spirotrichea;0.425;Oligotrichida;0.225;Tintinnidae;0.2;Noctiluca;0.2375;Noctiluca scintillans;0.2375
169;Bay_of_Biscay_335;Necrophagous benthic invertebrates;Animalia;0.9875;Arthropoda;0.25;Polychaeta;0.2375;Phyllodocida;0.225;Nereididae;0.225;Hediste;0.2375;Hediste diversicolor;0.2375
170;Bay_of_Biscay_335;Pelagic cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.45;;0.0;Illex;0.125;Illex coindetii;0.15
171;Bay_of_Biscay_335;Piscivorous and benthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9624999999999999;Gadiformes;0.4625;Gadidae;0.45;Solea;0.25;Solea solea;0.2375
172;Bay_of_Biscay_335;Piscivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9624999999999999;Gadiformes;0.45;Merlucciidae;0.45;Merluccius;0.4875;Merluccius merluccius;0.2375
173;Bay_of_Biscay_335;Pursuit divers seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.45;Sulidae;0.2375;Morus;0.2375;Morus bassanus;0.225
174;Bay_of_Biscay_335;Sardine;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;0.975;Clupeidae;0.975;Sardina;0.975;Sardina pilchardus;0.7375
175;Bay_of_Biscay_335;Small phytoplankton;Bacteria;0.45;Cyanobacteria;0.425;Cyanophyceae;0.38749999999999996;Mamiellales;0.225;Mamiellaceae;0.2125;Micromonas;0.2375;Micromonas pusilla;0.225
176;Bay_of_Biscay_335;Sprat;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Sprattus;0.9975;Sprattus sprattus;0.7375
177;Bay_of_Biscay_335;Striped dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9875;Delphinidae;1.0;Stenella;1.0;Stenella coeruleoalba;0.9875
178;Bay_of_Biscay_335;Sub-surface deposit feeders invertebrates;Animalia;1.0;Annelida;0.4875;Polychaeta;0.4625;Amphiurida;0.225;Arenicolidae;0.4375;Arenicola;0.4375;Arenicola marina;0.425
179;Bay_of_Biscay_335;Suprabenthic invertebrates;Animalia;1.0;Arthropoda;0.7375;Malacostraca;0.725;Decapoda;0.2375;Mysidae;0.225;Neomysis;0.2375;Neomysis integer;0.2375
180;Bay_of_Biscay_335;Suprabenthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9624999999999999;Gadiformes;0.45;Gadidae;0.45;Trisopterus;0.4875;Trisopterus minutus;0.225
181;Bay_of_Biscay_335;Surface feeders seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.7;Laridae;0.6625000000000001;Larus;0.625;Larus argentatus;0.2
182;Bay_of_Biscay_335;Surface suspension and deposit feeders inv;Animalia;1.0;Mollusca;0.7375;Bivalvia;0.7324999999999999;Mytilida;0.45;Mytilidae;0.475;Mytilus;0.475;Mytilus edulis;0.2375
183;British_Columbia_Coast_478;Detritus;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0
184;British_Columbia_Coast_478;P. cod ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Gadiformes;0.995;Gadidae;0.995;Gadus;0.7375;Gadus macrocephalus;0.4875
185;British_Columbia_Coast_478;P. cod juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Gadiformes;0.995;Gadidae;0.995;Gadus;0.7375;Gadus macrocephalus;0.4875
186;British_Columbia_Coast_478;P. halibut ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;0.9875;Pleuronectidae;0.9750000000000001;Hippoglossus;0.975;Hippoglossus stenolepis;0.7
187;British_Columbia_Coast_478;P. halibut juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Pleuronectiformes;0.9875;Pleuronectidae;0.9875;Hippoglossus;0.975;Hippoglossus stenolepis;0.7124999999999999
188;British_Columbia_Coast_478;Pac. Ocean perch;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.7375;Scorpaenidae;0.5;Sebastes;1.0;Sebastes alutus;0.745
189;British_Columbia_Coast_478;Pac. hake;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.9975;Merlucciidae;0.9975;Merluccius;0.9975;Merluccius productus;0.7375
190;British_Columbia_Coast_478;arrowtooth ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Pleuronectiformes;0.9875;Pleuronectidae;0.9875;Atheresthes;0.975;Atheresthes stomias;0.7124999999999999
191;British_Columbia_Coast_478;arrowtooth juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Pleuronectiformes;0.9875;Pleuronectidae;0.9875;Atheresthes;0.975;Atheresthes stomias;0.7124999999999999
192;British_Columbia_Coast_478;birds demer pisciv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.445;Alcidae;0.225;Brachyramphus;0.225;Brachyramphus marmoratus;0.205
193;British_Columbia_Coast_478;birds pelag pisciv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.245;Alcidae;0.2375;Uria;0.225;Uria aalge;0.2125
194;British_Columbia_Coast_478;birds zooplanktiv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.245;Alcidae;0.225;Ptychoramphus;0.22;Ptychoramphus aleuticus;0.2075
195;British_Columbia_Coast_478;bivalves;Animalia;1.0;Mollusca;1.0;Bivalvia;1.0;Mytilida;0.2375;Mytilidae;0.225;Mytilus;0.2125;Mytilus trossulus;0.2
196;British_Columbia_Coast_478;carn. zooplankton;Animalia;1.0;Arthropoda;0.6625;Copepoda;0.625;Calanoida;0.44999999999999996;Calanidae;0.4125;Calanus;0.3875;Sagitta elegans;0.2
197;British_Columbia_Coast_478;chinook;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus tshawytscha;0.75
198;British_Columbia_Coast_478;chum;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;0.9824999999999999;Salmonidae;0.995;Oncorhynchus;0.995;Oncorhynchus keta;0.75
199;British_Columbia_Coast_478;coho;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus kisutch;0.75
200;British_Columbia_Coast_478;crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.9875;Decapoda;0.9875;Cancridae;0.6;Cancer;0.4375;Cancer magister;0.225
201;British_Columbia_Coast_478;dogfish;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Squaliformes;0.9625;Squalidae;0.9625;Squalus;0.925;Squalus suckleyi;0.425
202;British_Columbia_Coast_478;echinoderms;Animalia;1.0;Echinodermata;1.0;Echinoidea;0.4625;Camptosteoidea;0.225;Strongylocentrotidae;0.225;Strongylocentrotus;0.2375;Strongylocentrotus franciscanus;0.225
203;British_Columbia_Coast_478;flatfish other;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;0.9625;Pleuronectidae;0.25;;0.0;Pleuronectiformes spp.;0.2
204;British_Columbia_Coast_478;herb. zooplankton;Animalia;1.0;Arthropoda;0.9125000000000001;Copepoda;0.85;Calanoida;0.675;Calanidae;0.4375;Calanus;0.42500000000000004;Calanus pacificus;0.2
205;British_Columbia_Coast_478;herring ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.7324999999999999
206;British_Columbia_Coast_478;herring juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.7324999999999999
207;British_Columbia_Coast_478;jellies;Animalia;1.0;Cnidaria;1.0;Scyphozoa;0.7;Semaeostomeae;0.625;Ulmaridae;0.3625;Aurelia;0.625;Aurelia aurita;0.2125
208;British_Columbia_Coast_478;krill;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.9875;Euphausiacea;0.9875;Euphausiidae;0.4625;Euphausia;0.4625;Euphausia pacifica;0.4375
209;British_Columbia_Coast_478;large squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Oegopsida;0.625;Gonatidae;0.4375;Gonatus;0.4375;fabricii;0.2
210;British_Columbia_Coast_478;lingcod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.25;Hexagrammidae;0.4875;Ophiodon;0.9875;Ophiodon elongatus;0.7375
211;British_Columbia_Coast_478;macrophytes;Chromista;0.44999999999999996;Ochrophyta;0.45;Phaeophyceae;0.4625;Laminariales;0.44999999999999996;Laminariaceae, Fucaceae, Ulvaceae;0.225;Nereocystis;0.2375;Nereocystis luetkeana;0.2375
212;British_Columbia_Coast_478;misc. pred. pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9725;Scombriformes;0.4375;Scombridae;0.4375;Oncorhynchus;0.2375;Oncorhynchus tshawytscha;0.225
213;British_Columbia_Coast_478;misc. small demersals;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9725;Scorpaeniformes;0.4;Scorpaenidae;0.375;Sebastes;0.4;;0.0
214;British_Columbia_Coast_478;misc. small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Clupeiformes;0.975;Engraulidae;0.5;Clupea;0.2375;Clupea pallasii;0.225
215;British_Columbia_Coast_478;myctophids;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Myctophiformes;0.975;Myctophidae;0.9875;Stenobrachius;0.225;Stenobrachius leucopsarus;0.2125
216;British_Columbia_Coast_478;mysticetae;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.975;Multiple (Balaenopteridae, Eschrichtiidae, Balaenidae);0.2125;Multiple;0.2;Multiple;0.2
217;British_Columbia_Coast_478;odontocetae;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.975;Multiple (Delphinidae, Phocoenidae, Monodontidae, Ziphiidae);0.2125;Multiple;0.2;Multiple;0.2
218;British_Columbia_Coast_478;other benthos;Animalia;1.0;Annelida;0.25;Polychaeta;0.2375;Terebellida;0.2125;Cirratulidae;0.2;Aphelochaeta;0.1875;Aphelochaeta sp.;0.175
219;British_Columbia_Coast_478;pelagic sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Lamniformes;0.475;Lamnidae;0.2375;Lamna;0.225;nasus;0.2125
220;British_Columbia_Coast_478;phytoplankton;Chromista;0.4375;Bacillariophyta;0.2375;Multiple;0.225;Thalassiosirales;0.225;Thalassiosiraceae;0.4125;Thalassiosira;0.4125;Thalassiosira pseudonana;0.3875
221;British_Columbia_Coast_478;pink;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;0.9824999999999999;Salmonidae;0.995;Oncorhynchus;0.995;Oncorhynchus gorbuscha;0.75
222;British_Columbia_Coast_478;pollock ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.9875;Gadus chalcogrammus;0.7125
223;British_Columbia_Coast_478;pollock juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.9875;Gadus chalcogrammus;0.7125
224;British_Columbia_Coast_478;rajidae / ratfish;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Rajiformes;0.725;Rajidae;0.7125;Raja;0.2;Bathyraja interrupta;0.2
225;British_Columbia_Coast_478;rock sole;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;0.995;Pleuronectidae;0.9875;Lepidopsetta;0.985;Lepidopsetta bilineata;0.475
226;British_Columbia_Coast_478;rockfish other;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.725;Scorpaenidae;0.5;Sebastes;0.9875;;0.0
227;British_Columbia_Coast_478;sablefish ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.7;Anoplopomatidae;0.9875;Anoplopoma;1.0;Anoplopoma fimbria;0.7375
228;British_Columbia_Coast_478;sablefish juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.7;Anoplopomatidae;0.9875;Anoplopoma;1.0;Anoplopoma fimbria;0.7375
229;British_Columbia_Coast_478;salmon shark;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.7375;Lamniformes;0.9875;Lamnidae;0.9875;Lamna;0.9875;Lamna ditropis;0.7375
230;British_Columbia_Coast_478;sea lions;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;0.9875;Otariidae;0.9875;Multiple (Eumetopias, Zalophus, Neophoca);0.225;Multiple;0.2125
231;British_Columbia_Coast_478;seals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;0.9875;Phocidae;0.9875;Multiple (Phoca, Halichoerus, Erignathus);0.225;Multiple;0.2125
232;British_Columbia_Coast_478;shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.9875;Decapoda;0.9875;Pandalidae;0.6;Pandalus;0.55;;0.0
233;British_Columbia_Coast_478;small squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Myopsida;0.375;Loliginidae;0.4375;Doryteuthis;0.4;Doryteuthis opalescens;0.3625
234;British_Columbia_Coast_478;sockeye;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus nerka;0.75
235;British_Columbia_Coast_478;yellowfin sole;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;0.9975;Pleuronectidae;0.995;Limanda;0.9875;Limanda aspera;0.4875
236;Celestun_247;Con.mic.zoo.fit;Animalia;0.5;Arthropoda;0.5;Copepoda;0.225;Noctilucales;0.2125;Noctilucaceae;0.225;Noctiluca;0.2375;Noctiluca scintillans;0.225
237;Celestun_247;Con.micro.zoopl;Animalia;0.5;Arthropoda;0.25;Copepoda;0.2375;Calanoida;0.2125;Euplotidae;0.225;Euplotes;0.2375;Euplotes crassus;0.2
238;Celestun_247;Con.microcr.zoo;Animalia;1.0;Arthropoda;0.9375;Copepoda;0.44999999999999996;Calanoida;0.38749999999999996;Acartiidae;0.35;Acartia;0.35;tonsa;0.1875
239;Celestun_247;Cons.mic.fitopl;Animalia;0.25;Arthropoda;0.25;Dinophyceae;0.25;Calanoida;0.2;Acartiidae;0.2;Acartia;0.225;Oxyrrhis marina;0.2125
240;Celestun_247;Cons.microrustr;Animalia;1.0;Arthropoda;0.975;Malacostraca;0.4625;Decapoda;0.2375;Penaeidae;0.2125;Penaeus;0.2;setiferus;0.1875
241;Celestun_247;Detritus;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0
242;Celestun_247;Fitoplanctofag.;Chromista;0.4;Bacillariophyta;0.4625;Copepoda;0.2375;Thalassiosirales;0.3625;Acartiidae;0.1875;Skeletonema;0.225;Skeletonema costatum;0.175
243;Celestun_247;Fitoplancton;Eukaryota;0.225;Bacillariophyta;0.2125;Coscinodiscophyceae;0.2;Thalassiosirales;0.1875;Thalassiosiraceae;0.175;Thalassiosira;0.1625;Skeletonema costatum;0.15
244;Celestun_247;Insectos;Animalia;1.0;Arthropoda;1.0;Insecta;0.9875;Diptera;0.42500000000000004;Chironomidae;0.3875;Chironomus;0.375;Chironomus riparius;0.3375
245;Celestun_247;Macrocrustaceos;Animalia;0.975;Arthropoda;0.95;Malacostraca;0.895;Decapoda;0.7124999999999999;Portunidae;0.225;Callinectes;0.225;Callinectes sapidus;0.2125
246;Celestun_247;Macrofitas;Plantae;1.0;Tracheophyta;0.45;Monocotyledonae;0.2375;Alismatales;0.45;Rhizophoraceae;0.25;Rhizophora;0.25;Rhizophora mangle;0.25
247;Celestun_247;Microcrustaceos;Animalia;0.975;Arthropoda;0.9375;Copepoda;0.42500000000000004;Calanoida;0.4125;Cyprididae, Gammaridae, Asellidae;0.2125;Cyprideis, Gammarus, Asellus;0.2;Multiple species;0.175
248;Celestun_247;Moluscus;Animalia;1.0;Mollusca;1.0;Bivalvia;0.4625;Ostreida;0.4125;Ostreidae;0.4375;Crassostrea;0.42500000000000004;Crassostrea virginica;0.4
249;Celestun_247;Omnivoros;Animalia;1.0;Chordata;0.975;Actinopterygii;0.9375;Perciformes;0.4125;Lutjanidae;0.2375;Lagodon;0.225;Lutjanus griseus;0.2
250;Celestun_247;Otros peces;Animalia;1.0;Chordata;0.975;Actinopterygii;0.9625;Perciformes;0.2375;Gerreidae;0.2375;Eugerres;0.225;Eugerres plumieri;0.2
251;Celestun_247;Piscivoros;Animalia;1.0;Chordata;0.975;Actinopterygii;0.9375;Sphyraeniformes;0.225;Centropomidae;0.38749999999999996;Centropomus;0.375;Sphyraena barracuda;0.2125
252;Celestun_247;Poliquetos;Animalia;1.0;Annelida;0.9875;Polychaeta;0.9625;Nereidida;0.2;Nereididae;0.1875;Nereis;0.175;Nereis diversicolor;0.1625
253;Celestun_247;Zooplanktofagos;Animalia;0.75;Chordata;0.5;Actinopterygii;0.495;Clupeiformes;0.475;Engraulidae;0.475;Anchoa;0.2375;Anchoa mitchilli;0.225
254;Celestun_247;Zooplankton;Animalia;0.95;Arthropoda;0.44999999999999996;Copepoda, Branchiopoda, Malacostraca;0.225;Calanoida, Cyclopoida, Podonida;0.2125;Acartiidae, Paracalanidae, Pontellidae;0.2;Acartia, Paracalanus, Temora;0.2;Multiple species;0.175
255;Central_Gulf_of_California_239;Carangidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.9450000000000001;Carangidae;1.0;Caranx;0.2125;Caranx caballus;0.2
256;Central_Gulf_of_California_239;Clupaeidae;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9750000000000001;Clupeiformes;0.9624999999999999;Clupeidae;0.725;Sardinops;0.2;;0.0
257;Central_Gulf_of_California_239;Crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.9875;Decapoda;0.975;Brachyura;0.2375;;0.0;;0.0
258;Central_Gulf_of_California_239;Detritus;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0
259;Central_Gulf_of_California_239;Discarded fish;Animalia;1.0;Chordata;0.9875;Actinopterygii;0.8999999999999999;Perciformes;0.2125;;0.0;;0.0;;0.0
260;Central_Gulf_of_California_239;Haemulidae;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9750000000000001;Perciformes;0.9125000000000001;Haemulidae;1.0;Haemulon;0.2125;;0.0
261;Central_Gulf_of_California_239;Lutjanidae;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9750000000000001;Perciformes;0.725;Lutjanidae;1.0;Lutjanus;0.2125;;0.0
262;Central_Gulf_of_California_239;Meiobenthos;Animalia;0.7;Nematoda;0.1875;Nematoda;0.1875;Rhabditida;0.175;Rhabditidae;0.1625;Turbatrix;0.175;Turbatrix aceti;0.1625
263;Central_Gulf_of_California_239;Myctophidae;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Myctophiformes;0.975;Myctophidae;1.0;;0.0;;0.0
264;Central_Gulf_of_California_239;Other fish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;;0.0;;0.0;;0.0;;0.0
265;Central_Gulf_of_California_239;Other macrocrus;Animalia;1.0;Arthropoda;0.75;Malacostraca;0.6499999999999999;Gadiformes;0.2375;Macrouridae;0.225;;0.0;;0.0
266;Central_Gulf_of_California_239;Other molluscs;Animalia;1.0;Mollusca;0.975;Cephalopoda, Bivalvia, Gastropoda;0.2125;Oegopsida, Octopoda, Venerida, Mytilida;0.2;Ommastrephidae, Octopodidae, Pinnidae, Veneridae;0.1875;Dosidicus, Octopus, Pinna, Protothaca, Megapitaria;0.2;;0.0
267;Central_Gulf_of_California_239;Paralichthydae;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9750000000000001;Pleuronectiformes;0.9750000000000001;Paralichthyidae;0.9625;Paralichthys;0.2125;;0.0
268;Central_Gulf_of_California_239;Phytoplankton;Chromista;0.2375;Bacillariophyta;0.225;Bacillariophyceae;0.2125;Thalassiosirales;0.2;Thalassiosiraceae;0.1875;Thalassiosira;0.2;Thalassiosira pseudonana;0.1875
269;Central_Gulf_of_California_239;Polychaeta;Animalia;1.0;Annelida;0.9875;Polychaeta;1.0;;0.0;;0.0;;0.0;;0.0
270;Central_Gulf_of_California_239;Red crab;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.9875;Decapoda;0.975;Munididae;0.7;Pleuroncodes;0.975;Pleuroncodes planipes;0.5
271;Central_Gulf_of_California_239;Sciaenidae;Animalia;1.0;Chordata;1.0;Actinopterygii;0.995;Perciformes;0.6625;Sciaenidae;1.0;Cynoscion, Micropogonias, Larimus;0.2125;Multiple species;0.2
272;Central_Gulf_of_California_239;Scombridae;Animalia;1.0;Chordata;1.0;Actinopterygii;0.995;Scombriformes;0.675;Scombridae;1.0;Thunnus;0.225;Thunnus albacares;0.225
273;Central_Gulf_of_California_239;Scorp/Triglidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.9375;Scorpaenidae;0.65;Scorpaena;0.175;;0.0
