QueryInput;ScientificName;AphiaID;Rank;Status;Kingdom;Phylum;Class;Order;Family;Genus;Species;FileName;Node name;IsAlive
1806;Echinodermata;1806;Phylum;accepted;Animalia;Echinodermata;;;;;;British_Columbia_Coast_478.scor;echinoderms;True
1517532;Carangiformes;1517532;Order;accepted;Animalia;Chordata;Teleostei;Carangiformes;;;;British_Columbia_Coast_478.scor;flatfish other;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;British_Columbia_Coast_478.scor;herb. zooplankton;True
Clupea pallasii;Clupea pallasii;151159;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;British_Columbia_Coast_478.scor;herring ad.;True
Clupea pallasii;Clupea pallasii;151159;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;British_Columbia_Coast_478.scor;herring juv.;True
1267;Cnidaria;1267;Phylum;accepted;Animalia;Cnidaria;;;;;;British_Columbia_Coast_478.scor;jellies;True
1128;Euphausiacea;1128;Order;accepted;Animalia;Arthropoda;Malacostraca;Euphausiacea;;;;British_Columbia_Coast_478.scor;krill;True
11707;Cephalopoda;11707;Class;accepted;Animalia;Mollusca;Cephalopoda;;;;;British_Columbia_Coast_478.scor;large squids;True
Ophiodon elongatus;Ophiodon elongatus;240745;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Hexagrammidae;Ophiodon;Ophiodon elongatus;British_Columbia_Coast_478.scor;lingcod;True
3;Plantae;3;Kingdom;accepted;Plantae;;;;;;;British_Columbia_Coast_478.scor;macrophytes;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;British_Columbia_Coast_478.scor;misc. pred. pelagics;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;British_Columbia_Coast_478.scor;misc. small demersals;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;British_Columbia_Coast_478.scor;misc. small pelagics;True
125498;Myctophidae;125498;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;;;British_Columbia_Coast_478.scor;myctophids;True
148724;Mysticeti;148724;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;British_Columbia_Coast_478.scor;mysticetae;True
148723;Odontoceti;148723;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;British_Columbia_Coast_478.scor;odontocetae;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;British_Columbia_Coast_478.scor;other benthos;True
Gadus macrocephalus;Gadus macrocephalus;254538;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus macrocephalus;British_Columbia_Coast_478.scor;P. cod ad.;True
Gadus macrocephalus;Gadus macrocephalus;254538;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus macrocephalus;British_Columbia_Coast_478.scor;P. cod juv.;True
Hippoglossus stenolepis;Hippoglossus stenolepis;274290;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;British_Columbia_Coast_478.scor;P. halibut ad.;True
Hippoglossus stenolepis;Hippoglossus stenolepis;274290;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;British_Columbia_Coast_478.scor;P. halibut juv.;True
Merluccius productus;Merluccius productus;272458;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius productus;British_Columbia_Coast_478.scor;Pac. hake;True
Sebastes alutus;Sebastes alutus;254573;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Sebastes alutus;British_Columbia_Coast_478.scor;Pac. Ocean perch;True
10193;Elasmobranchii;10193;Class;accepted;Animalia;Chordata;Elasmobranchii;;;;;British_Columbia_Coast_478.scor;pelagic sharks;True
Oncorhynchus gorbuscha;Oncorhynchus gorbuscha;127182;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus gorbuscha;British_Columbia_Coast_478.scor;pink;True
300735;Gadus chalcogrammus;300735;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;British_Columbia_Coast_478.scor;pollock ad.;True
300735;Gadus chalcogrammus;300735;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;British_Columbia_Coast_478.scor;pollock juv.;True
1821;Chordata;1821;Phylum;accepted;Animalia;Chordata;;;;;;British_Columbia_Coast_478.scor;rajidae / ratfish;True
Lepidopsetta;Lepidopsetta;269638;Genus;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Lepidopsetta;;British_Columbia_Coast_478.scor;rock sole;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;British_Columbia_Coast_478.scor;rockfish other;True
Anoplopoma fimbria;Anoplopoma fimbria;159463;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria;British_Columbia_Coast_478.scor;sablefish ad.;True
Anoplopoma fimbria;Anoplopoma fimbria;159463;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria;British_Columbia_Coast_478.scor;sablefish juv.;True
Lamna ditropis;Lamna ditropis;271421;Species;accepted;Animalia;Chordata;Elasmobranchii;Lamniformes;Lamnidae;Lamna;Lamna ditropis;British_Columbia_Coast_478.scor;salmon shark;True
254999;Eumetopias jubatus;254999;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;British_Columbia_Coast_478.scor;sea lions;True
Callorhinus ursinus;Callorhinus ursinus;254997;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Callorhinus;Callorhinus ursinus;British_Columbia_Coast_478.scor;seals;True
106674;Caridea;106674;Infraorder;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;;;;British_Columbia_Coast_478.scor;shrimps;True
325342;Decapodiformes;325342;Superorder;accepted;Animalia;Mollusca;Cephalopoda;;;;;British_Columbia_Coast_478.scor;small squids;True
Oncorhynchus nerka;Oncorhynchus nerka;254569;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus nerka;British_Columbia_Coast_478.scor;sockeye;True
Limanda aspera;Limanda aspera;254562;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Limanda;Limanda aspera;British_Columbia_Coast_478.scor;yellowfin sole;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Con.mic.zoo.fit;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Con.micro.zoopl;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Con.microcr.zoo;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Cons.mic.fitopl;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Cons.microrustr;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Fitoplanctofag.;True
1065;Arthropoda;1065;Phylum;accepted;Animalia;Arthropoda;;;;;;Celestun_247.scor;Insectos;True
1065;Arthropoda;1065;Phylum;accepted;Animalia;Arthropoda;;;;;;Celestun_247.scor;Macrocrustaceos;True
3;Plantae;3;Kingdom;accepted;Plantae;;;;;;;Celestun_247.scor;Macrofitas;True
1065;Arthropoda;1065;Phylum;accepted;Animalia;Arthropoda;;;;;;Celestun_247.scor;Microcrustaceos;True
51;Mollusca;51;Phylum;accepted;Animalia;Mollusca;;;;;;Celestun_247.scor;Moluscus;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Omnivoros;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Otros peces;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Celestun_247.scor;Piscivoros;True
883;Polychaeta;883;Class;accepted;Animalia;Annelida;Polychaeta;;;;;Celestun_247.scor;Poliquetos;True
Fundulus persimilis;Fundulus persimilis;422555;Species;accepted;Animalia;Chordata;Teleostei;Cyprinodontiformes;Fundulidae;Fundulus;Fundulus persimilis;Celestun_247.scor;Zooplanktofagos;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Celestun_247.scor;Zooplankton;True
125523;Carangidae;125523;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;;;Central_Gulf_of_California_239.scor;Carangidae;True
125464;Clupeidae;125464;Family;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;;;Central_Gulf_of_California_239.scor;Clupaeidae;True
1130;Decapoda;1130;Order;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Central_Gulf_of_California_239.scor;Crabs;True
125538;Haemulidae;125538;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;;;Central_Gulf_of_California_239.scor;Haemulidae;True
151453;Lutjanidae;151453;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;;;Central_Gulf_of_California_239.scor;Lutjanidae;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Central_Gulf_of_California_239.scor;Meiobenthos;True
125498;Myctophidae;125498;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;;;Central_Gulf_of_California_239.scor;Myctophidae;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Central_Gulf_of_California_239.scor;Other fish;True
1065;Arthropoda;1065;Phylum;accepted;Animalia;Arthropoda;;;;;;Central_Gulf_of_California_239.scor;Other macrocrus;True
51;Mollusca;51;Phylum;accepted;Animalia;Mollusca;;;;;;Central_Gulf_of_California_239.scor;Other molluscs;True
154168;Paralichthyidae;154168;Family;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Paralichthyidae;;;Central_Gulf_of_California_239.scor;Paralichthydae;True
883;Polychaeta;883;Class;accepted;Animalia;Annelida;Polychaeta;;;;;Central_Gulf_of_California_239.scor;Polychaeta;True
1607504;Grimothea planipes;1607504;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Grimothea;Grimothea planipes;Central_Gulf_of_California_239.scor;Red crab;True
125558;Sciaenidae;125558;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;;;Central_Gulf_of_California_239.scor;Sciaenidae;True
125559;Scombridae;125559;Family;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;;;Central_Gulf_of_California_239.scor;Scombridae;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Central_Gulf_of_California_239.scor;Scorp/Triglidae;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Central_Gulf_of_California_239.scor;Sea birds;True
1837;Mammalia;1837;Class;accepted;Animalia;Chordata;Mammalia;;;;;Central_Gulf_of_California_239.scor;Sea mammals;True
125561;Serranidae;125561;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Serranidae;;;Central_Gulf_of_California_239.scor;Serranidae;True
10193;Elasmobranchii;10193;Class;accepted;Animalia;Chordata;Elasmobranchii;;;;;Central_Gulf_of_California_239.scor;Sharks / Rays;True
106674;Caridea;106674;Infraorder;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Central_Gulf_of_California_239.scor;Shrimp;True
325342;Decapodiformes;325342;Superorder;accepted;Animalia;Mollusca;Cephalopoda;;;;;Central_Gulf_of_California_239.scor;Squid;True
14355;Stomatopoda;14355;Order;accepted;Animalia;Arthropoda;Malacostraca;Stomatopoda;;;;Central_Gulf_of_California_239.scor;Stomatopods;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Central_Gulf_of_California_239.scor;Zooplankton;True
148724;Mysticeti;148724;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Denmark_Faroe_Islands_46.scor;Baleen whales;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Denmark_Faroe_Islands_46.scor;Benthos;True
Micromesistius poutassou;Micromesistius poutassou;126439;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Micromesistius;Micromesistius poutassou;Denmark_Faroe_Islands_46.scor;Blue Whiting;True
Gadus morhua;Gadus morhua;126436;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Denmark_Faroe_Islands_46.scor;Cod;True
127144;Reinhardtius hippoglossoides;127144;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;Denmark_Faroe_Islands_46.scor;Greenland Halibut;True
Melanogrammus aeglefinus;Melanogrammus aeglefinus;126437;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus;Denmark_Faroe_Islands_46.scor;Haddock;True
Clupea harengus;Clupea harengus;126417;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea harengus;Denmark_Faroe_Islands_46.scor;Herring;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Denmark_Faroe_Islands_46.scor;Lrg. Zooplankton;True
Scomber scombrus;Scomber scombrus;127023;Species;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus;Denmark_Faroe_Islands_46.scor;Mackerel;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Denmark_Faroe_Islands_46.scor;Nekton;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Denmark_Faroe_Islands_46.scor;Other deep water;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Denmark_Faroe_Islands_46.scor;Other demersal fish;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Denmark_Faroe_Islands_46.scor;Other pelagics;True
Sebastes;Sebastes;126175;Genus;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;;Denmark_Faroe_Islands_46.scor;Redfish;True
Pollachius virens;Pollachius virens;126441;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;Pollachius virens;Denmark_Faroe_Islands_46.scor;Saithe;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Denmark_Faroe_Islands_46.scor;Seabirds;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Denmark_Faroe_Islands_46.scor;Sm. Zooplankton;True
1837;Mammalia;1837;Class;accepted;Animalia;Chordata;Mammalia;;;;;Denmark_Faroe_Islands_46.scor;Toothed mammals;True
300735;Gadus chalcogrammus;300735;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;Eastern_Bering_Sea_183.scor;Adult pollock;True
148724;Mysticeti;148724;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Eastern_Bering_Sea_183.scor;Baleen whales;True
148724;Mysticeti;148724;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Eastern_Bering_Sea_183.scor;Beaked whales;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Eastern_Bering_Sea_183.scor;Benth. Par. feeders;True
Berryteuthis magister;Berryteuthis magister;342286;Species;accepted;Animalia;Mollusca;Cephalopoda;Oegopsida;Gonatidae;Berryteuthis;Berryteuthis magister;Eastern_Bering_Sea_183.scor;Cephalopods;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Eastern_Bering_Sea_183.scor;Deepwater fish;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Eastern_Bering_Sea_183.scor;Epifauna;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Eastern_Bering_Sea_183.scor;Herb. Zoops;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Eastern_Bering_Sea_183.scor;Infauna;True
287209;Chrysaora melanaster;287209;Species;accepted;Animalia;Cnidaria;Scyphozoa;Semaeostomeae;Pelagiidae;Chrysaora;Chrysaora melanaster;Eastern_Bering_Sea_183.scor;Jellyfish;True
300735;Gadus chalcogrammus;300735;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;Eastern_Bering_Sea_183.scor;Juvenile Pollock;True
1517532;Carangiformes;1517532;Order;accepted;Animalia;Chordata;Teleostei;Carangiformes;;;;Eastern_Bering_Sea_183.scor;Large flatfish;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Eastern_Bering_Sea_183.scor;Large Zoops;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Eastern_Bering_Sea_183.scor;Other demersal fish;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Eastern_Bering_Sea_183.scor;Pelagics;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Eastern_Bering_Sea_183.scor;Pisc. Birds;True
2687;Carnivora;2687;Order;accepted;Animalia;Chordata;Mammalia;Carnivora;;;;Eastern_Bering_Sea_183.scor;Seals;True
1517532;Carangiformes;1517532;Order;accepted;Animalia;Chordata;Teleostei;Carangiformes;;;;Eastern_Bering_Sea_183.scor;Small flatfish;True
Physeter macrocephalus;Physeter macrocephalus;137119;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Physeteridae;Physeter;Physeter macrocephalus;Eastern_Bering_Sea_183.scor;Sperm whales;True
Eumetopias jubatus;Eumetopias jubatus;254999;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;Eastern_Bering_Sea_183.scor;Steller sea lions;True
148723;Odontoceti;148723;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Eastern_Bering_Sea_183.scor;Toothed whales;True
2687;Carnivora;2687;Order;accepted;Animalia;Chordata;Mammalia;Carnivora;;;;Eastern_Bering_Sea_183.scor;"Walrus &amp; bearded";True
Aiptasia;Aiptasia;100718;Genus;accepted;Animalia;Cnidaria;Hexacorallia;Actiniaria;Aiptasiidae;Aiptasia;;Galapagos_Floreana_Rocky_Reef_48.scor;Anemones;True
123080;Asteroidea;123080;Class;accepted;Animalia;Echinodermata;Asteroidea;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Asteroids;True
Mycteroperca olfax;Mycteroperca olfax;273881;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Epinephelidae;Mycteroperca;Mycteroperca olfax;Galapagos_Floreana_Rocky_Reef_48.scor;Bacalao;True
3;Plantae;3;Kingdom;accepted;Plantae;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Benthic algae;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Birds;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Carnivorous zooplankton;True
55;Polyplacophora;55;Class;accepted;Animalia;Mollusca;Polyplacophora;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Chitons;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Galapagos_Floreana_Rocky_Reef_48.scor;Detritivorous fish;True
Eucidaris;Eucidaris;204525;Genus;accepted;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;;Galapagos_Floreana_Rocky_Reef_48.scor;Eucidaris urchin;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Filter + suspension feeders;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Herbivorous zooplankton;True
Hexaplex;Hexaplex;138194;Genus;accepted;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;Hexaplex;;Galapagos_Floreana_Rocky_Reef_48.scor;Hexaplex gastropod;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Large benthic invertebrate eaters;True
Lytechinus;Lytechinus;240777;Genus;accepted;Animalia;Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Lytechinus;;Galapagos_Floreana_Rocky_Reef_48.scor;Lytechinus urchin;True
Amblyrhynchus cristatus;Amblyrhynchus cristatus;344019;Species;accepted;Animalia;Chordata;;Sauria;Iguanidae;Amblyrhynchus;Amblyrhynchus cristatus;Galapagos_Floreana_Rocky_Reef_48.scor;Marine iguana;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Non-commercial reef predators;True
11718;Octopoda;11718;Order;accepted;Animalia;Mollusca;Cephalopoda;Octopoda;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Octopods;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Galapagos_Floreana_Rocky_Reef_48.scor;Omnivorous reef fishes;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Other commercial reef predators;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Galapagos_Floreana_Rocky_Reef_48.scor;Other herbivorous fish;True
123083;Holothuroidea;123083;Class;accepted;Animalia;Echinodermata;Holothuroidea;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Other sea cucumbers;True
123082;Echinoidea;123082;Class;accepted;Animalia;Echinodermata;Echinoidea;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Other urchins;True
125541;Labridae;125541;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;;;Galapagos_Floreana_Rocky_Reef_48.scor;Parrotfishes;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Pelagic planktivores;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Pelagic predators;True
529516;Isostichopus fuscus;529516;Species;accepted;Animalia;Echinodermata;Holothuroidea;Synallactida;Stichopodidae;Isostichopus;Isostichopus fuscus;Galapagos_Floreana_Rocky_Reef_48.scor;Pepino sea cucumber;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Galapagos_Floreana_Rocky_Reef_48.scor;Planktivorous reef fish;True
Zalophus wollebaeki;Zalophus wollebaeki;255005;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus wollebaeki;Galapagos_Floreana_Rocky_Reef_48.scor;Sea lions;True
Chelonia mydas;Chelonia mydas;137206;Species;accepted;Animalia;Chordata;;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Galapagos_Floreana_Rocky_Reef_48.scor;Sea turtles;True
368408;Selachii;368408;Infraclass;accepted;Animalia;Chordata;Elasmobranchii;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Sharks;True
1130;Decapoda;1130;Order;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Shrimps and small crabs;True
Scyllarides astori;Scyllarides astori;382910;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Scyllaridae;Scyllarides;Scyllarides astori;Galapagos_Floreana_Rocky_Reef_48.scor;Slipper lobster;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Small benthic invertebrate eaters;True
1066;Crustacea;1066;Subphylum;accepted;Animalia;Arthropoda;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Small crustaceans;True
101;Gastropoda;101;Class;accepted;Animalia;Mollusca;Gastropoda;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Small gastropods;True
Panulirus;Panulirus;107060;Genus;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;;Galapagos_Floreana_Rocky_Reef_48.scor;Spiny lobsters;True
1363;Scleractinia;1363;Order;accepted;Animalia;Cnidaria;Hexacorallia;Scleractinia;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Stony corals;True
148723;Odontoceti;148723;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Toothed cetaceans;True
Tripneustes;Tripneustes;206063;Genus;accepted;Animalia;Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Tripneustes;;Galapagos_Floreana_Rocky_Reef_48.scor;Tripneustes urchin;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Galapagos_Floreana_Rocky_Reef_48.scor;Worms and ophioroids;True
Hippoglossoides platessoides;Hippoglossoides platessoides;127137;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides;Grand_Banks_of_Newfoundland_105.scor;Aplaice +35cm;True
Hippoglossoides platessoides;Hippoglossoides platessoides;127137;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides;Grand_Banks_of_Newfoundland_105.scor;"Aplaice&lt;=35cm";True
Boreogadus saida;Boreogadus saida;126433;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Boreogadus;Boreogadus saida;Grand_Banks_of_Newfoundland_105.scor;Arctic cod;True
Gonatus;Gonatus;138036;Genus;accepted;Animalia;Mollusca;Cephalopoda;Oegopsida;Gonatidae;Gonatus;;Grand_Banks_of_Newfoundland_105.scor;Arctic Squid;True
105;Bivalvia;105;Class;accepted;Animalia;Mollusca;Bivalvia;;;;;Grand_Banks_of_Newfoundland_105.scor;Bivalves;True
Mallotus villosus;Mallotus villosus;126735;Species;accepted;Animalia;Chordata;Teleostei;Osmeriformes;Osmeridae;Mallotus;Mallotus villosus;Grand_Banks_of_Newfoundland_105.scor;Capelin;True
2688;Cetacea;2688;Infraorder;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Grand_Banks_of_Newfoundland_105.scor;Cetaceans;True
Gadus morhua;Gadus morhua;126436;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Grand_Banks_of_Newfoundland_105.scor;"Cod &lt;40 cm";True
Gadus morhua;Gadus morhua;126436;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Grand_Banks_of_Newfoundland_105.scor;Cod + 40cm;True
Squalus acanthias;Squalus acanthias;105923;Species;accepted;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;Squalus acanthias;Grand_Banks_of_Newfoundland_105.scor;Dogfish;True
