;file_name;node;kingdom_best_qwen;kingdom_best_qwen_score;phylum_best_qwen;phylum_best_qwen_score;class_best_qwen;class_best_qwen_score;order_best_qwen;order_best_qwen_score;family_best_qwen;family_best_qwen_score;genus_best_qwen;genus_best_qwen_score;species_best_qwen;species_best_qwen_score
144;Bamboung_180;Requins;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Carcharhiniformes;1.0;Carcharhinidae;1.0;Carcharhinus;1.0;Carcharhinus leucas;0.25
145;Bamboung_180;Sardinelle +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Sardinella;1.0;Sardinella aurita;0.225
146;Bamboung_180;Sole-langue +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Cynoglossidae;0.5;Cynoglossus;0.5;Solea senegalensis;0.25
147;Bamboung_180;Tilapias;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Cichliformes;1.0;Cichlidae;1.0;Tilapia;0.5;Oreochromis niloticus;0.225
148;Bamboung_180;Tétrodon +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Tetraodontiformes;1.0;Tetraodontidae;1.0;;;spp.;0.075
149;Bamboung_180;Vivaneaux +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Lutjaniformes;0.5;Lutjanidae;0.75;Lutjanus;0.75;Lutjanus goreensis;0.225
150;Bamboung_180;Zooplancton;Animalia;0.75;Arthropoda;0.5;Copepoda;0.3;Calanoida;0.5;Acartiidae;0.25;Acartia;0.25;Acartia tonsa;0.225
151;Bay_of_Biscay_335;Anchovy;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Engraulidae;1.0;Engraulis;1.0;Engraulis encrasicolus;0.75
152;Bay_of_Biscay_335;Bacteria;Bacteria;1.0;Proteobacteria;0.75;Alphaproteobacteria;0.5;Pelagibacterales;0.5;Pelagibacteraceae;0.5;Pelagibacter;0.5;Candidatus Pelagibacter ubique;0.2
153;Bay_of_Biscay_335;Benthic cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;;;;;;;;
154;Bay_of_Biscay_335;Benthic meiofauna;Animalia;1.0;Nematoda;0.75;Chromadorea;0.225;Monhysterida;0.2;;;;;;
155;Bay_of_Biscay_335;Benthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Merlucciidae;0.25;Merluccius;0.25;Merluccius merluccius;0.25
156;Bay_of_Biscay_335;Bottlenose dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Delphinidae;1.0;Tursiops;1.0;Tursiops truncatus;0.95
157;Bay_of_Biscay_335;Carnivorous benthic invertebrates;Animalia;1.0;Arthropoda;0.25;Malacostraca;0.25;Decapoda;0.25;Nephropidae;0.25;Nephrops;0.25;Nephrops norvegicus;0.25
158;Bay_of_Biscay_335;Common dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Delphinidae;1.0;Delphinus;1.0;Delphinus delphis;1.0
159;Bay_of_Biscay_335;Detritus;Metazoa;0.0;;;;;;;;;;;;
160;Bay_of_Biscay_335;Discards;Animalia;0.5;Chordata;0.5;Actinopterygii;0.25;Gadiformes;0.25;Merlucciidae;0.25;Merluccius;0.25;Merluccius merluccius;0.25
161;Bay_of_Biscay_335;Harbour porpoises;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.75;Phocoenidae;1.0;Phocoena;1.0;Phocoena phocoena;0.75
162;Bay_of_Biscay_335;Horse mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Trachurus;1.0;Trachurus trachurus;0.75
163;Bay_of_Biscay_335;Large phytoplankton;Chromista;0.6000000000000001;Bacillariophyta;0.4;Coscinodiscophyceae;0.7;Thalassiosirales;0.25;Thalassiosiraceae;0.25;Thalassiosira;0.25;Thalassiosira nordenskioeldii;0.225
164;Bay_of_Biscay_335;Long-finned pilot whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.75;Delphinidae;1.0;Globicephala;1.0;Globicephala melas;0.75
165;Bay_of_Biscay_335;Mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;1.0;Scombridae;1.0;Scomber;1.0;Scomber scombrus;0.75
166;Bay_of_Biscay_335;Macrozooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.5;Euphausiacea;0.25;Euphausiidae;0.25;Calanus;0.5;Meganyctiphanes norvegica;0.25
167;Bay_of_Biscay_335;Mesozooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.75;Calanoida;0.75;Calanidae;0.75;Calanus;0.75;Calanus helgolandicus;0.5
168;Bay_of_Biscay_335;Microzooplankton;Eukaryota/Protista;0.225;Ciliophora;0.375;Spirotrichea;0.42500000000000004;Noctilucales;0.25;Noctilucaceae;0.25;Noctiluca;0.25;Noctiluca scintillans;0.25
169;Bay_of_Biscay_335;Necrophagous benthic invertebrates;Animalia;1.0;Arthropoda;0.25;Malacostraca;0.25;Amphipoda;0.25;Nereididae;0.25;Hediste;0.25;Hediste diversicolor;0.25
170;Bay_of_Biscay_335;Pelagic cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.45;;;Illex;0.225;Illex coindetii;0.225
171;Bay_of_Biscay_335;Piscivorous and benthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Gadidae;0.5;Solea;0.25;Solea solea;0.25
172;Bay_of_Biscay_335;Piscivorous demersal fish;Animalia;0.825;Chordata;0.825;Actinopterygii;0.825;Gadiformes;0.5;Merlucciidae;0.5;Merluccius;0.5;Merluccius merluccius;0.25
173;Bay_of_Biscay_335;Pursuit divers seabirds;Animalia;0.75;Chordata;0.75;Aves;0.75;Charadriiformes;0.35;Sulidae;0.25;Morus;0.25;Morus bassanus;0.25
174;Bay_of_Biscay_335;Sardine;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Sardina;1.0;Sardina pilchardus;0.75
175;Bay_of_Biscay_335;Small phytoplankton;Bacteria;0.35;Cyanobacteria;0.4;Cyanophyceae;0.4;Mamiellales;0.225;Mamiellaceae;0.225;Micromonas;0.25;Micromonas pusilla;0.225
176;Bay_of_Biscay_335;Sprat;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Sprattus;1.0;Sprattus sprattus;0.75
177;Bay_of_Biscay_335;Striped dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Delphinidae;1.0;Stenella;0.9;Stenella coeruleoalba;0.9
178;Bay_of_Biscay_335;Sub-surface deposit feeders invertebrates;Animalia;0.75;Annelida;0.5;Polychaeta;0.5;Amphiurida;0.225;Arenicolidae;0.5;Arenicola;0.5;Arenicola marina;0.5
179;Bay_of_Biscay_335;Suprabenthic invertebrates;Animalia;0.75;Arthropoda;0.75;Malacostraca;0.75;Mysida;0.25;Mysidae;0.25;Neomysis;0.25;Crangon crangon;0.25
180;Bay_of_Biscay_335;Suprabenthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Gadidae;0.5;Trisopterus;0.5;Trisopterus minutus;0.225
181;Bay_of_Biscay_335;Surface feeders seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.75;Laridae;0.75;Larus;0.75;Larus michahellis;0.225
182;Bay_of_Biscay_335;Surface suspension and deposit feeders inv;Animalia;0.75;Mollusca;0.75;Bivalvia;0.75;Mytilida;0.5;Mytilidae;0.5;Mytilus;0.5;Mytilus edulis;0.25
183;British_Columbia_Coast_478;Detritus;;;;;;;;;;;;;;
184;British_Columbia_Coast_478;P. cod ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.75;Gadus macrocephalus;0.5
185;British_Columbia_Coast_478;P. cod juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.75;Gadus macrocephalus;0.5
186;British_Columbia_Coast_478;P. halibut ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Hippoglossus;1.0;Hippoglossus stenolepis;0.75
187;British_Columbia_Coast_478;P. halibut juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Hippoglossus;1.0;Hippoglossus stenolepis;0.75
188;British_Columbia_Coast_478;Pac. Ocean perch;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Sebastidae;0.375;Sebastes;1.0;Sebastes alutus;0.75
189;British_Columbia_Coast_478;Pac. hake;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Merlucciidae;1.0;Merluccius;1.0;Merluccius productus;0.75
190;British_Columbia_Coast_478;arrowtooth ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Atheresthes;1.0;Atheresthes stomias;0.75
191;British_Columbia_Coast_478;arrowtooth juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Atheresthes;1.0;Atheresthes stomias;0.75
192;British_Columbia_Coast_478;birds demer pisciv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.5;Alcidae;0.25;Brachyramphus;0.25;Brachyramphus marmoratus;0.225
193;British_Columbia_Coast_478;birds pelag pisciv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.2;Alcidae;0.25;Uria;0.25;Uria aalge;0.225
194;British_Columbia_Coast_478;birds zooplanktiv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.25;Alcidae;0.25;Ptychoramphus;0.25;Ptychoramphus aleuticus;0.25
195;British_Columbia_Coast_478;bivalves;Animalia;1.0;Mollusca;1.0;Bivalvia;1.0;Mytilida;0.25;Mytilidae;0.25;Mytilus;0.25;Mytilus trossulus;0.2
196;British_Columbia_Coast_478;carn. zooplankton;Animalia;1.0;Arthropoda;0.75;Copepoda;0.75;Calanoida;0.5;Calanidae;0.5;Calanus;0.5;Calanus finmarchicus;0.225
197;British_Columbia_Coast_478;chinook;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus tshawytscha;0.75
198;British_Columbia_Coast_478;chum;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus keta;0.75
199;British_Columbia_Coast_478;coho;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus kisutch;0.75
200;British_Columbia_Coast_478;crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Cancridae;0.75;Cancer;0.5;Cancer magister;0.25
201;British_Columbia_Coast_478;dogfish;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Squaliformes;1.0;Squalidae;1.0;Squalus;1.0;Squalus suckleyi;0.5
202;British_Columbia_Coast_478;echinoderms;Animalia;1.0;Echinodermata;1.0;Echinoidea;0.5;Camptosteoidea;0.075;Strongylocentrotidae;0.225;Strongylocentrotus;0.25;Strongylocentrotus franciscanus;0.225
203;British_Columbia_Coast_478;flatfish other;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.25;;;Pleuronectiformes spp.;0.05
204;British_Columbia_Coast_478;herb. zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;1.0;Calanoida;0.75;Calanidae;0.5;Calanus;0.5;Calanus pacificus;0.225
205;British_Columbia_Coast_478;herring ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.75
206;British_Columbia_Coast_478;herring juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.75
207;British_Columbia_Coast_478;jellies;Animalia;1.0;Cnidaria;1.0;Scyphozoa;0.75;Semaeostomeae;0.75;Ulmaridae;0.5;Aurelia;0.75;Aurelia labiata;0.225
208;British_Columbia_Coast_478;krill;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Euphausiacea;1.0;Euphausiidae;0.5;Euphausia;0.5;Euphausia pacifica;0.5
209;British_Columbia_Coast_478;large squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Oegopsida;0.7;Gonatidae;0.5;Gonatus;0.5;Gonatus onyx;0.225
210;British_Columbia_Coast_478;lingcod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.225;Hexagrammidae;0.5;Ophiodon;0.95;Ophiodon elongatus;0.75
211;British_Columbia_Coast_478;macrophytes;Chromista;0.5;Ochrophyta;0.5;Phaeophyceae;0.5;Laminariales;0.5;Laminariaceae;0.225;Nereocystis;0.25;Nereocystis luetkeana;0.25
212;British_Columbia_Coast_478;misc. pred. pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.5;Scombridae;0.5;Scomber;0.125;Oncorhynchus tshawytscha;0.075
213;British_Columbia_Coast_478;misc. small demersals;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.4;Scorpaenidae;0.4;Sebastes;0.3;;
214;British_Columbia_Coast_478;misc. small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.25;Clupea;0.25;Clupea pallasii;0.25
215;British_Columbia_Coast_478;myctophids;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Myctophiformes;1.0;Myctophidae;1.0;Stenobrachius;0.25;Stenobrachius leucopsarus;0.25
216;British_Columbia_Coast_478;mysticetae;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Multiple (Balaenopteridae, Eschrichtiidae, Balaenidae);0.15;Multiple;0.125;Multiple;0.125
217;British_Columbia_Coast_478;odontocetae;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Multiple (Delphinidae, Phocoenidae, Monodontidae, Ziphiidae);0.15;Multiple;0.125;Multiple;0.125
218;British_Columbia_Coast_478;other benthos;Animalia;1.0;Annelida;0.25;Polychaeta;0.25;Terebellida;0.25;Cirratulidae;0.25;Aphelochaeta;0.25;Aphelochaeta sp.;0.2
219;British_Columbia_Coast_478;pelagic sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Lamniformes;0.5;Lamnidae;0.25;Lamna;0.25;nasus;0.2
220;British_Columbia_Coast_478;phytoplankton;Chromista;0.5;Bacillariophyta;0.25;Coscinodiscophyceae;0.25;Thalassiosirales;0.25;Thalassiosiraceae;0.5;Thalassiosira;0.5;Thalassiosira pseudonana;0.45
221;British_Columbia_Coast_478;pink;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus gorbuscha;0.75
222;British_Columbia_Coast_478;pollock ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
223;British_Columbia_Coast_478;pollock juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
224;British_Columbia_Coast_478;rajidae / ratfish;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Rajiformes;0.75;Rajidae;0.75;Bathyraja;0.2375;Bathyraja interrupta;0.2125
225;British_Columbia_Coast_478;rock sole;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Lepidopsetta;1.0;Lepidopsetta bilineata;0.5
226;British_Columbia_Coast_478;rockfish other;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Sebastidae;0.5;Sebastes;1.0;;
227;British_Columbia_Coast_478;sablefish ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
228;British_Columbia_Coast_478;sablefish juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
229;British_Columbia_Coast_478;salmon shark;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Lamniformes;1.0;Lamnidae;1.0;Lamna;1.0;Lamna ditropis;0.75
230;British_Columbia_Coast_478;sea lions;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Multiple (Eumetopias, Zalophus, Neophoca);0.15;Multiple;0.15
231;British_Columbia_Coast_478;seals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Phocidae;1.0;Multiple (Phoca, Halichoerus, Erignathus);0.15;Multiple;0.15
232;British_Columbia_Coast_478;shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Pandalidae;0.75;Pandalus;0.75;;
233;British_Columbia_Coast_478;small squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Myopsida;0.4;Loliginidae;0.5;Doryteuthis;0.5;Doryteuthis opalescens;0.45
234;British_Columbia_Coast_478;sockeye;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus nerka;0.75
235;British_Columbia_Coast_478;yellowfin sole;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Limanda;1.0;Limanda aspera;0.5
236;Celestun_247;Con.mic.zoo.fit;Animalia;0.5;Arthropoda;0.5;Malacostraca;0.25;Calanoida;0.25;Acartiidae;0.25;Acartia;0.25;tonsa;0.25
237;Celestun_247;Con.micro.zoopl;Animalia;0.5;Arthropoda;0.25;Copepoda;0.25;Calanoida;0.25;Acartiidae;0.25;Acartia;0.25;tonsa;0.25
238;Celestun_247;Con.microcr.zoo;Animalia;0.75;Arthropoda;0.75;Copepoda;0.5;Calanoida;0.5;Acartiidae;0.5;Acartia;0.5;Acartia tonsa;0.25
239;Celestun_247;Cons.mic.fitopl;Animalia;0.25;Arthropoda;0.25;Copepoda;0.25;Calanoida;0.25;Acartiidae;0.25;Acartia;0.25;Acartia tonsa;0.25
240;Celestun_247;Cons.microrustr;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.5;Mysida;0.25;Mysidae;0.25;Americamysis;0.25;Americamysis bahia;0.225
241;Celestun_247;Detritus;;;;;;;;;;;;;;
242;Celestun_247;Fitoplanctofag.;Chromista;0.5;Bacillariophyta;0.5;Bacillariophyceae;0.25;Thalassiosirales;0.5;Skeletonemataceae;0.25;Skeletonema;0.25;Skeletonema costatum;0.225
243;Celestun_247;Fitoplancton;Eukaryota;0.25;Bacillariophyta;0.25;Coscinodiscophyceae;0.25;Thalassiosirales;0.25;Thalassiosiraceae;0.25;Skeletonema;0.25;Skeletonema costatum;0.25
244;Celestun_247;Insectos;Animalia;1.0;Arthropoda;1.0;Insecta;1.0;Diptera;0.5;Chironomidae;0.5;Chironomus;0.5;Chironomus riparius;0.4
245;Celestun_247;Macrocrustaceos;Animalia;0.75;Arthropoda;0.75;Malacostraca;0.75;Decapoda;0.75;Portunidae;0.25;Callinectes;0.25;Callinectes sapidus;0.225
246;Celestun_247;Macrofitas;Plantae;0.75;Tracheophyta;0.5;Magnoliopsida;0.25;Alismatales;0.5;Rhizophoraceae;0.25;Rhizophora;0.25;Rhizophora mangle;0.25
247;Celestun_247;Microcrustaceos;Animalia;0.75;Arthropoda;0.75;Copepoda;0.45;Calanoida;0.5;Acartiidae;0.25;Acartia;0.25;Acartia tonsa;0.2375
248;Celestun_247;Moluscus;Animalia;0.75;Mollusca;0.75;Bivalvia;0.5;Ostreida;0.4;Ostreidae;0.5;Crassostrea;0.5;Crassostrea virginica;0.5
249;Celestun_247;Omnivoros;Animalia;0.75;Chordata;0.75;Actinopterygii;0.75;Perciformes;0.5;Sparidae;0.25;Lagodon;0.25;Lagodon rhomboides;0.25
250;Celestun_247;Otros peces;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.225;Mugilidae;0.25;Mugil;0.25;Mugil cephalus;0.25
251;Celestun_247;Piscivoros;Animalia;0.875;Chordata;0.875;Actinopterygii;0.875;Centropomiformes;0.25;Centropomidae;0.5;Centropomus;0.5;Centropomus undecimalis;0.25
252;Celestun_247;Poliquetos;Animalia;1.0;Annelida;1.0;Polychaeta;1.0;Nereidida;0.2;Nereididae;0.25;Nereis;0.25;Nereis diversicolor;0.225
253;Celestun_247;Zooplanktofagos;Animalia;0.75;Chordata;0.5;Actinopterygii;0.5;Clupeiformes;0.5;Engraulidae;0.5;Anchoa;0.25;Acartia tonsa;0.25
254;Celestun_247;Zooplankton;Animalia;1.0;Arthropoda;0.5;Copepoda;0.25;Calanoida;0.25;Calanidae;0.25;Calanus;0.25;Multiple species;0.125
255;Central_Gulf_of_California_239;Carangidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Caranx;0.25;Caranx caballus;0.225
256;Central_Gulf_of_California_239;Clupaeidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.6000000000000001;Sardinops;0.2;;
257;Central_Gulf_of_California_239;Crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Brachyura;0.2;;;;
258;Central_Gulf_of_California_239;Detritus;;;;;;;;;;;;;;
259;Central_Gulf_of_California_239;Discarded fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.2;;;;;;
260;Central_Gulf_of_California_239;Haemulidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Haemulidae;1.0;Haemulon;0.25;;
261;Central_Gulf_of_California_239;Lutjanidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.44999999999999996;Lutjanidae;1.0;Lutjanus;0.25;;
262;Central_Gulf_of_California_239;Meiobenthos;Animalia;0.75;Nematoda;0.2;Nematoda;0.2;Rhabditida;0.225;Rhabditidae;0.225;Turbatrix;0.2375;Turbatrix aceti;0.2375
263;Central_Gulf_of_California_239;Myctophidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Myctophiformes;1.0;Myctophidae;1.0;;;;
264;Central_Gulf_of_California_239;Other fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;;;;;;;;
265;Central_Gulf_of_California_239;Other macrocrus;Animalia;1.0;Arthropoda;0.75;Malacostraca;0.75;Gadiformes;0.2;Macrouridae;0.25;;;;
266;Central_Gulf_of_California_239;Other molluscs;Animalia;1.0;Mollusca;1.0;Cephalopoda, Bivalvia, Gastropoda;0.2;Oegopsida, Octopoda, Venerida, Mytilida;0.2;Ommastrephidae, Octopodidae, Pinnidae, Veneridae;0.2;Dosidicus, Octopus, Pinna, Protothaca, Megapitaria;0.225;;
267;Central_Gulf_of_California_239;Paralichthydae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Paralichthyidae;0.9;Paralichthys;0.25;;
268;Central_Gulf_of_California_239;Phytoplankton;Chromista;0.225;Bacillariophyta;0.225;Bacillariophyceae;0.225;Thalassiosirales;0.225;Thalassiosiraceae;0.225;Thalassiosira;0.225;Thalassiosira pseudonana;0.2
269;Central_Gulf_of_California_239;Polychaeta;Animalia;1.0;Annelida;1.0;Polychaeta;1.0;;;;;;;;
270;Central_Gulf_of_California_239;Red crab;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Munididae;0.0;Pleuroncodes;1.0;planipes;0.5
271;Central_Gulf_of_California_239;Sciaenidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Sciaenidae;1.0;Cynoscion;0.25;Multiple species;0.125
272;Central_Gulf_of_California_239;Scombridae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.75;Scombridae;1.0;Thunnus;0.25;Thunnus albacares;0.2
273;Central_Gulf_of_California_239;Scorp/Triglidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;1.0;Scorpaenidae, Triglidae;0.025;Scorpaena;0.0;;
274;Central_Gulf_of_California_239;Sea birds;Animalia;1.0;Chordata;1.0;Aves;1.0;Suliformes;0.225;Phalacrocoracidae;0.225;Phalacrocorax;0.225;Phalacrocorax penicillatus;0.175
275;Central_Gulf_of_California_239;Sea mammals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea, Carnivora;0.2;Delphinidae, Phocidae, Balaenopteridae;0.2;Tursiops, Zalophus, Balaenoptera;0.2;Multiple species;0.15
276;Central_Gulf_of_California_239;Serranidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Serranidae;1.0;Epinephelus;0.225;Epinephelus labriformis;0.2
277;Central_Gulf_of_California_239;Sharks / Rays;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Carcharhiniformes;0.2;Triakidae;0.2;Mustelus;0.2;Mustelus henlei;0.125
278;Central_Gulf_of_California_239;Shrimp;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Penaeidae;0.75;;;;
279;Central_Gulf_of_California_239;Squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.4;Ommastrephidae;0.25;Dosidicus;0.25;Dosidicus gigas;0.25
280;Central_Gulf_of_California_239;Stomatopods;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.75;Stomatopoda;0.75;;;Squilla;0.2;Squilla empusa;0.175
281;Central_Gulf_of_California_239;Zooplankton;Animalia;0.75;Arthropoda;0.25;Copepoda;0.25;Calanoida;0.25;Calanidae;0.25;Calanus;0.25;Various;0.075
282;Denmark_Faroe_Islands_46;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Balaenopteridae;0.25;Balaenoptera;0.25;;
283;Denmark_Faroe_Islands_46;Benthos;Animalia;1.0;Mixed (Arthropoda, Echinodermata, Mollusca, etc.);0.075;;;;;;;;;;
284;Denmark_Faroe_Islands_46;Blue Whiting;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Micromesistius;1.0;Micromesistius poutassou;0.75
285;Denmark_Faroe_Islands_46;Cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus morhua;0.75
286;Denmark_Faroe_Islands_46;Detritus;;;;;;;;;;;;;;
287;Denmark_Faroe_Islands_46;Greenland Halibut;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Reinhardtius;1.0;Reinhardtius hippoglossoides;0.75
