;file_name;node;kingdom_best_claude;kingdom_best_claude_score;phylum_best_claude;phylum_best_claude_score;class_best_claude;class_best_claude_score;order_best_claude;order_best_claude_score;family_best_claude;family_best_claude_score;genus_best_claude;genus_best_claude_score;species_best_claude;species_best_claude_score
151;Bay_of_Biscay_335;Anchovy;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Engraulidae;1.0;Engraulis;1.0;Engraulis encrasicolus;0.75
152;Bay_of_Biscay_335;Bacteria;Bacteria;1.0;Proteobacteria;0.75;Alphaproteobacteria;0.5;Pelagibacterales;0.5;Pelagibacteraceae;0.5;Pelagibacter;0.5;Pelagibacter ubique;0.2125
153;Bay_of_Biscay_335;Benthic cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;;;;;;;;
154;Bay_of_Biscay_335;Benthic meiofauna;;;;;;;;;;;;;;
155;Bay_of_Biscay_335;Benthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.45;Gadidae;0.2375;Merluccius;0.2;Merluccius merluccius;0.2
156;Bay_of_Biscay_335;Bottlenose dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Delphinidae;1.0;Tursiops;1.0;Tursiops truncatus;1.0
157;Bay_of_Biscay_335;Carnivorous benthic invertebrates;Animalia;1.0;Arthropoda;0.2375;Malacostraca;0.225;Decapoda;0.225;Nephropidae;0.2125;Nephrops;0.2125;Nephrops norvegicus;0.2
158;Bay_of_Biscay_335;Common dolphins;;;;;;;;;;;;;;
159;Bay_of_Biscay_335;Detritus;;;;;;;;;;;;;;
160;Bay_of_Biscay_335;Discards;Animalia;0.75;Chordata;0.75;Actinopterygii;0.5;Gadiformes;0.25;Merlucciidae;0.25;Merluccius;0.25;Merluccius merluccius;0.25
161;Bay_of_Biscay_335;Harbour porpoises;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.75;Phocoenidae;1.0;Phocoena;1.0;Phocoena phocoena;0.75
162;Bay_of_Biscay_335;Horse mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;1.0;Carangidae;1.0;Trachurus;1.0;Trachurus trachurus;0.7124999999999999
163;Bay_of_Biscay_335;Large phytoplankton;Chromista;0.5249999999999999;Bacillariophyta;0.475;Coscinodiscophyceae;0.675;Thalassiosirales;0.2;Thalassiosiraceae;0.2;Thalassiosira;0.2125;Thalassiosira nordenskioeldii;0.2125
164;Bay_of_Biscay_335;Long-finned pilot whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.75;Delphinidae;1.0;Globicephala;1.0;Globicephala melas;0.75
165;Bay_of_Biscay_335;Mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;1.0;Scombridae;1.0;Scomber;1.0;Scomber scombrus;0.75
166;Bay_of_Biscay_335;Macrozooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.5249999999999999;Calanoida;0.35;Calanidae;0.35;Calanus;0.4;Meganyctiphanes norvegica;0.2375
167;Bay_of_Biscay_335;Mesozooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.75;Calanoida;0.675;Calanidae;0.675;Calanus;0.675;Calanus helgolandicus;0.425
168;Bay_of_Biscay_335;Microzooplankton;Animalia;0.225;Ciliophora;0.65;Spirotrichea;0.4125;Tintinnida;0.225;Tintinnidae;0.225;Noctiluca;0.2;Noctiluca scintillans;0.2125
169;Bay_of_Biscay_335;Necrophagous benthic invertebrates;;;;;;;;;;;;;;
170;Bay_of_Biscay_335;Pelagic cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.45;;;Illex;0.2125;Illex coindetii;0.2
171;Bay_of_Biscay_335;Piscivorous and benthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.4375;Gadidae;0.4375;"Melanogrammus; Pollachius; Phycis; Molva";0.2125;"aeglefinus; virens; blennoides; molva; phycis";0.2
172;Bay_of_Biscay_335;Piscivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.45;Merlucciidae;0.425;Merluccius;0.45;Merluccius merluccius;0.2375
173;Bay_of_Biscay_335;Pursuit divers seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Suliformes;0.225;Sulidae;0.2375;Morus;0.225;Morus bassanus;0.2125
174;Bay_of_Biscay_335;Sardine;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Sardina;1.0;Sardina pilchardus;0.75
175;Bay_of_Biscay_335;Small phytoplankton;Viridiplantae/Plantae;0.225;Chlorophyta;0.2125;Mamiellophyceae;0.2;Mamiellales;0.2125;Mamiellaceae;0.2125;Micromonas;0.225;Micromonas pusilla;0.225
176;Bay_of_Biscay_335;Sprat;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Sprattus;1.0;Sprattus sprattus;0.75
177;Bay_of_Biscay_335;Striped dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Delphinidae;1.0;Stenella;1.0;Stenella coeruleoalba;1.0
178;Bay_of_Biscay_335;Sub-surface deposit feeders invertebrates;Animalia;1.0;Annelida;0.5;Polychaeta;0.5;Arenicolida;0.25;Arenicolidae;0.5;Arenicola;0.5;Arenicola marina;0.5
179;Bay_of_Biscay_335;Suprabenthic invertebrates;Animalia;1.0;Arthropoda;0.75;Malacostraca;0.75;Mysida;0.25;Mysidae;0.25;Neomysis;0.25;Neomysis integer;0.25
180;Bay_of_Biscay_335;Suprabenthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Gadidae;0.5;Trisopterus;0.5;Trisopterus minutus;0.225
181;Bay_of_Biscay_335;Surface feeders seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.75;Laridae;0.75;Larus;0.75;Larus michahellis;0.225
182;Bay_of_Biscay_335;Surface suspension and deposit feeders inv;Animalia;1.0;Mollusca;0.75;Bivalvia;0.75;Mytilida;0.5;Mytilidae;0.5;Mytilus;0.5;Mytilus edulis;0.25
183;British_Columbia_Coast_478;Detritus;;;;;;;;;;;;;;
184;British_Columbia_Coast_478;P. cod ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.6625;Gadus macrocephalus;0.46
185;British_Columbia_Coast_478;P. cod juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;0.9875;Gadus;0.725;Gadus macrocephalus;0.425
186;British_Columbia_Coast_478;P. halibut ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Hippoglossus;1.0;Hippoglossus stenolepis;0.75
187;British_Columbia_Coast_478;P. halibut juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Hippoglossus;1.0;Hippoglossus stenolepis;0.75
188;British_Columbia_Coast_478;Pac. Ocean perch;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Sebastidae;0.5;Sebastes;1.0;Sebastes alutus;0.725
189;British_Columbia_Coast_478;Pac. hake;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Merlucciidae;1.0;Merluccius;1.0;Merluccius productus;0.75
190;British_Columbia_Coast_478;arrowtooth ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Atheresthes;1.0;Atheresthes stomias;0.75
191;British_Columbia_Coast_478;arrowtooth juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Atheresthes;1.0;Atheresthes stomias;0.75
192;British_Columbia_Coast_478;birds demer pisciv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.42500000000000004;Alcidae;0.2375;Brachyramphus;0.225;Brachyramphus marmoratus;0.2125
193;British_Columbia_Coast_478;birds pelag pisciv;Animalia;1.0;Chordata;1.0;Aves;1.0;Suliformes;0.2;Alcidae;0.225;Uria;0.225;Uria aalge;0.225
194;British_Columbia_Coast_478;birds zooplanktiv;Animalia;1.0;Chordata;1.0;Aves;1.0;Procellariiformes;0.1875;Alcidae;0.2;Ptychoramphus;0.2125;Ptychoramphus aleuticus;0.2125
195;British_Columbia_Coast_478;bivalves;;;;;;;;;;;;;;
196;British_Columbia_Coast_478;carn. zooplankton;Animalia;1.0;Arthropoda;0.7124999999999999;Copepoda;0.75;Calanoida;0.475;Calanidae;0.475;Calanus;0.45;Calanus finmarchicus;0.2125
197;British_Columbia_Coast_478;chinook;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus tshawytscha;0.75
198;British_Columbia_Coast_478;chum;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus keta;0.75
199;British_Columbia_Coast_478;coho;;;;;;;;;;;;;;
200;British_Columbia_Coast_478;crabs;;;;;;;;;;;;;;
201;British_Columbia_Coast_478;dogfish;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Squaliformes;1.0;Squalidae;1.0;Squalus;1.0;Squalus suckleyi;0.425
202;British_Columbia_Coast_478;echinoderms;Animalia;1.0;Echinodermata;1.0;Echinoidea;0.22499999999999998;Camptosteoidea;0.025;Strongylocentrotidae;0.175;Strongylocentrotus;0.2;Strongylocentrotus franciscanus;0.2125
203;British_Columbia_Coast_478;flatfish other;;;;;;;;;;;;;;
204;British_Columbia_Coast_478;herb. zooplankton;;;;;;;;;;;;;;
205;British_Columbia_Coast_478;herring ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.75
206;British_Columbia_Coast_478;herring juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea pallasii;0.75
207;British_Columbia_Coast_478;jellies;Animalia;1.0;Cnidaria;1.0;Scyphozoa;0.75;Semaeostomeae;0.75;Ulmaridae;0.5;Aurelia;0.75;Aurelia labiata;0.225
208;British_Columbia_Coast_478;krill;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Euphausiacea;1.0;Euphausiidae;0.5;Euphausia;0.5;Euphausia pacifica;0.425
209;British_Columbia_Coast_478;large squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Oegopsida;0.75;Gonatidae;0.5;Gonatus;0.5;Gonatus onyx;0.2125
210;British_Columbia_Coast_478;lingcod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.25;Hexagrammidae;0.5;Ophiodon;1.0;Ophiodon elongatus;0.7
211;British_Columbia_Coast_478;macrophytes;Chromista;0.35;Ochrophyta;0.45;Phaeophyceae;0.45;Laminariales;0.45;Laminariaceae, Fucaceae, Ulvaceae;0.2375;Nereocystis, Saccharina, Costaria, Fucus, Ulva;0.2375;Nereocystis luetkeana;0.2
212;British_Columbia_Coast_478;misc. pred. pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.375;Scombridae;0.45;Scomber;0.15;Oncorhynchus tshawytscha;0.025
213;British_Columbia_Coast_478;misc. small demersals;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.35;Scorpaenidae;0.3;Sebastes;0.25;;
214;British_Columbia_Coast_478;misc. small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Engraulidae;0.4;Clupea;0.15;Clupea pallasii;0.15
215;British_Columbia_Coast_478;myctophids;;;;;;;;;;;;;;
216;British_Columbia_Coast_478;mysticetae;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Multiple (Balaenopteridae, Eschrichtiidae, Balaenidae);0.2;Multiple;0.175;Multiple;0.15
217;British_Columbia_Coast_478;odontocetae;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Multiple (Delphinidae, Phocoenidae, Monodontidae, Ziphiidae);0.2;Multiple;0.15;Multiple;0.125
218;British_Columbia_Coast_478;other benthos;Animalia;1.0;Annelida;0.2;Polychaeta;0.175;Terebellida;0.1875;Cirratulidae;0.2125;Aphelochaeta;0.2;Aphelochaeta sp.;0.175
219;British_Columbia_Coast_478;pelagic sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Lamniformes;0.35;Lamnidae;0.2;Lamna;0.1875;nasus;0.2
220;British_Columbia_Coast_478;phytoplankton;Chromista;0.3375;Bacillariophyta;0.225;Coscinodiscophyceae;0.2125;Thalassiosirales;0.225;Thalassiosiraceae;0.475;Thalassiosira;0.475;Thalassiosira pseudonana;0.45
221;British_Columbia_Coast_478;pink;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus gorbuscha;0.75
222;British_Columbia_Coast_478;pollock ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
223;British_Columbia_Coast_478;pollock juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
224;British_Columbia_Coast_478;rajidae / ratfish;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Rajiformes;0.75;Rajidae;0.75;Raja;0.175;binoculata;0.2
225;British_Columbia_Coast_478;rock sole;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Lepidopsetta;1.0;Lepidopsetta bilineata;0.5
226;British_Columbia_Coast_478;rockfish other;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Scorpaenidae;0.5;Sebastes;1.0;;
227;British_Columbia_Coast_478;sablefish ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
228;British_Columbia_Coast_478;sablefish juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.75;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
229;British_Columbia_Coast_478;salmon shark;;;;;;;;;;;;;;
230;British_Columbia_Coast_478;sea lions;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Multiple (Eumetopias, Zalophus, Neophoca);0.175;Multiple;0.15
231;British_Columbia_Coast_478;seals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Phocidae;1.0;Multiple (Phoca, Halichoerus, Erignathus);0.2;Multiple;0.15
232;British_Columbia_Coast_478;shrimps;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Pandalidae;0.675;Pandalus;0.675;;
233;British_Columbia_Coast_478;small squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Myopsida;0.45;Loliginidae;0.475;Doryteuthis;0.475;Doryteuthis opalescens;0.475
234;British_Columbia_Coast_478;sockeye;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;1.0;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus nerka;0.75
235;British_Columbia_Coast_478;yellowfin sole;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Limanda;1.0;Limanda aspera;0.5
236;Celestun_247;Con.mic.zoo.fit;Animalia;0.5;Arthropoda;0.5;Malacostraca;0.25;Mysida;0.25;Mysidae;0.25;Acartia;0.25;Neomysis americana;0.2125
237;Celestun_247;Con.micro.zoopl;Animalia;0.5;Arthropoda;0.2375;Copepoda;0.2375;Calanoida;0.225;Acartiidae;0.225;Acartia;0.225;Sagitta enflata;0.2
238;Celestun_247;Con.microcr.zoo;Animalia;1.0;Arthropoda;1.0;Copepoda;0.5;Calanoida;0.5;Acartiidae;0.5;Acartia;0.5;Acartia tonsa;0.25
239;Celestun_247;Cons.mic.fitopl;Animalia;0.2375;Arthropoda;0.23;Copepoda;0.22;Calanoida;0.2125;Acartiidae;0.225;Acartia;0.2325;Acartia tonsa;0.2225
240;Celestun_247;Cons.microrustr;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.5;Mysida;0.25;Mysidae;0.25;Americamysis;0.25;Americamysis bahia;0.25
241;Celestun_247;Detritus;;;;;;;;;;;;;;
242;Celestun_247;Fitoplanctofag.;Chromista;0.45;Bacillariophyta;0.425;Bacillariophyceae;0.225;Thalassiosirales;0.425;Thalassiosiraceae;0.2125;Skeletonema;0.2125;Skeletonema costatum;0.2
243;Celestun_247;Fitoplancton;Eukaryota;0.225;Bacillariophyta;0.225;Coscinodiscophyceae;0.2125;Thalassiosirales;0.225;Thalassiosiraceae;0.2125;Skeletonema;0.2125;Skeletonema costatum;0.2
244;Celestun_247;Insectos;Animalia;1.0;Arthropoda;1.0;Insecta;1.0;Diptera;0.45;Chironomidae;0.475;Chironomus;0.425;Chironomus riparius;0.375
245;Celestun_247;Macrocrustaceos;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;0.75;Penaeidae, Portunidae, Palaemonidae;0.225;Penaeus, Callinectes, Palaemonetes;0.2;Penaeus vannamei;0.175
246;Celestun_247;Macrofitas;Plantae;1.0;Tracheophyta;0.5;Magnoliopsida;0.2125;Alismatales;0.5;Cymodoceaceae, Hydrocharitaceae;0.2375;Thalassia, Halodule, Syringodium;0.225;testudinum, wrightii, filiforme;0.2125
247;Celestun_247;Microcrustaceos;Animalia;1.0;Arthropoda;1.0;Copepoda;0.455;Calanoida;0.445;Acartiidae;0.2125;Acartia;0.2125;Acartia tonsa;0.2
248;Celestun_247;Moluscus;Animalia;1.0;Mollusca;1.0;Bivalvia;0.5;Ostreida;0.45;Ostreidae;0.5;Crassostrea;0.5;Crassostrea virginica;0.425
249;Celestun_247;Omnivoros;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.3875;Mugilidae;0.25;Mugil;0.25;cephalus;0.225
250;Celestun_247;Otros peces;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Mugiliformes;0.225;Mugilidae;0.2375;Mugil;0.2375;Mugil cephalus;0.225
251;Celestun_247;Piscivoros;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.2125;Centropomidae;0.5;Centropomus;0.5;Centropomus undecimalis;0.25
252;Celestun_247;Poliquetos;;;;;;;;;;;;;;
253;Celestun_247;Zooplanktofagos;;;;;;;;;;;;;;
254;Celestun_247;Zooplankton;;;;;;;;;;;;;;
255;Central_Gulf_of_California_239;Carangidae;;;;;;;;;;;;;;
256;Central_Gulf_of_California_239;Clupaeidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.7124999999999999;Sardinops;0.1875;;
257;Central_Gulf_of_California_239;Crabs;;;;;;;;;;;;;;
258;Central_Gulf_of_California_239;Detritus;;;;;;;;;;;;;;
259;Central_Gulf_of_California_239;Discarded fish;;;;;;;;;;;;;;
260;Central_Gulf_of_California_239;Haemulidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Haemulidae;1.0;Haemulon;0.2;;
261;Central_Gulf_of_California_239;Lutjanidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Lutjanidae;1.0;Lutjanus;0.2;;
262;Central_Gulf_of_California_239;Meiobenthos;;;;;;;;;;;;;;
263;Central_Gulf_of_California_239;Myctophidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Myctophiformes;1.0;Myctophidae;1.0;;;;
264;Central_Gulf_of_California_239;Other fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;;;;;;;;
265;Central_Gulf_of_California_239;Other macrocrus;;;;;;;;;;;;;;
266;Central_Gulf_of_California_239;Other molluscs;Animalia;1.0;Mollusca;1.0;Cephalopoda, Bivalvia, Gastropoda;0.2125;Oegopsida, Octopoda, Venerida, Mytilida;0.1875;Ommastrephidae, Octopodidae, Pinnidae, Veneridae;0.2;Dosidicus, Octopus, Pinna, Protothaca, Megapitaria;0.1875;;
267;Central_Gulf_of_California_239;Paralichthydae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Paralichthyidae;1.0;Paralichthys;0.2;;
268;Central_Gulf_of_California_239;Phytoplankton;Chromista;0.2125;Bacillariophyta;0.225;Bacillariophyceae;0.225;Thalassiosirales;0.2125;Thalassiosiraceae;0.2125;Thalassiosira;0.225;Thalassiosira pseudonana;0.22
269;Central_Gulf_of_California_239;Polychaeta;;;;;;;;;;;;;;
270;Central_Gulf_of_California_239;Red crab;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Munididae;0.75;Pleuroncodes;0.975;planipes;0.5
271;Central_Gulf_of_California_239;Sciaenidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.75;Sciaenidae;1.0;Cynoscion;0.2;Multiple species;0.075
272;Central_Gulf_of_California_239;Scombridae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.75;Scombridae;1.0;Thunnus;0.2;Thunnus albacares;0.175
273;Central_Gulf_of_California_239;Scorp/Triglidae;;;;;;;;;;;;;;
274;Central_Gulf_of_California_239;Sea birds;Animalia;1.0;Chordata;1.0;Aves;1.0;Suliformes;0.225;Phalacrocoracidae;0.2375;Phalacrocorax;0.225;Phalacrocorax penicillatus;0.2125
275;Central_Gulf_of_California_239;Sea mammals;;;;;;;;;;;;;;
276;Central_Gulf_of_California_239;Serranidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;1.0;Serranidae;1.0;Epinephelus;0.2125;Epinephelus labriformis;0.195
277;Central_Gulf_of_California_239;Sharks / Rays;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Carcharhiniformes;0.225;Sphyrnidae, Dasyatidae, Squatinidae;0.225;Mustelus;0.225;Mustelus henlei;0.2375
278;Central_Gulf_of_California_239;Shrimp;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Penaeidae;0.6375;;;;
279;Central_Gulf_of_California_239;Squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.45;Ommastrephidae;0.2375;Dosidicus;0.2375;Dosidicus gigas;0.2375
280;Central_Gulf_of_California_239;Stomatopods;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.75;Stomatopoda;0.75;;;Squilla;0.175;Squilla empusa;0.15
281;Central_Gulf_of_California_239;Zooplankton;;;;;;;;;;;;;;
282;Denmark_Faroe_Islands_46;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;Balaenopteridae;0.225;Balaenoptera;0.175;;
283;Denmark_Faroe_Islands_46;Benthos;Animalia;1.0;Mixed (Arthropoda, Echinodermata, Mollusca, etc.);0.175;;;;;;;;;;
284;Denmark_Faroe_Islands_46;Blue Whiting;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Micromesistius;1.0;Micromesistius poutassou;0.75
285;Denmark_Faroe_Islands_46;Cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus morhua;0.75
286;Denmark_Faroe_Islands_46;Detritus;;;;;;;;;;;;;;
287;Denmark_Faroe_Islands_46;Greenland Halibut;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Reinhardtius;1.0;Reinhardtius hippoglossoides;0.75
288;Denmark_Faroe_Islands_46;Haddock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Melanogrammus;1.0;Melanogrammus aeglefinus;0.75
289;Denmark_Faroe_Islands_46;Herring;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;1.0;Clupea harengus;0.75
290;Denmark_Faroe_Islands_46;Lrg. Zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.2375;Calanoida;0.4625;Calanidae;0.4625;Calanus;0.44999999999999996;Calanus finmarchicus;0.4625
291;Denmark_Faroe_Islands_46;Mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;1.0;Scombridae;1.0;Scomber;1.0;Scomber scombrus;0.75
292;Denmark_Faroe_Islands_46;Nekton;Animalia;1.0;Chordata;1.0;Actinopterygii;0.75;Gadiformes;0.5;Gadidae;0.5;Gadus;0.5;Gadus morhua;0.5
293;Denmark_Faroe_Islands_46;Other deep water;;;;;;;;;;;;;;
294;Denmark_Faroe_Islands_46;Other demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;0.75;Gadiformes;0.35;Gadidae;0.3;Gadus;0.25;Gadus morhua;0.2
295;Denmark_Faroe_Islands_46;Other pelagics;Animalia;1.0;Chordata;0.675;Actinopterygii;0.6375;;;;;;;;
296;Denmark_Faroe_Islands_46;Phytoplankton;Eukaryota;0.475;Bacillariophyta;0.3625;Prymnesiophyceae;0.2125;Phaeocystales;0.2;Phaeocystaceae;0.2125;Phaeocystis;0.225;Phaeocystis pouchetii;0.22
297;Denmark_Faroe_Islands_46;Redfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;1.0;Sebastidae;0.5;Sebastes;1.0;Sebastes mentella;0.2375
298;Denmark_Faroe_Islands_46;Saithe;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Pollachius;1.0;Pollachius virens;0.75
299;Denmark_Faroe_Islands_46;Seabirds;;;;;;;;;;;;;;
300;Denmark_Faroe_Islands_46;Sm. Zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.75;Cyclopoida;0.35;Oithonidae;0.45;Oithona;0.45;Oithona similis;0.4
301;Denmark_Faroe_Islands_46;Toothed mammals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;1.0;;;;;;
302;Eastern_Bering_Sea_183;Adult pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus chalcogrammus;0.75
303;Eastern_Bering_Sea_183;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.5;Balaenopteridae;0.2375;Balaenoptera;0.2375;musculus;0.2375
304;Eastern_Bering_Sea_183;Beaked whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.75;Ziphiidae;1.0;Berardius;0.175;Berardius bairdii;0.15
305;Eastern_Bering_Sea_183;Benth. Par. feeders;Animalia;1.0;Annelida;0.2125;Polychaeta;0.2;Canalipalpata;0.1875;Cirratulidae;0.2;Aphelochaeta;0.175;Aphelochaeta sp.;0.15
306;Eastern_Bering_Sea_183;Cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.2375;Ommastrephidae;0.225;Todarodes;0.2125;Todarodes pacificus;0.2
