;file_name;node;kingdom_best_chatgpt;kingdom_best_chatgpt_score;phylum_best_chatgpt;phylum_best_chatgpt_score;class_best_chatgpt;class_best_chatgpt_score;order_best_chatgpt;order_best_chatgpt_score;family_best_chatgpt;family_best_chatgpt_score;genus_best_chatgpt;genus_best_chatgpt_score;species_best_chatgpt;species_best_chatgpt_score
139;Bamboung_180;Petits benthoph;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gobiiformes;0.475;Gobiidae;0.625;;;;
140;Bamboung_180;Phytoplancton;Chromista;0.45;Bacillariophyta;0.25;Mediophyceae;0.225;Thalassiosirales;0.5;Skeletonemataceae;0.25;Skeletonema;0.25;Thalassiosira weissflogii;0.25
141;Bamboung_180;Pomadasys;Animalia;1.0;Chordata;1.0;Actinopterygii;0.99;Perciformes;0.8;Haemulidae;0.98;Pomadasys;0.98;;
142;Bamboung_180;Pompaneau +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.95;Carangidae;1.0;Trachinotus;1.0;Trachinotus ovatus;0.245
143;Bamboung_180;Raies;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Myliobatiformes;0.7;Dasyatidae;0.5;Dasyatis;0.475;Dasyatis pastinaca;0.45
144;Bamboung_180;Requins;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.7124999999999999;Carcharhiniformes;1.0;Carcharhinidae;1.0;Carcharhinus;1.0;Carcharhinus leucas;0.25
145;Bamboung_180;Sardinelle +;Animalia;1.0;Chordata;1.0;Actinopterygii;0.99;Clupeiformes;0.99;Clupeidae;0.99;Sardinella;0.9749999999999999;Sardinella aurita;0.24
146;Bamboung_180;Sole-langue +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;0.98;Soleidae;0.495;Solea;0.495;Solea senegalensis;0.245
147;Bamboung_180;Tilapias;Animalia;0.9875;Chordata;0.9875;Actinopterygii;0.9774999999999999;Cichliformes;0.9675;Cichlidae;0.9624999999999999;Tilapia;0.3375;Oreochromis niloticus;0.23
148;Bamboung_180;Tétrodon +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Tetraodontiformes;1.0;Tetraodontidae;0.98;;;spp.;0.05
149;Bamboung_180;Vivaneaux +;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Lutjaniformes;0.49;Lutjanidae;0.75;Lutjanus;0.75;Lutjanus goreensis;0.25
150;Bamboung_180;Zooplancton;Animalia;1.0;Arthropoda;0.5;Copepoda;0.4875;Calanoida;0.4875;Acartiidae;0.2375;Acartia;0.2375;Acartia tonsa;0.2375
151;Bay_of_Biscay_335;Anchovy;Animalia;0.985;Chordata;0.985;Actinopterygii;0.9749999999999999;Clupeiformes;0.985;Engraulidae;0.9824999999999999;Engraulis;0.9724999999999999;Engraulis encrasicolus;0.73
152;Bay_of_Biscay_335;Bacteria;Bacteria;1.0;Proteobacteria;0.735;Alphaproteobacteria;0.495;Pelagibacterales;0.45;Pelagibacteraceae;0.475;Pelagibacter;0.475;Candidatus Pelagibacter ubique;0.2475
153;Bay_of_Biscay_335;Benthic cephalopods;Animalia;0.99;Mollusca;0.98;Cephalopoda;0.98;;;;;;;;
154;Bay_of_Biscay_335;Benthic meiofauna;Animalia;1.0;Nematoda;0.75;Chromadorea;0.225;Monhysterida;0.15;;;;;;
155;Bay_of_Biscay_335;Benthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Soleidae;0.25;Solea;0.25;Solea solea;0.25
156;Bay_of_Biscay_335;Bottlenose dolphins;Animalia;1.0;Chordata;1.0;Mammalia;0.9975;Cetacea;0.95;Delphinidae;0.9975;Tursiops;0.9950000000000001;Tursiops truncatus;1.0
157;Bay_of_Biscay_335;Carnivorous benthic invertebrates;Animalia;1.0;Arthropoda;0.25;Malacostraca;0.25;Decapoda;0.25;Nephtyidae;0.2475;Nephrops;0.25;Nephrops norvegicus;0.25
158;Bay_of_Biscay_335;Common dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.95;Delphinidae;1.0;Delphinus;0.97;Delphinus delphis;0.96
159;Bay_of_Biscay_335;Detritus;Metazoa;0.025;;;;;;;;;;;;
160;Bay_of_Biscay_335;Discards;Animalia;0.75;Chordata;0.75;Actinopterygii;0.5;Gadiformes;0.25;Merlucciidae;0.25;Merluccius;0.25;Merluccius merluccius;0.25
161;Bay_of_Biscay_335;Harbour porpoises;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.7124999999999999;Phocoenidae;1.0;Phocoena;1.0;Phocoena phocoena;0.75
162;Bay_of_Biscay_335;Horse mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.95;Carangidae;1.0;Trachurus;1.0;Trachurus trachurus;0.75
163;Bay_of_Biscay_335;Large phytoplankton;Chromista;0.675;Ochrophyta;0.5;Coscinodiscophyceae;0.6749999999999999;Thalassiosirales;0.25;Thalassiosiraceae;0.25;Thalassiosira;0.25;Thalassiosira nordenskioeldii;0.2375
164;Bay_of_Biscay_335;Long-finned pilot whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.7124999999999999;Delphinidae;0.98;Globicephala;0.99;Globicephala melas;0.75
165;Bay_of_Biscay_335;Mackerel;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.95;Scombridae;1.0;Scomber;1.0;Scomber scombrus;0.7124999999999999
166;Bay_of_Biscay_335;Macrozooplankton;Animalia;0.9875;Arthropoda;0.9875;Copepoda;0.71;Calanoida;0.48;Calanidae;0.48;Calanus;0.4825;Calanus helgolandicus;0.2475
167;Bay_of_Biscay_335;Mesozooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.7375;Calanoida;0.75;Calanidae;0.75;Calanus;0.75;Calanus helgolandicus;0.495
168;Bay_of_Biscay_335;Microzooplankton;Eukaryota/Protista;0.15;Ciliophora;0.75;Spirotrichea;0.42500000000000004;Noctilucales;0.2375;Tintinnidae;0.2375;Noctiluca;0.25;Noctiluca scintillans;0.25
169;Bay_of_Biscay_335;Necrophagous benthic invertebrates;Animalia;1.0;Arthropoda;0.25;Malacostraca;0.2375;Amphipoda;0.2375;Nereididae;0.25;Hediste;0.25;Hediste diversicolor;0.25
170;Bay_of_Biscay_335;Pelagic cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.45;;;Illex;0.2375;Illex coindetii;0.2375
171;Bay_of_Biscay_335;Piscivorous and benthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Gadidae;0.425;Solea;0.25;Solea solea;0.25
172;Bay_of_Biscay_335;Piscivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Merlucciidae;0.5;Merluccius;0.5;Merluccius merluccius;0.25
173;Bay_of_Biscay_335;Pursuit divers seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.5;Sulidae;0.25;Morus;0.25;Morus bassanus;0.25
174;Bay_of_Biscay_335;Sardine;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.9975;Sardina;0.975;Sardina pilchardus;0.75
175;Bay_of_Biscay_335;Small phytoplankton;Bacteria;0.375;Cyanobacteria;0.4625;Cyanophyceae;0.32499999999999996;Mamiellales;0.25;Mamiellaceae;0.2375;Micromonas;0.25;globosa;0.2375
176;Bay_of_Biscay_335;Sprat;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Sprattus;1.0;Sprattus sprattus;0.75
177;Bay_of_Biscay_335;Striped dolphins;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.925;Delphinidae;0.9849999999999999;Stenella;0.9650000000000001;Stenella coeruleoalba;0.9824999999999999
178;Bay_of_Biscay_335;Sub-surface deposit feeders invertebrates;Animalia;1.0;Annelida;0.5;Polychaeta;0.475;Arenicolida;0.2375;Arenicolidae;0.5;Arenicola;0.5;Arenicola marina;0.5
179;Bay_of_Biscay_335;Suprabenthic invertebrates;Animalia;1.0;Arthropoda;0.75;Malacostraca;0.75;Mysida;0.25;Mysidae;0.25;Neomysis;0.25;Neomysis integer;0.25
180;Bay_of_Biscay_335;Suprabenthivorous demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Gadidae;0.5;Trisopterus;0.5;Trisopterus minutus;0.25
181;Bay_of_Biscay_335;Surface feeders seabirds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.735;Laridae;0.7275;Larus;0.6975;Larus michahellis;0.23
182;Bay_of_Biscay_335;Surface suspension and deposit feeders inv;Animalia;1.0;Mollusca;0.75;Bivalvia;0.75;Mytilida;0.475;Mytilidae;0.5;Mytilus;0.5;Mytilus edulis;0.25
183;British_Columbia_Coast_478;Detritus;;;;;;;;;;;;;;
184;British_Columbia_Coast_478;P. cod ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.75;Gadus macrocephalus;0.5
185;British_Columbia_Coast_478;P. cod juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;0.9875;Gadus;0.725;Gadus macrocephalus;0.475
186;British_Columbia_Coast_478;P. halibut ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.9650000000000001;Hippoglossus;1.0;Hippoglossus stenolepis;0.735
187;British_Columbia_Coast_478;P. halibut juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.9975;Hippoglossus;0.9850000000000001;Hippoglossus stenolepis;0.73
188;British_Columbia_Coast_478;Pac. Ocean perch;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.7124999999999999;Sebastidae;0.475;Sebastes;1.0;Sebastes alutus;0.75
189;British_Columbia_Coast_478;Pac. hake;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Merlucciidae;1.0;Merluccius;1.0;Merluccius productus;0.75
190;British_Columbia_Coast_478;arrowtooth ad.;Animalia;0.9724999999999999;Chordata;0.9724999999999999;Actinopterygii;0.9724999999999999;Pleuronectiformes;0.9724999999999999;Pleuronectidae;0.9624999999999999;Atheresthes;0.9724999999999999;Atheresthes stomias;0.75
191;British_Columbia_Coast_478;arrowtooth juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Atheresthes;1.0;Atheresthes stomias;0.75
192;British_Columbia_Coast_478;birds demer pisciv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.35;Alcidae;0.25;Brachyramphus;0.25;Brachyramphus marmoratus;0.25
193;British_Columbia_Coast_478;birds pelag pisciv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.25;Alcidae;0.25;Uria;0.25;Uria aalge;0.25
194;British_Columbia_Coast_478;birds zooplanktiv;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.25;Alcidae;0.25;Ptychoramphus;0.25;Ptychoramphus aleuticus;0.25
195;British_Columbia_Coast_478;bivalves;Animalia;1.0;Mollusca;1.0;Bivalvia;1.0;Mytilida;0.25;Mytilidae;0.25;Mytilus;0.25;Mytilus trossulus;0.25
196;British_Columbia_Coast_478;carn. zooplankton;Animalia;1.0;Arthropoda;0.75;Copepoda;0.75;Calanoida;0.5;Calanidae;0.5;Calanus;0.5;Sagitta elegans;0.225
197;British_Columbia_Coast_478;chinook;Animalia;0.9875;Chordata;0.9875;Actinopterygii;0.9774999999999999;Salmoniformes;0.9649999999999999;Salmonidae;0.9850000000000001;Oncorhynchus;0.9824999999999999;Oncorhynchus tshawytscha;0.74625
198;British_Columbia_Coast_478;chum;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;0.95;Salmonidae;1.0;Oncorhynchus;1.0;Oncorhynchus keta;0.75
199;British_Columbia_Coast_478;coho;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Salmoniformes;0.9775;Salmonidae;0.9874999999999999;Oncorhynchus;0.99125;Oncorhynchus kisutch;0.75
200;British_Columbia_Coast_478;crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Cancridae;0.7124999999999999;Cancer;0.45;Cancer magister;0.225
201;British_Columbia_Coast_478;dogfish;Animalia;0.9850000000000001;Chordata;0.9850000000000001;Chondrichthyes;0.9725;Squaliformes;0.97;Squalidae;0.9624999999999999;Squalus;0.9724999999999999;Squalus suckleyi;0.4975
202;British_Columbia_Coast_478;echinoderms;Animalia;1.0;Echinodermata;1.0;Echinoidea;0.5;Camptosteoidea;0.025;Strongylocentrotidae;0.2;Strongylocentrotus;0.25;Strongylocentrotus franciscanus;0.25
203;British_Columbia_Coast_478;flatfish other;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.25;;;Pleuronectiformes spp.;0.0
204;British_Columbia_Coast_478;herb. zooplankton;Animalia;0.9924999999999999;Arthropoda;0.9924999999999999;Copepoda;0.99;Calanoida;0.745;Calanidae;0.4875;Calanus;0.4875;Calanus pacificus;0.2375
205;British_Columbia_Coast_478;herring ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;1.0;Clupea;0.9624999999999999;Clupea pallasii;0.75
206;British_Columbia_Coast_478;herring juv.;Animalia;0.995;Chordata;0.995;Actinopterygii;0.9850000000000001;Clupeiformes;0.9787499999999999;Clupeidae;0.97625;Clupea;0.97125;Clupea pallasii;0.7424999999999999
207;British_Columbia_Coast_478;jellies;Animalia;1.0;Cnidaria;1.0;Scyphozoa;0.74;Semaeostomeae;0.735;Ulmaridae;0.45;Aurelia;0.75;Aurelia labiata;0.2375
208;British_Columbia_Coast_478;krill;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Euphausiacea;1.0;Euphausiidae;0.5;Euphausia;0.5;Euphausia pacifica;0.5
209;British_Columbia_Coast_478;large squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Oegopsida;0.675;Gonatidae;0.5;Gonatus;0.5;Gonatus onyx;0.2375
210;British_Columbia_Coast_478;lingcod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.25;Hexagrammidae;0.5;Ophiodon;0.775;Ophiodon elongatus;0.65
211;British_Columbia_Coast_478;macrophytes;Chromista;0.45;Ochrophyta;0.5;Phaeophyceae;0.5;Laminariales;0.5;Laminariaceae, Fucaceae, Ulvaceae;0.2375;Nereocystis, Saccharina, Costaria, Fucus, Ulva;0.2375;Nereocystis luetkeana;0.2375
212;British_Columbia_Coast_478;misc. pred. pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.45;Scombridae;0.475;Oncorhynchus;0.25;Oncorhynchus tshawytscha;0.25
213;British_Columbia_Coast_478;misc. small demersals;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.45;Scorpaenidae;0.375;Sebastes;0.5;;
214;British_Columbia_Coast_478;misc. small pelagics;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Engraulidae;0.5;Clupea;0.25;Clupea pallasii;0.25
215;British_Columbia_Coast_478;myctophids;Animalia;0.9825;Chordata;0.9749999999999999;Actinopterygii;0.965;Myctophiformes;0.9550000000000001;Myctophidae;0.965;Stenobrachius;0.2375;Stenobrachius leucopsarus;0.2375
216;British_Columbia_Coast_478;mysticetae;Animalia;0.995;Chordata;1.0;Mammalia;1.0;Cetacea;0.7549999999999999;Multiple (Balaenopteridae, Eschrichtiidae, Balaenidae);0.2375;Multiple;0.075;Multiple;0.0625
217;British_Columbia_Coast_478;odontocetae;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9249999999999999;Multiple (Delphinidae, Phocoenidae, Monodontidae, Ziphiidae);0.2125;Multiple;0.15;Multiple;0.1375
218;British_Columbia_Coast_478;other benthos;Animalia;1.0;Annelida;0.25;Polychaeta;0.2375;Terebellida;0.2375;Cirratulidae;0.2375;Aphelochaeta;0.2375;Aphelochaeta sp.;0.225
219;British_Columbia_Coast_478;pelagic sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Lamniformes;0.475;Lamnidae;0.225;Lamna;0.2125;nasus;0.0875
220;British_Columbia_Coast_478;phytoplankton;Chromista;0.45;Bacillariophyta;0.25;Coscinodiscophyceae;0.2;Thalassiosirales;0.25;Thalassiosiraceae;0.5;Thalassiosira;0.5;Thalassiosira pseudonana;0.5
221;British_Columbia_Coast_478;pink;Animalia;1.0;Chordata;1.0;Actinopterygii;0.99;Salmoniformes;0.9774999999999999;Salmonidae;0.99;Oncorhynchus;1.0;Oncorhynchus gorbuscha;0.75
222;British_Columbia_Coast_478;pollock ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.9775;Gadus chalcogrammus;0.7124999999999999
223;British_Columbia_Coast_478;pollock juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;0.9975;Gadus;0.9875;Gadus chalcogrammus;0.7375
224;British_Columbia_Coast_478;rajidae / ratfish;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Rajiformes;0.7124999999999999;Rajidae;0.6499999999999999;Bathyraja;0.225;Bathyraja interrupta;0.2125
225;British_Columbia_Coast_478;rock sole;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Lepidopsetta;1.0;Lepidopsetta bilineata;0.5
226;British_Columbia_Coast_478;rockfish other;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.675;Scorpaenidae;0.45;Sebastes;1.0;;
227;British_Columbia_Coast_478;sablefish ad.;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9875;Scorpaeniformes;0.675;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
228;British_Columbia_Coast_478;sablefish juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.675;Anoplopomatidae;1.0;Anoplopoma;1.0;Anoplopoma fimbria;0.75
229;British_Columbia_Coast_478;salmon shark;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.7375;Lamniformes;1.0;Lamnidae;1.0;Lamna;1.0;Lamna ditropis;0.75
230;British_Columbia_Coast_478;sea lions;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Otariidae;1.0;Multiple (Eumetopias, Zalophus, Neophoca);0.1625;Multiple;0.125
231;British_Columbia_Coast_478;seals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Phocidae;1.0;Multiple (Phoca, Halichoerus, Erignathus);0.1625;Multiple;0.075
232;British_Columbia_Coast_478;shrimps;Animalia;0.9850000000000001;Arthropoda;0.9850000000000001;Malacostraca;0.975;Decapoda;0.975;Pandalidae;0.67;Pandalus;0.67;;
233;British_Columbia_Coast_478;small squids;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Myopsida;0.475;Loliginidae;0.475;Doryteuthis;0.475;Doryteuthis opalescens;0.4
234;British_Columbia_Coast_478;sockeye;Animalia;0.98;Chordata;0.98;Actinopterygii;0.97;Salmoniformes;0.9575;Salmonidae;0.97;Oncorhynchus;0.96;Oncorhynchus nerka;0.7424999999999999
235;British_Columbia_Coast_478;yellowfin sole;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Limanda;1.0;Limanda aspera;0.5
236;Celestun_247;Con.mic.zoo.fit;Animalia;0.5;Arthropoda;0.5;Malacostraca;0.25;Mysida;0.25;Mysidae;0.25;Acartia;0.25;tonsa;0.25
237;Celestun_247;Con.micro.zoopl;Animalia;0.5;Chaetognatha;0.25;Spirotrichea;0.25;Calanoida;0.25;Sagittidae;0.25;Sagitta;0.25;Sagitta enflata;0.25
238;Celestun_247;Con.microcr.zoo;Animalia;1.0;Arthropoda;1.0;Copepoda;0.5;Calanoida;0.5;Acartiidae;0.5;Acartia;0.5;Acartia tonsa;0.25
239;Celestun_247;Cons.mic.fitopl;Animalia;0.25;Arthropoda;0.25;Copepoda;0.2375;Calanoida;0.25;Acartiidae;0.25;Acartia;0.25;Acartia tonsa;0.25
240;Celestun_247;Cons.microrustr;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.5;Mysida;0.25;Mysidae;0.25;Americamysis;0.25;Americamysis bahia;0.25
241;Celestun_247;Detritus;;;;;;;;;;;;;;
242;Celestun_247;Fitoplanctofag.;Chromista;0.45;Bacillariophyta;0.5;Copepoda;0.245;Thalassiosirales;0.5;Thalassiosiraceae;0.25;Skeletonema;0.25;Thalassiosira pseudonana;0.25
243;Celestun_247;Fitoplancton;Eukaryota;0.25;Bacillariophyta;0.25;Coscinodiscophyceae;0.2;Thalassiosirales;0.25;Thalassiosiraceae;0.25;Thalassiosira;0.25;Thalassiosira pseudonana;0.25
244;Celestun_247;Insectos;Animalia;1.0;Arthropoda;1.0;Insecta;1.0;Diptera;0.5;Chironomidae;0.5;Chironomus;0.475;Chironomus riparius;0.425
245;Celestun_247;Macrocrustaceos;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;0.75;Portunidae;0.245;Callinectes;0.245;Callinectes sapidus;0.2375
246;Celestun_247;Macrofitas;Plantae;1.0;Tracheophyta;0.5;Liliopsida;0.25;Alismatales;0.5;Rhizophoraceae;0.25;Rhizophora;0.25;Rhizophora mangle;0.25
247;Celestun_247;Microcrustaceos;Animalia;1.0;Arthropoda;1.0;Copepoda;0.475;Calanoida;0.475;Paracalanidae;0.23;Acartia;0.2375;Acartia tonsa;0.245
248;Celestun_247;Moluscus;Animalia;1.0;Mollusca;1.0;Bivalvia;0.5;Ostreida;0.45;Ostreidae;0.5;Crassostrea;0.5;Crassostrea virginica;0.5
249;Celestun_247;Omnivoros;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.475;Sparidae;0.25;Lagodon;0.25;Lagodon rhomboides;0.25
250;Celestun_247;Otros peces;Animalia;0.9650000000000001;Chordata;0.9650000000000001;Actinopterygii;0.9575;Mugiliformes;0.2425;Mugilidae;0.245;Mugil;0.2425;Mugil cephalus;0.2475
251;Celestun_247;Piscivoros;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Centropomiformes;0.2375;Centropomidae;0.5;Centropomus;0.5;Centropomus undecimalis;0.25
252;Celestun_247;Poliquetos;Animalia;1.0;Annelida;1.0;Polychaeta;1.0;Nereidida;0.05;Nereididae;0.2375;Nereis;0.225;Nereis diversicolor;0.05
253;Celestun_247;Zooplanktofagos;Animalia;0.75;Chordata;0.5;Actinopterygii;0.5;Clupeiformes;0.5;Engraulidae;0.5;Anchoa;0.25;Anchoa mitchilli;0.25
254;Celestun_247;Zooplankton;Animalia;0.7625;Arthropoda;0.475;Copepoda, Branchiopoda, Malacostraca;0.225;Calanoida, Cyclopoida, Podonida;0.22;Acartiidae, Paracalanidae, Pontellidae;0.2125;Acartia, Paracalanus, Temora;0.2125;Multiple species;0.0625
255;Central_Gulf_of_California_239;Carangidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Carangiformes;0.9450000000000001;Carangidae;0.9975;Caranx;0.2375;Caranx caballus;0.15
256;Central_Gulf_of_California_239;Clupaeidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;1.0;Clupeidae;0.75;Sardinops;0.1625;;
257;Central_Gulf_of_California_239;Crabs;Animalia;0.975;Arthropoda;0.975;Malacostraca;0.9475;Decapoda;0.9475;Brachyura;0.0375;;;;
258;Central_Gulf_of_California_239;Detritus;;;;;;;;;;;;;;
259;Central_Gulf_of_California_239;Discarded fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.175;;;;;;
260;Central_Gulf_of_California_239;Haemulidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9;Haemulidae;1.0;Haemulon;0.25;;
261;Central_Gulf_of_California_239;Lutjanidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.6875;Lutjanidae;1.0;Lutjanus;0.25;;
262;Central_Gulf_of_California_239;Meiobenthos;Animalia;0.675;Nematoda;0.2;Multiple;0.0875;Rhabditida;0.15;Rhabditidae;0.15;Turbatrix;0.05;Turbatrix aceti;0.025
263;Central_Gulf_of_California_239;Myctophidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Myctophiformes;1.0;Myctophidae;1.0;;;;
264;Central_Gulf_of_California_239;Other fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;;;;;;;;
265;Central_Gulf_of_California_239;Other macrocrus;Animalia;1.0;Arthropoda;0.75;Malacostraca;0.75;Decapoda;0.25;Macrouridae;0.0125;;;;
266;Central_Gulf_of_California_239;Other molluscs;Animalia;1.0;Mollusca;1.0;Cephalopoda, Bivalvia, Gastropoda;0.2375;Oegopsida, Octopoda, Venerida, Mytilida;0.225;Ommastrephidae, Octopodidae, Pinnidae, Veneridae;0.225;Dosidicus, Octopus, Pinna, Protothaca, Megapitaria;0.225;;
267;Central_Gulf_of_California_239;Paralichthydae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Paralichthyidae;1.0;Paralichthys;0.25;;
268;Central_Gulf_of_California_239;Phytoplankton;Chromista;0.225;Bacillariophyta;0.25;Bacillariophyceae;0.225;Thalassiosirales;0.2375;Thalassiosiraceae;0.2375;Thalassiosira;0.25;Thalassiosira pseudonana;0.2375
269;Central_Gulf_of_California_239;Polychaeta;Animalia;1.0;Annelida;1.0;Polychaeta;0.95;;;;;;;;
270;Central_Gulf_of_California_239;Red crab;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Munididae;0.75;Pleuroncodes;0.925;planipes;0.445
271;Central_Gulf_of_California_239;Sciaenidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.6375;Sciaenidae;1.0;Cynoscion;0.25;Multiple species;0.05
272;Central_Gulf_of_California_239;Scombridae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scombriformes;0.7124999999999999;Scombridae;1.0;Thunnus;0.25;Thunnus albacares;0.25
273;Central_Gulf_of_California_239;Scorp/Triglidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.95;Scorpaenidae;0.75;Scorpaena;0.25;;
274;Central_Gulf_of_California_239;Sea birds;Animalia;1.0;Chordata;1.0;Aves;1.0;Suliformes;0.2375;Phalacrocoracidae;0.2375;Phalacrocorax, Fregata, Sula, Pelecanus;0.2125;Phalacrocorax penicillatus;0.175
275;Central_Gulf_of_California_239;Sea mammals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea, Carnivora;0.2375;Delphinidae, Phocidae, Balaenopteridae;0.22;Tursiops, Zalophus, Balaenoptera;0.2375;Multiple species;0.075
276;Central_Gulf_of_California_239;Serranidae;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.95;Serranidae;1.0;Epinephelus;0.25;Epinephelus labriformis;0.25
277;Central_Gulf_of_California_239;Sharks / Rays;Animalia;1.0;Chordata;1.0;Chondrichthyes;0.75;Carcharhiniformes;0.25;Triakidae;0.25;Mustelus;0.25;Mustelus henlei;0.25
