;QueryName;Status;FileName;OriginalName;ScientificName;AphiaID;Rank;Kingdom;Phylum;Class;Order;Family;Genus;Species
165;NO_DATA;Not Found;Bay_of_Biscay_335;Mackerel;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
166;NO_DATA;Not Found;Bay_of_Biscay_335;Macrozooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
167;Mesozooplankton;Not Found;Bay_of_Biscay_335;Mesozooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
168;Microzooplankton;Not Found;Bay_of_Biscay_335;Microzooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
169;NO_DATA;Not Found;Bay_of_Biscay_335;Necrophagous benthic invertebrates;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
170;Cephalopoda;accepted;Bay_of_Biscay_335;Pelagic cephalopods;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
171;Actinopterygii;accepted;Bay_of_Biscay_335;Piscivorous and benthivorous demersal fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
172;Actinopterygii;accepted;Bay_of_Biscay_335;Piscivorous demersal fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
173;Aves;accepted;Bay_of_Biscay_335;Pursuit divers seabirds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
174;NO_DATA;Not Found;Bay_of_Biscay_335;Sardine;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
175;Phytoplankton;Not Found;Bay_of_Biscay_335;Small phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
176;Sprattus sprattus;accepted;Bay_of_Biscay_335;Sprat;Sprattus sprattus;126425.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Sprattus;Sprattus sprattus
177;Stenella coeruleoalba;accepted;Bay_of_Biscay_335;Striped dolphins;Stenella coeruleoalba;137107.0;Species;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Stenella;Stenella coeruleoalba
178;NO_DATA;Not Found;Bay_of_Biscay_335;Sub-surface deposit feeders invertebrates;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
179;NO_DATA;Not Found;Bay_of_Biscay_335;Suprabenthic invertebrates;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
180;Actinopterygii;accepted;Bay_of_Biscay_335;Suprabenthivorous demersal fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
181;Aves;accepted;Bay_of_Biscay_335;Surface feeders seabirds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
182;NO_DATA;Not Found;Bay_of_Biscay_335;Surface suspension and deposit feeders inv;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
183;Detritus;Not Found;British_Columbia_Coast_478;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
184;Gadus macrocephalus;accepted;British_Columbia_Coast_478;P. cod ad.;Gadus macrocephalus;254538.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus macrocephalus
185;Gadus macrocephalus;accepted;British_Columbia_Coast_478;P. cod juv.;Gadus macrocephalus;254538.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus macrocephalus
186;Hippoglossus stenolepis;accepted;British_Columbia_Coast_478;P. halibut ad.;Hippoglossus stenolepis;274290.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis
187;Hippoglossus stenolepis;accepted;British_Columbia_Coast_478;P. halibut juv.;Hippoglossus stenolepis;274290.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis
188;NO_DATA;Not Found;British_Columbia_Coast_478;Pac. Ocean perch;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
189;Merluccius productus;accepted;British_Columbia_Coast_478;Pac. hake;Merluccius productus;272458.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius productus
190;Atheresthes stomias;accepted;British_Columbia_Coast_478;arrowtooth ad.;Atheresthes stomias;279792.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes stomias
191;Atheresthes stomias;accepted;British_Columbia_Coast_478;arrowtooth juv.;Atheresthes stomias;279792.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes stomias
192;Aves;accepted;British_Columbia_Coast_478;birds demer pisciv;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
193;Aves;accepted;British_Columbia_Coast_478;birds pelag pisciv;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
194;Aves;accepted;British_Columbia_Coast_478;birds zooplanktiv;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
195;Bivalvia;accepted;British_Columbia_Coast_478;bivalves;Bivalvia;105.0;Class;Animalia;Mollusca;Bivalvia;None;None;None;Nan
196;Zooplankton;Not Found;British_Columbia_Coast_478;carn. zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
197;Oncorhynchus tshawytscha;accepted;British_Columbia_Coast_478;chinook;Oncorhynchus tshawytscha;158075.0;Species;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus tshawytscha
198;Oncorhynchus keta;accepted;British_Columbia_Coast_478;chum;Oncorhynchus keta;127183.0;Species;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus keta
199;NO_DATA;Not Found;British_Columbia_Coast_478;coho;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
200;Brachyura;accepted;British_Columbia_Coast_478;crabs;Brachyura;106673.0;Infraorder;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
201;Squalus;accepted;British_Columbia_Coast_478;dogfish;Squalus;105782.0;Genus;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;Nan
202;Echinodermata;accepted;British_Columbia_Coast_478;echinoderms;Echinodermata;1806.0;Phylum;Animalia;Echinodermata;None;None;None;None;Nan
203;Pleuronectiformes;accepted;British_Columbia_Coast_478;flatfish other;Pleuronectiformes;10331.0;Order;Animalia;Chordata;Teleostei;Pleuronectiformes;None;None;Nan
204;Zooplankton;Not Found;British_Columbia_Coast_478;herb. zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
205;Clupea pallasii;accepted;British_Columbia_Coast_478;herring ad.;Clupea pallasii;151159.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
206;Clupea pallasii;accepted;British_Columbia_Coast_478;herring juv.;Clupea pallasii;151159.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
207;Medusozoa;accepted;British_Columbia_Coast_478;jellies;Medusozoa;1740301.0;Subphylum;Animalia;Cnidaria;None;None;None;None;Nan
208;Euphausiacea;accepted;British_Columbia_Coast_478;krill;Euphausiacea;1128.0;Order;Animalia;Arthropoda;Malacostraca;Euphausiacea;None;None;Nan
209;Teuthida;nomen dubium;British_Columbia_Coast_478;large squids;Teuthida;11716.0;Order;Animalia;Mollusca;Cephalopoda;Teuthida;None;None;Nan
210;Ophiodon elongatus;accepted;British_Columbia_Coast_478;lingcod;Ophiodon elongatus;240745.0;Species;Animalia;Chordata;Teleostei;Perciformes;Hexagrammidae;Ophiodon;Ophiodon elongatus
211;Macrophyta;Not Found;British_Columbia_Coast_478;macrophytes;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
212;NO_DATA;Not Found;British_Columbia_Coast_478;misc. pred. pelagics;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
213;NO_DATA;Not Found;British_Columbia_Coast_478;misc. small demersals;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
214;Engraulidae;accepted;British_Columbia_Coast_478;misc. small pelagics;Engraulidae;125465.0;Family;Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;None;Nan
215;Myctophidae;accepted;British_Columbia_Coast_478;myctophids;Myctophidae;125498.0;Family;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan
216;NO_DATA;Not Found;British_Columbia_Coast_478;mysticetae;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
217;NO_DATA;Not Found;British_Columbia_Coast_478;odontocetae;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
218;Benthos;junior subjective synonym;British_Columbia_Coast_478;other benthos;Benthosaurus;296146.0;Genus;Animalia;Chordata;Teleostei;Aulopiformes;Ipnopidae;Benthosaurus;Nan
219;Carcharhiniformes;accepted;British_Columbia_Coast_478;pelagic sharks;Carcharhiniformes;10210.0;Order;Animalia;Chordata;Elasmobranchii;Carcharhiniformes;None;None;Nan
220;Phytoplankton;Not Found;British_Columbia_Coast_478;phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
221;Oncorhynchus gorbuscha;accepted;British_Columbia_Coast_478;pink;Oncorhynchus gorbuscha;127182.0;Species;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus gorbuscha
222;Gadus chalcogrammus;accepted;British_Columbia_Coast_478;pollock ad.;Gadus chalcogrammus;300735.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus
223;Gadus chalcogrammus;accepted;British_Columbia_Coast_478;pollock juv.;Gadus chalcogrammus;300735.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus
224;Rajidae;accepted;British_Columbia_Coast_478;rajidae / ratfish;Rajidae;105711.0;Family;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;None;Nan
225;Lepidopsetta bilineata;accepted;British_Columbia_Coast_478;rock sole;Lepidopsetta bilineata;281305.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Lepidopsetta;Lepidopsetta bilineata
226;Sebastes;accepted;British_Columbia_Coast_478;rockfish other;Sebastes;126175.0;Genus;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Nan
227;Anoplopoma fimbria;accepted;British_Columbia_Coast_478;sablefish ad.;Anoplopoma fimbria;159463.0;Species;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria
228;Anoplopoma fimbria;accepted;British_Columbia_Coast_478;sablefish juv.;Anoplopoma fimbria;159463.0;Species;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria
229;NO_DATA;Not Found;British_Columbia_Coast_478;salmon shark;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
230;NO_DATA;Not Found;British_Columbia_Coast_478;sea lions;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
231;NO_DATA;Not Found;British_Columbia_Coast_478;seals;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
232;Caridea;accepted;British_Columbia_Coast_478;shrimps;Caridea;106674.0;Infraorder;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
233;Teuthida;nomen dubium;British_Columbia_Coast_478;small squids;Teuthida;11716.0;Order;Animalia;Mollusca;Cephalopoda;Teuthida;None;None;Nan
234;Oncorhynchus nerka;accepted;British_Columbia_Coast_478;sockeye;Oncorhynchus nerka;254569.0;Species;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus nerka
235;Limanda aspera;accepted;British_Columbia_Coast_478;yellowfin sole;Limanda aspera;254562.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Limanda;Limanda aspera
236;Microzooplankton and Phytoplankton consumers;Not Found;Celestun_247;Con.mic.zoo.fit;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
237;Microzooplankton consumers;Not Found;Celestun_247;Con.micro.zoopl;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
238;Zooplankton;Not Found;Celestun_247;Con.microcr.zoo;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
239;Microphytobenthos consumers;Not Found;Celestun_247;Cons.mic.fitopl;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
240;Microcrustacea;Not Found;Celestun_247;Cons.microrustr;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
241;Detritus;Not Found;Celestun_247;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
242;Phytoplankton;Not Found;Celestun_247;Fitoplanctofag.;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
243;Phytoplankton;Not Found;Celestun_247;Fitoplancton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
244;Insecta;accepted;Celestun_247;Insectos;Insecta;1307.0;Subclass;Animalia;Arthropoda;Hexapoda;None;None;None;Nan
245;Macrocrustacea;Not Found;Celestun_247;Macrocrustaceos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
246;Macrophyta;Not Found;Celestun_247;Macrofitas;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
247;Microcrustacea;Not Found;Celestun_247;Microcrustaceos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
248;Mollusca;accepted;Celestun_247;Moluscus;Mollusca;51.0;Phylum;Animalia;Mollusca;None;None;None;None;Nan
249;Omnivora;Not Found;Celestun_247;Omnivoros;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
250;Pisces;unaccepted;Celestun_247;Otros peces;Pisces;11676.0;Superclass;Animalia;Chordata;None;None;None;None;Nan
251;Piscivora;Not Found;Celestun_247;Piscivoros;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
252;Polychaeta;accepted;Celestun_247;Poliquetos;Polychaeta;883.0;Class;Animalia;Annelida;Polychaeta;None;None;None;Nan
253;Zooplankton;Not Found;Celestun_247;Zooplanktofagos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
254;Zooplankton;Not Found;Celestun_247;Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
255;Carangidae;accepted;Central_Gulf_of_California_239;Carangidae;Carangidae;125523.0;Family;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan
256;Clupeidae;accepted;Central_Gulf_of_California_239;Clupaeidae;Clupeidae;125464.0;Family;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;None;Nan
257;Brachyura;accepted;Central_Gulf_of_California_239;Crabs;Brachyura;106673.0;Infraorder;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
258;NO_DATA;Not Found;Central_Gulf_of_California_239;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
259;Actinopterygii;accepted;Central_Gulf_of_California_239;Discarded fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
260;Haemulidae;accepted;Central_Gulf_of_California_239;Haemulidae;Haemulidae;125538.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;None;Nan
261;Lutjanidae;accepted;Central_Gulf_of_California_239;Lutjanidae;Lutjanidae;151453.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;None;Nan
262;NO_DATA;Not Found;Central_Gulf_of_California_239;Meiobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
263;Myctophidae;accepted;Central_Gulf_of_California_239;Myctophidae;Myctophidae;125498.0;Family;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan
264;Actinopterygii;accepted;Central_Gulf_of_California_239;Other fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
265;Crustacea;accepted;Central_Gulf_of_California_239;Other macrocrus;Crustacea;1066.0;Subphylum;Animalia;Arthropoda;None;None;None;None;Nan
266;Mollusca;accepted;Central_Gulf_of_California_239;Other molluscs;Mollusca;51.0;Phylum;Animalia;Mollusca;None;None;None;None;Nan
267;Paralichthyidae;accepted;Central_Gulf_of_California_239;Paralichthydae;Paralichthyidae;154168.0;Family;Animalia;Chordata;Teleostei;Pleuronectiformes;Paralichthyidae;None;Nan
268;NO_DATA;Not Found;Central_Gulf_of_California_239;Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
269;NO_DATA;Not Found;Central_Gulf_of_California_239;Polychaeta;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
270;Pleuroncodes planipes;junior objective synonym;Central_Gulf_of_California_239;Red crab;Pleuroncodes planipes;392683.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Pleuroncodes;Pleuroncodes planipes
271;Sciaenidae;accepted;Central_Gulf_of_California_239;Sciaenidae;Sciaenidae;125558.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;None;Nan
272;Scombridae;accepted;Central_Gulf_of_California_239;Scombridae;Scombridae;125559.0;Family;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;None;Nan
273;Scorpaeniformes;unaccepted;Central_Gulf_of_California_239;Scorp/Triglidae;Scorpaeniformes;10329.0;Order;Animalia;Chordata;Teleostei;Scorpaeniformes;None;None;Nan
274;Aves;accepted;Central_Gulf_of_California_239;Sea birds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
275;Mammalia;accepted;Central_Gulf_of_California_239;Sea mammals;Mammalia;1837.0;Class;Animalia;Chordata;Mammalia;None;None;None;Nan
276;Serranidae;accepted;Central_Gulf_of_California_239;Serranidae;Serranidae;125561.0;Family;Animalia;Chordata;Teleostei;Perciformes;Serranidae;None;Nan
277;Chondrichthyes;accepted;Central_Gulf_of_California_239;Sharks / Rays;Chondrichthyes;1517375.0;Parvphylum;Animalia;Chordata;None;None;None;None;Nan
278;Dendrobranchiata;accepted;Central_Gulf_of_California_239;Shrimp;Dendrobranchiata;106669.0;Suborder;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
279;Teuthida;nomen dubium;Central_Gulf_of_California_239;Squid;Teuthida;11716.0;Order;Animalia;Mollusca;Cephalopoda;Teuthida;None;None;Nan
280;NO_DATA;Not Found;Central_Gulf_of_California_239;Stomatopods;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
281;NO_DATA;Not Found;Central_Gulf_of_California_239;Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
282;Mysticeti;accepted;Denmark_Faroe_Islands_46;Baleen whales;Mysticeti;148724.0;Superfamily;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan
283;NO_DATA;Not Found;Denmark_Faroe_Islands_46;Benthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
284;Micromesistius poutassou;accepted;Denmark_Faroe_Islands_46;Blue Whiting;Micromesistius poutassou;126439.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Micromesistius;Micromesistius poutassou
285;Gadus morhua;accepted;Denmark_Faroe_Islands_46;Cod;Gadus morhua;126436.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua
286;Detritus;Not Found;Denmark_Faroe_Islands_46;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
287;Reinhardtius hippoglossoides;accepted;Denmark_Faroe_Islands_46;Greenland Halibut;Reinhardtius hippoglossoides;127144.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides
288;Melanogrammus aeglefinus;accepted;Denmark_Faroe_Islands_46;Haddock;Melanogrammus aeglefinus;126437.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus
289;Clupea harengus;accepted;Denmark_Faroe_Islands_46;Herring;Clupea harengus;126417.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea harengus
290;Zooplankton;Not Found;Denmark_Faroe_Islands_46;Lrg. Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
291;Scomber scombrus;accepted;Denmark_Faroe_Islands_46;Mackerel;Scomber scombrus;127023.0;Species;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus
292;Nekton;Not Found;Denmark_Faroe_Islands_46;Nekton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
293;NO_DATA;Not Found;Denmark_Faroe_Islands_46;Other deep water;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
294;NO_DATA;Not Found;Denmark_Faroe_Islands_46;Other demersal fish;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
295;NO_DATA;Not Found;Denmark_Faroe_Islands_46;Other pelagics;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
296;Phytoplankton;Not Found;Denmark_Faroe_Islands_46;Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
297;Sebastes;accepted;Denmark_Faroe_Islands_46;Redfish;Sebastes;126175.0;Genus;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Nan
298;Pollachius virens;accepted;Denmark_Faroe_Islands_46;Saithe;Pollachius virens;126441.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;Pollachius virens
299;Aves;accepted;Denmark_Faroe_Islands_46;Seabirds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
300;Zooplankton;Not Found;Denmark_Faroe_Islands_46;Sm. Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
301;Odontoceti;accepted;Denmark_Faroe_Islands_46;Toothed mammals;Odontoceti;148723.0;Superfamily;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan
302;Gadus chalcogrammus;accepted;Eastern_Bering_Sea_183;Adult pollock;Gadus chalcogrammus;300735.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus
303;Mysticeti;accepted;Eastern_Bering_Sea_183;Baleen whales;Mysticeti;148724.0;Superfamily;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan
304;Ziphiidae;accepted;Eastern_Bering_Sea_183;Beaked whales;Ziphiidae;136986.0;Family;Animalia;Chordata;Mammalia;Cetartiodactyla;Ziphiidae;None;Nan
305;NO_DATA;Not Found;Eastern_Bering_Sea_183;Benth. Par. feeders;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
306;Cephalopoda;accepted;Eastern_Bering_Sea_183;Cephalopods;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
307;Actinopterygii;accepted;Eastern_Bering_Sea_183;Deepwater fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
308;Detritus;Not Found;Eastern_Bering_Sea_183;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
309;NO_DATA;Not Found;Eastern_Bering_Sea_183;Epifauna;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
310;Zooplankton;Not Found;Eastern_Bering_Sea_183;Herb. Zoops;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
311;NO_DATA;Not Found;Eastern_Bering_Sea_183;Infauna;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
312;Medusozoa;accepted;Eastern_Bering_Sea_183;Jellyfish;Medusozoa;1740301.0;Subphylum;Animalia;Cnidaria;None;None;None;None;Nan
313;Gadus chalcogrammus;accepted;Eastern_Bering_Sea_183;Juvenile Pollock;Gadus chalcogrammus;300735.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus
314;Zooplankton;Not Found;Eastern_Bering_Sea_183;Large Zoops;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
315;Pleuronectiformes;accepted;Eastern_Bering_Sea_183;Large flatfish;Pleuronectiformes;10331.0;Order;Animalia;Chordata;Teleostei;Pleuronectiformes;None;None;Nan
316;Actinopterygii;accepted;Eastern_Bering_Sea_183;Other demersal fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
317;Actinopterygii;accepted;Eastern_Bering_Sea_183;Pelagics;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
318;Phytoplankton;Not Found;Eastern_Bering_Sea_183;Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
319;Aves;accepted;Eastern_Bering_Sea_183;Pisc. Birds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
320;Phocidae;accepted;Eastern_Bering_Sea_183;Seals;Phocidae;136976.0;Family;Animalia;Chordata;Mammalia;Carnivora;Phocidae;None;Nan
321;Pleuronectiformes;accepted;Eastern_Bering_Sea_183;Small flatfish;Pleuronectiformes;10331.0;Order;Animalia;Chordata;Teleostei;Pleuronectiformes;None;None;Nan
322;Physeter macrocephalus;accepted;Eastern_Bering_Sea_183;Sperm whales;Physeter macrocephalus;137119.0;Species;Animalia;Chordata;Mammalia;Cetartiodactyla;Physeteridae;Physeter;Physeter macrocephalus
323;Eumetopias jubatus;accepted;Eastern_Bering_Sea_183;Steller sea lions;Eumetopias jubatus;254999.0;Species;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus
324;Odontoceti;accepted;Eastern_Bering_Sea_183;Toothed whales;Odontoceti;148723.0;Superfamily;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan
325;NO_DATA;Not Found;Eastern_Bering_Sea_183;Walrus & bearded;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
326;Actiniaria;accepted;Galapagos_Floreana_Rocky_Reef_48;Anemones;Actiniaria;1360.0;Order;Animalia;Cnidaria;Hexacorallia;Actiniaria;None;None;Nan
327;Asteroidea;accepted;Galapagos_Floreana_Rocky_Reef_48;Asteroids;Asteroidea;123080.0;Class;Animalia;Echinodermata;Asteroidea;None;None;None;Nan
328;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Bacalao;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
329;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Benthic algae;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
330;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Birds;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
331;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Carnivorous zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
332;Polyplacophora;accepted;Galapagos_Floreana_Rocky_Reef_48;Chitons;Polyplacophora;55.0;Class;Animalia;Mollusca;Polyplacophora;None;None;None;Nan
333;Actinopterygii;accepted;Galapagos_Floreana_Rocky_Reef_48;Detritivorous fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
334;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
