;QueryName;ScientificName;AphiaID;Rank;Status;Kingdom;Phylum;Class;Order;Family;Genus;Species;FileName;OriginalName
164;Globicephala melas;Globicephala melas;137097.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Globicephala;Globicephala melas;Bay_of_Biscay_335;Long-finned pilot whales
165;Scomber scombrus;Scomber scombrus;127023.0;Species;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus;Bay_of_Biscay_335;Mackerel
166;Calanus finmarchicus;Calanus finmarchicus;104464.0;Species;accepted;Animalia;Arthropoda;Copepoda;Calanoida;Calanidae;Calanus;Calanus finmarchicus;Bay_of_Biscay_335;Macrozooplankton
167;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Bay_of_Biscay_335;Mesozooplankton
168;Ciliophora;Ciliophora;11.0;Phylum;accepted;Chromista;Ciliophora;None;None;None;None;Nan;Bay_of_Biscay_335;Microzooplankton
169;Invertebrata;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bay_of_Biscay_335;Necrophagous benthic invertebrates
170;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;Bay_of_Biscay_335;Pelagic cephalopods
171;Gadidae;Gadidae;125469.0;Family;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;None;Nan;Bay_of_Biscay_335;Piscivorous and benthivorous demersal fish
172;"Gadidae; Merlucciidae; Moronidae; Sebastidae";Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bay_of_Biscay_335;Piscivorous demersal fish
173;Sternidae;Sternidae;148764.0;Family;unaccepted;Animalia;Chordata;Aves;Charadriiformes;Sternidae;None;Nan;Bay_of_Biscay_335;Pursuit divers seabirds
174;Sardina pilchardus;Sardina pilchardus;126421.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Sardina;Sardina pilchardus;Bay_of_Biscay_335;Sardine
175;Haptophyta;Haptophyta;369190.0;Phylum;accepted;Chromista;Haptophyta;None;None;None;None;Nan;Bay_of_Biscay_335;Small phytoplankton
176;Sprattus sprattus;Sprattus sprattus;126425.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Sprattus;Sprattus sprattus;Bay_of_Biscay_335;Sprat
177;Stenella coeruleoalba;Stenella coeruleoalba;137107.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Stenella;Stenella coeruleoalba;Bay_of_Biscay_335;Striped dolphins
178;Amphiura filiformis;Amphiura filiformis;125080.0;Species;accepted;Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphiura;Amphiura filiformis;Bay_of_Biscay_335;Sub-surface deposit feeders invertebrates
179;Cumacea;Cumacea;1137.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Cumacea;None;None;Nan;Bay_of_Biscay_335;Suprabenthic invertebrates
180;"Gadidae; Caproidae; Bothidae";Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bay_of_Biscay_335;Suprabenthivorous demersal fish
181;Laridae;Laridae;136988.0;Family;accepted;Animalia;Chordata;Aves;Charadriiformes;Laridae;None;Nan;Bay_of_Biscay_335;Surface feeders seabirds
182;Mytilus edulis;Mytilus edulis;140480.0;Species;accepted;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Mytilus;Mytilus edulis;Bay_of_Biscay_335;Surface suspension and deposit feeders inv
183;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;Detritus
184;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;British_Columbia_Coast_478;P. cod ad.
185;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;British_Columbia_Coast_478;P. cod juv.
186;Hippoglossus stenolepis;Hippoglossus stenolepis;274290.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;British_Columbia_Coast_478;P. halibut ad.
187;Hippoglossus stenolepis;Hippoglossus stenolepis;274290.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;British_Columbia_Coast_478;P. halibut juv.
188;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;Pac. Ocean perch
189;Merluccius productus;Merluccius productus;272458.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius productus;British_Columbia_Coast_478;Pac. hake
190;Atheresthes stomias;Atheresthes stomias;279792.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes stomias;British_Columbia_Coast_478;arrowtooth ad.
191;Atheresthes stomias;Atheresthes stomias;279792.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes stomias;British_Columbia_Coast_478;arrowtooth juv.
192;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;British_Columbia_Coast_478;birds demer pisciv
193;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;British_Columbia_Coast_478;birds pelag pisciv
194;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;British_Columbia_Coast_478;birds zooplanktiv
195;Bivalvia;Bivalvia;105.0;Class;accepted;Animalia;Mollusca;Bivalvia;None;None;None;Nan;British_Columbia_Coast_478;bivalves
196;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;British_Columbia_Coast_478;carn. zooplankton
197;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;chinook
198;Oncorhynchus keta;Oncorhynchus keta;127183.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus keta;British_Columbia_Coast_478;chum
199;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;coho
200;Cancridae;Cancridae;106749.0;Family;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Cancridae;None;Nan;British_Columbia_Coast_478;crabs
201;Squalus acanthias;Squalus acanthias;105923.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;Squalus acanthias;British_Columbia_Coast_478;dogfish
202;Echinoidea;Echinoidea;123082.0;Class;accepted;Animalia;Echinodermata;Echinoidea;None;None;None;Nan;British_Columbia_Coast_478;echinoderms
203;Pleuronectidae;Pleuronectidae;125579.0;Family;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;None;Nan;British_Columbia_Coast_478;flatfish other
204;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;British_Columbia_Coast_478;herb. zooplankton
205;Clupea pallasii;Clupea pallasii;151159.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;British_Columbia_Coast_478;herring ad.
206;Clupea pallasii;Clupea pallasii;151159.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;British_Columbia_Coast_478;herring juv.
207;Scyphozoa;Scyphozoa;135220.0;Class;accepted;Animalia;Cnidaria;Scyphozoa;None;None;None;Nan;British_Columbia_Coast_478;jellies
208;Euphausiacea;Euphausiacea;1128.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Euphausiacea;None;None;Nan;British_Columbia_Coast_478;krill
209;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;British_Columbia_Coast_478;large squids
210;Ophiodon elongatus;Ophiodon elongatus;240745.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Hexagrammidae;Ophiodon;Ophiodon elongatus;British_Columbia_Coast_478;lingcod
211;Macrophyta;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;macrophytes
212;Predatory pelagic fishes (mixed);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;misc. pred. pelagics
213;Demersal fishes (mixed);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;misc. small demersals
214;Clupeidae, Engraulidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;misc. small pelagics
215;Myctophidae;Myctophidae;125498.0;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan;British_Columbia_Coast_478;myctophids
216;Mysticeti;Mysticeti;148724.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;British_Columbia_Coast_478;mysticetae
217;Odontoceti;Odontoceti;148723.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;British_Columbia_Coast_478;odontocetae
218;Benthic fauna;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;other benthos
219;Lamna nasus;Lamna nasus;105841.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Lamniformes;Lamnidae;Lamna;Lamna nasus;British_Columbia_Coast_478;pelagic sharks
220;Phytoplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;phytoplankton
221;Oncorhynchus gorbuscha;Oncorhynchus gorbuscha;127182.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus gorbuscha;British_Columbia_Coast_478;pink
222;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;British_Columbia_Coast_478;pollock ad.
223;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;British_Columbia_Coast_478;pollock juv.
224;Rajidae;Rajidae;105711.0;Family;accepted;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;None;Nan;British_Columbia_Coast_478;rajidae / ratfish
225;Lepidopsetta bilineata;Lepidopsetta bilineata;281305.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Lepidopsetta;Lepidopsetta bilineata;British_Columbia_Coast_478;rock sole
226;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;rockfish other
227;Anoplopoma fimbria;Anoplopoma fimbria;159463.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria;British_Columbia_Coast_478;sablefish ad.
228;Anoplopoma fimbria;Anoplopoma fimbria;159463.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria;British_Columbia_Coast_478;sablefish juv.
229;Lamna ditropis;Lamna ditropis;271421.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Lamniformes;Lamnidae;Lamna;Lamna ditropis;British_Columbia_Coast_478;salmon shark
230;Otariidae;Otariidae;231386.0;Family;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;None;Nan;British_Columbia_Coast_478;sea lions
231;Phocidae;Phocidae;136976.0;Family;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;None;Nan;British_Columbia_Coast_478;seals
232;Pandalidae;Pandalidae;106789.0;Family;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Pandalidae;None;Nan;British_Columbia_Coast_478;shrimps
233;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;British_Columbia_Coast_478;small squids
234;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;sockeye
235;Limanda aspera;Limanda aspera;254562.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Limanda;Limanda aspera;British_Columbia_Coast_478;yellowfin sole
236;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Con.mic.zoo.fit
237;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Con.micro.zoopl
238;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Celestun_247;Con.microcr.zoo
239;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Cons.mic.fitopl
240;Decapoda;Decapoda;1130.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan;Celestun_247;Cons.microrustr
241;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Detritus
242;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Fitoplanctofag.
243;Phytoplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Fitoplancton
244;Insecta (aquatic and semi-aquatic);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Insectos
245;Macrocrustacean assemblage (Decapoda);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Macrocrustaceos
246;Seagrass (Magnoliophyta);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Macrofitas
247;Microcrustacean assemblage (Ostracoda, small Amphipoda, Isopoda);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Microcrustaceos
248;Mollusca (mixed assemblage);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Moluscus
249;Actinopterygii;Actinopterygii;10194.0;Gigaclass;accepted;Animalia;Chordata;None;None;None;None;Nan;Celestun_247;Omnivoros
250;Actinopterygii;Actinopterygii;10194.0;Gigaclass;accepted;Animalia;Chordata;None;None;None;None;Nan;Celestun_247;Otros peces
251;Actinopterygii;Actinopterygii;10194.0;Gigaclass;accepted;Animalia;Chordata;None;None;None;None;Nan;Celestun_247;Piscivoros
252;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Celestun_247;Poliquetos
253;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Zooplanktofagos
254;Zooplankton (mixed assemblage);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Zooplankton
255;Carangidae;Carangidae;125523.0;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan;Central_Gulf_of_California_239;Carangidae
256;Clupaeidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Clupaeidae
257;Brachyura;Brachyura;106673.0;Infraorder;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan;Central_Gulf_of_California_239;Crabs
258;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Detritus
259;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Discarded fish
260;Haemulidae;Haemulidae;125538.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;None;Nan;Central_Gulf_of_California_239;Haemulidae
261;Lutjanidae;Lutjanidae;151453.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;None;Nan;Central_Gulf_of_California_239;Lutjanidae
262;Meiobenthos;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Meiobenthos
263;Myctophidae;Myctophidae;125498.0;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan;Central_Gulf_of_California_239;Myctophidae
264;Actinopterygii;Actinopterygii;10194.0;Gigaclass;accepted;Animalia;Chordata;None;None;None;None;Nan;Central_Gulf_of_California_239;Other fish
265;Macrouridae;Macrouridae;125471.0;Family;accepted;Animalia;Chordata;Teleostei;Gadiformes;Macrouridae;None;Nan;Central_Gulf_of_California_239;Other macrocrus
266;Mollusca;Mollusca;51.0;Phylum;accepted;Animalia;Mollusca;None;None;None;None;Nan;Central_Gulf_of_California_239;Other molluscs
267;Paralichthyidae;Paralichthyidae;154168.0;Family;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Paralichthyidae;None;Nan;Central_Gulf_of_California_239;Paralichthydae
268;Phytoplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Phytoplankton
269;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Central_Gulf_of_California_239;Polychaeta
270;Pleuroncodes planipes;Pleuroncodes planipes;392683.0;Species;junior objective synonym;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Pleuroncodes;Pleuroncodes planipes;Central_Gulf_of_California_239;Red crab
271;Sciaenidae;Sciaenidae;125558.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;None;Nan;Central_Gulf_of_California_239;Sciaenidae
272;Scombridae;Scombridae;125559.0;Family;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;None;Nan;Central_Gulf_of_California_239;Scombridae
273;Scorpaenidae, Triglidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Scorp/Triglidae
274;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Central_Gulf_of_California_239;Sea birds
275;Mammalia;Mammalia;1837.0;Class;accepted;Animalia;Chordata;Mammalia;None;None;None;Nan;Central_Gulf_of_California_239;Sea mammals
276;Serranidae;Serranidae;125561.0;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Serranidae;None;Nan;Central_Gulf_of_California_239;Serranidae
277;Elasmobranchii;Elasmobranchii;10193.0;Class;accepted;Animalia;Chordata;Elasmobranchii;None;None;None;Nan;Central_Gulf_of_California_239;Sharks / Rays
278;Decapoda;Decapoda;1130.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan;Central_Gulf_of_California_239;Shrimp
279;Decapodiformes;Decapodiformes;325342.0;Superorder;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;Central_Gulf_of_California_239;Squid
280;Stomatopoda;Stomatopoda;14355.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Stomatopoda;None;None;Nan;Central_Gulf_of_California_239;Stomatopods
281;Zooplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Zooplankton
282;Balaenoptera;Balaenoptera;137013.0;Genus;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenopteridae;Balaenoptera;Nan;Denmark_Faroe_Islands_46;Baleen whales
283;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Benthos
284;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Blue Whiting
285;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Denmark_Faroe_Islands_46;Cod
286;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Detritus
287;Reinhardtius hippoglossoides;Reinhardtius hippoglossoides;127144.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;Denmark_Faroe_Islands_46;Greenland Halibut
288;Melanogrammus aeglefinus;Melanogrammus aeglefinus;126437.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus;Denmark_Faroe_Islands_46;Haddock
289;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Herring
290;Calanus finmarchicus;Calanus finmarchicus;104464.0;Species;accepted;Animalia;Arthropoda;Copepoda;Calanoida;Calanidae;Calanus;Calanus finmarchicus;Denmark_Faroe_Islands_46;Lrg. Zooplankton
291;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Mackerel
292;Nekton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Nekton
293;Pisces (Deep-water);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Other deep water
294;Pisces (Demersal);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Other demersal fish
295;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Other pelagics
296;Phytoplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Phytoplankton
297;Sebastes;Sebastes;126175.0;Genus;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Nan;Denmark_Faroe_Islands_46;Redfish
298;Pollachius virens;Pollachius virens;126441.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;Pollachius virens;Denmark_Faroe_Islands_46;Saithe
299;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Denmark_Faroe_Islands_46;Seabirds
300;Acartia clausi;Acartia clausi;104251.0;Species;alternative representation;Animalia;Arthropoda;Copepoda;Calanoida;Acartiidae;Acartia;Acartia clausi;Denmark_Faroe_Islands_46;Sm. Zooplankton
301;Odontoceti;Odontoceti;148723.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Denmark_Faroe_Islands_46;Toothed mammals
302;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Adult pollock
303;Balaenoptera;Balaenoptera;137013.0;Genus;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenopteridae;Balaenoptera;Nan;Eastern_Bering_Sea_183;Baleen whales
304;Ziphiidae;Ziphiidae;136986.0;Family;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Ziphiidae;None;Nan;Eastern_Bering_Sea_183;Beaked whales
305;Echinodermata;Echinodermata;1806.0;Phylum;accepted;Animalia;Echinodermata;None;None;None;None;Nan;Eastern_Bering_Sea_183;Benth. Par. feeders
306;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;Eastern_Bering_Sea_183;Cephalopods
307;Macrouridae, Zoarcidae, Liparidae, Cottidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Deepwater fish
308;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Detritus
309;Epifauna;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Epifauna
310;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Eastern_Bering_Sea_183;Herb. Zoops
311;Infauna;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Infauna
312;Scyphozoa;Scyphozoa;135220.0;Class;accepted;Animalia;Cnidaria;Scyphozoa;None;None;None;Nan;Eastern_Bering_Sea_183;Jellyfish
313;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Juvenile Pollock
314;Copepoda, Euphausiidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Large Zoops
315;Pleuronectidae;Pleuronectidae;125579.0;Family;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;None;Nan;Eastern_Bering_Sea_183;Large flatfish
316;Gadidae, Pleuronectidae, Sebastidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Other demersal fish
317;Gadidae, Clupeidae, Osmeridae, Salmonidae, Hexagrammidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Pelagics
318;Bacillariophyceae, Dinophyceae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Phytoplankton
319;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Pisc. Birds
320;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Seals
321;Pleuronectidae;Pleuronectidae;125579.0;Family;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;None;Nan;Eastern_Bering_Sea_183;Small flatfish
322;Physeter macrocephalus;Physeter macrocephalus;137119.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Physeteridae;Physeter;Physeter macrocephalus;Eastern_Bering_Sea_183;Sperm whales
323;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Steller sea lions
324;Odontoceti;Odontoceti;148723.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Eastern_Bering_Sea_183;Toothed whales
325;Odobenidae, Phocidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Walrus & bearded
326;Actiniaria;Actiniaria;1360.0;Order;accepted;Animalia;Cnidaria;Hexacorallia;Actiniaria;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Anemones
327;Asteroidea;Asteroidea;123080.0;Class;accepted;Animalia;Echinodermata;Asteroidea;None;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Asteroids
328;Mycteroperca olfax;Mycteroperca olfax;273881.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Epinephelidae;Mycteroperca;Mycteroperca olfax;Galapagos_Floreana_Rocky_Reef_48;Bacalao
329;Macroalgae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Benthic algae
330;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Birds
