;QueryName;ScientificName;AphiaID;Rank;Status;Kingdom;Phylum;Class;Order;Family;Genus;Species;FileName;OriginalName
163;Bacillariophyceae;Bacillariophyceae;148899.0;Class;accepted;Chromista;Heterokontophyta;Bacillariophyceae;None;None;None;Nan;Bay_of_Biscay_335;Large phytoplankton
164;Globicephala melas;Globicephala melas;137097.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Globicephala;Globicephala melas;Bay_of_Biscay_335;Long-finned pilot whales
165;Scomber scombrus;Scomber scombrus;127023.0;Species;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus;Bay_of_Biscay_335;Mackerel
166;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bay_of_Biscay_335;Macrozooplankton
167;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Bay_of_Biscay_335;Mesozooplankton
168;Oligotrichida;Oligotrichida;595083.0;Order;accepted;Chromista;Ciliophora;Oligotrichea;Oligotrichida;None;None;Nan;Bay_of_Biscay_335;Microzooplankton
169;Hediste diversicolor;Hediste diversicolor;152302.0;Species;accepted;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Hediste;Hediste diversicolor;Bay_of_Biscay_335;Necrophagous benthic invertebrates
170;Teuthida;Teuthida;11716.0;Order;nomen dubium;Animalia;Mollusca;Cephalopoda;Teuthida;None;None;Nan;Bay_of_Biscay_335;Pelagic cephalopods
171;Pollachius;Pollachius;125736.0;Genus;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;Nan;Bay_of_Biscay_335;Piscivorous and benthivorous demersal fish
172;Merluccius;Merluccius;125762.0;Genus;accepted;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Nan;Bay_of_Biscay_335;Piscivorous demersal fish
173;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Bay_of_Biscay_335;Pursuit divers seabirds
174;Sardina pilchardus;Sardina pilchardus;126421.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Alosidae;Sardina;Sardina pilchardus;Bay_of_Biscay_335;Sardine
175;Synechococcus;Synechococcus;160572.0;Genus;accepted;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;Nan;Bay_of_Biscay_335;Small phytoplankton
176;Sprattus sprattus;Sprattus sprattus;126425.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Sprattus;Sprattus sprattus;Bay_of_Biscay_335;Sprat
177;Stenella coeruleoalba;Stenella coeruleoalba;137107.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Stenella;Stenella coeruleoalba;Bay_of_Biscay_335;Striped dolphins
178;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bay_of_Biscay_335;Sub-surface deposit feeders invertebrates
179;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bay_of_Biscay_335;Suprabenthic invertebrates
180;Trisopterus;Trisopterus;125739.0;Genus;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Trisopterus;Nan;Bay_of_Biscay_335;Suprabenthivorous demersal fish
181;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Bay_of_Biscay_335;Surface feeders seabirds
182;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Bay_of_Biscay_335;Surface suspension and deposit feeders inv
183;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;Detritus
184;Pollachius virens;Pollachius virens;126441.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;Pollachius virens;British_Columbia_Coast_478;P. cod ad.
185;Pollachius virens;Pollachius virens;126441.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;Pollachius virens;British_Columbia_Coast_478;P. cod juv.
186;Hippoglossus stenolepis;Hippoglossus stenolepis;274290.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;British_Columbia_Coast_478;P. halibut ad.
187;Hippoglossus stenolepis;Hippoglossus stenolepis;274290.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;British_Columbia_Coast_478;P. halibut juv.
188;Sebastes alutus;Sebastes alutus;254573.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Sebastes alutus;British_Columbia_Coast_478;Pac. Ocean perch
189;Merluccius productus;Merluccius productus;272458.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;Merluccius;Merluccius productus;British_Columbia_Coast_478;Pac. hake
190;Atheresthes stomias;Atheresthes stomias;279792.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes stomias;British_Columbia_Coast_478;arrowtooth ad.
191;Atheresthes stomias;Atheresthes stomias;279792.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Atheresthes;Atheresthes stomias;British_Columbia_Coast_478;arrowtooth juv.
192;Merginae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;birds demer pisciv
193;Phalacrocoracidae;Phalacrocoracidae;136993.0;Family;accepted;Animalia;Chordata;Aves;Pelecaniformes;Phalacrocoracidae;None;Nan;British_Columbia_Coast_478;birds pelag pisciv
194;Hydrobatidae;Hydrobatidae;148794.0;Family;accepted;Animalia;Chordata;Aves;Procellariiformes;Hydrobatidae;None;Nan;British_Columbia_Coast_478;birds zooplanktiv
195;Bivalvia;Bivalvia;105.0;Class;accepted;Animalia;Mollusca;Bivalvia;None;None;None;Nan;British_Columbia_Coast_478;bivalves
196;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;British_Columbia_Coast_478;carn. zooplankton
197;Oncorhynchus tshawytscha;Oncorhynchus tshawytscha;158075.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus tshawytscha;British_Columbia_Coast_478;chinook
198;Oncorhynchus keta;Oncorhynchus keta;127183.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus keta;British_Columbia_Coast_478;chum
199;Oncorhynchus kisutch;Oncorhynchus kisutch;127184.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus kisutch;British_Columbia_Coast_478;coho
200;Brachyura;Brachyura;106673.0;Infraorder;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan;British_Columbia_Coast_478;crabs
201;Squalus suckleyi;Squalus suckleyi;299224.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;Squalus suckleyi;British_Columbia_Coast_478;dogfish
202;Echinoidea;Echinoidea;123082.0;Class;accepted;Animalia;Echinodermata;Echinoidea;None;None;None;Nan;British_Columbia_Coast_478;echinoderms
203;Pleuronectiformes spp.;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;flatfish other
204;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;British_Columbia_Coast_478;herb. zooplankton
205;Clupea pallasii;Clupea pallasii;151159.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;British_Columbia_Coast_478;herring ad.
206;Clupea pallasii;Clupea pallasii;151159.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;British_Columbia_Coast_478;herring juv.
207;Scyphozoa;Scyphozoa;135220.0;Class;accepted;Animalia;Cnidaria;Scyphozoa;None;None;None;Nan;British_Columbia_Coast_478;jellies
208;Euphausiacea;Euphausiacea;1128.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Euphausiacea;None;None;Nan;British_Columbia_Coast_478;krill
209;Teuthida;Teuthida;11716.0;Order;nomen dubium;Animalia;Mollusca;Cephalopoda;Teuthida;None;None;Nan;British_Columbia_Coast_478;large squids
210;Ophiodon elongatus;Ophiodon elongatus;240745.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Hexagrammidae;Ophiodon;Ophiodon elongatus;British_Columbia_Coast_478;lingcod
211;Macroalgae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;macrophytes
212;Scomber;Scomber;126063.0;Genus;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Nan;British_Columbia_Coast_478;misc. pred. pelagics
213;Sebastes;Sebastes;126175.0;Genus;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Nan;British_Columbia_Coast_478;misc. small demersals
214;Engraulis;Engraulis;125724.0;Genus;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Engraulidae;Engraulis;Nan;British_Columbia_Coast_478;misc. small pelagics
215;Myctophidae;Myctophidae;125498.0;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan;British_Columbia_Coast_478;myctophids
216;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;mysticetae
217;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;odontocetae
218;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;British_Columbia_Coast_478;other benthos
219;Lamniformes;Lamniformes;10209.0;Order;accepted;Animalia;Chordata;Elasmobranchii;Lamniformes;None;None;Nan;British_Columbia_Coast_478;pelagic sharks
220;Phytoplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;phytoplankton
221;Oncorhynchus gorbuscha;Oncorhynchus gorbuscha;127182.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus gorbuscha;British_Columbia_Coast_478;pink
222;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;British_Columbia_Coast_478;pollock ad.
223;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;British_Columbia_Coast_478;pollock juv.
224;Rajiformes;Rajiformes;10216.0;Order;accepted;Animalia;Chordata;Elasmobranchii;Rajiformes;None;None;Nan;British_Columbia_Coast_478;rajidae / ratfish
225;Lepidopsetta spp.;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;rock sole
226;Sebastes spp.;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;rockfish other
227;Anoplopoma fimbria;Anoplopoma fimbria;159463.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria;British_Columbia_Coast_478;sablefish ad.
228;Anoplopoma fimbria;Anoplopoma fimbria;159463.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria;British_Columbia_Coast_478;sablefish juv.
229;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;salmon shark
230;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;sea lions
231;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;British_Columbia_Coast_478;seals
232;Pandalus;Pandalus;107044.0;Genus;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Pandalidae;Pandalus;Nan;British_Columbia_Coast_478;shrimps
233;Myopsida;Myopsida;11728.0;Order;accepted;Animalia;Mollusca;Cephalopoda;Myopsida;None;None;Nan;British_Columbia_Coast_478;small squids
234;Oncorhynchus nerka;Oncorhynchus nerka;254569.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus nerka;British_Columbia_Coast_478;sockeye
235;Limanda asprella;Limanda asprella;305675.0;Species;unaccepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Limanda;Limanda asprella;British_Columbia_Coast_478;yellowfin sole
236;Noctiluca;Noctiluca;109500.0;Genus;accepted;Chromista;Myzozoa;Dinophyceae;Noctilucales;Noctilucaceae;Noctiluca;Nan;Celestun_247;Con.mic.zoo.fit
237;Ciliophora;Ciliophora;11.0;Phylum;accepted;Chromista;Ciliophora;None;None;None;None;Nan;Celestun_247;Con.micro.zoopl
238;Microcrustacea;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Con.microcr.zoo
239;Dinophyceae;Dinophyceae;19542.0;Class;accepted;Chromista;Myzozoa;Dinophyceae;None;None;None;Nan;Celestun_247;Cons.mic.fitopl
240;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Celestun_247;Cons.microrustr
241;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Detritus
242;Bacillariophyta;Bacillariophyta;148898.0;Phylum;accepted;Chromista;Bacillariophyta;None;None;None;None;Nan;Celestun_247;Fitoplanctofag.
243;Phytoplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Fitoplancton
244;Insecta;Insecta;1307.0;Subclass;accepted;Animalia;Arthropoda;Hexapoda;None;None;None;Nan;Celestun_247;Insectos
245;Malacostraca;Malacostraca;1071.0;Class;accepted;Animalia;Arthropoda;Malacostraca;None;None;None;Nan;Celestun_247;Macrocrustaceos
246;Ruppia maritima;Ruppia maritima;234031.0;Species;accepted;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Ruppiaceae;Ruppia;Ruppia maritima;Celestun_247;Macrofitas
247;Microcrustacea;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Microcrustaceos
248;Mollusca;Mollusca;51.0;Phylum;accepted;Animalia;Mollusca;None;None;None;None;Nan;Celestun_247;Moluscus
249;Lutjanidae;Lutjanidae;151453.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;None;Nan;Celestun_247;Omnivoros
250;Gerreidae;Gerreidae;151456.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;None;Nan;Celestun_247;Otros peces
251;Sphyraenidae;Sphyraenidae;125565.0;Family;accepted;Animalia;Chordata;Teleostei;Carangaria incertae sedis;Sphyraenidae;None;Nan;Celestun_247;Piscivoros
252;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Celestun_247;Poliquetos
253;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Celestun_247;Zooplanktofagos
254;Zooplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Celestun_247;Zooplankton
255;Carangidae;Carangidae;125523.0;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan;Central_Gulf_of_California_239;Carangidae
256;Clupeidae;Clupeidae;125464.0;Family;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;None;Nan;Central_Gulf_of_California_239;Clupaeidae
257;Brachyura;Brachyura;106673.0;Infraorder;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan;Central_Gulf_of_California_239;Crabs
258;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Detritus
259;Pisces;Pisces;11676.0;Superclass;unaccepted;Animalia;Chordata;None;None;None;None;Nan;Central_Gulf_of_California_239;Discarded fish
260;Haemulidae;Haemulidae;125538.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;None;Nan;Central_Gulf_of_California_239;Haemulidae
261;Lutjanidae;Lutjanidae;151453.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;None;Nan;Central_Gulf_of_California_239;Lutjanidae
262;Meiobenthos;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Meiobenthos
263;Myctophidae;Myctophidae;125498.0;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan;Central_Gulf_of_California_239;Myctophidae
264;Actinopterygii;Actinopterygii;10194.0;Gigaclass;accepted;Animalia;Chordata;None;None;None;None;Nan;Central_Gulf_of_California_239;Other fish
265;Malacostraca;Malacostraca;1071.0;Class;accepted;Animalia;Arthropoda;Malacostraca;None;None;None;Nan;Central_Gulf_of_California_239;Other macrocrus
266;Mollusca;Mollusca;51.0;Phylum;accepted;Animalia;Mollusca;None;None;None;None;Nan;Central_Gulf_of_California_239;Other molluscs
267;Paralichthyidae;Paralichthyidae;154168.0;Family;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Paralichthyidae;None;Nan;Central_Gulf_of_California_239;Paralichthydae
268;Phytoplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Phytoplankton
269;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Central_Gulf_of_California_239;Polychaeta
270;Pleuroncodes planipes;Pleuroncodes planipes;392683.0;Species;junior objective synonym;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Pleuroncodes;Pleuroncodes planipes;Central_Gulf_of_California_239;Red crab
271;Sciaenidae;Sciaenidae;125558.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;None;Nan;Central_Gulf_of_California_239;Sciaenidae
272;Scombridae;Scombridae;125559.0;Family;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;None;Nan;Central_Gulf_of_California_239;Scombridae
273;Scorpaenidae;Scorpaenidae;125595.0;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Scorpaenidae;None;Nan;Central_Gulf_of_California_239;Scorp/Triglidae
274;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Central_Gulf_of_California_239;Sea birds
275;Mammalia;Mammalia;1837.0;Class;accepted;Animalia;Chordata;Mammalia;None;None;None;Nan;Central_Gulf_of_California_239;Sea mammals
276;Serranidae;Serranidae;125561.0;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Serranidae;None;Nan;Central_Gulf_of_California_239;Serranidae
277;Elasmobranchii;Elasmobranchii;10193.0;Class;accepted;Animalia;Chordata;Elasmobranchii;None;None;None;Nan;Central_Gulf_of_California_239;Sharks / Rays
278;Penaeidae;Penaeidae;106727.0;Family;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;None;Nan;Central_Gulf_of_California_239;Shrimp
279;Teuthida;Teuthida;11716.0;Order;nomen dubium;Animalia;Mollusca;Cephalopoda;Teuthida;None;None;Nan;Central_Gulf_of_California_239;Squid
280;Stomatopoda;Stomatopoda;14355.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Stomatopoda;None;None;Nan;Central_Gulf_of_California_239;Stomatopods
281;Zooplankton;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Central_Gulf_of_California_239;Zooplankton
282;Mysticeti;Mysticeti;148724.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Denmark_Faroe_Islands_46;Baleen whales
283;Benthos;Benthosaurus;296146.0;Genus;junior subjective synonym;Animalia;Chordata;Teleostei;Aulopiformes;Ipnopidae;Benthosaurus;Nan;Denmark_Faroe_Islands_46;Benthos
284;Micromesistius poutassou;Micromesistius poutassou;126439.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Micromesistius;Micromesistius poutassou;Denmark_Faroe_Islands_46;Blue Whiting
285;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Denmark_Faroe_Islands_46;Cod
286;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Denmark_Faroe_Islands_46;Detritus
287;Reinhardtius hippoglossoides;Reinhardtius hippoglossoides;127144.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;Denmark_Faroe_Islands_46;Greenland Halibut
288;Melanogrammus aeglefinus;Melanogrammus aeglefinus;126437.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus;Denmark_Faroe_Islands_46;Haddock
289;Clupea harengus;Clupea harengus;126417.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea harengus;Denmark_Faroe_Islands_46;Herring
290;Calanus finmarchicus;Calanus finmarchicus;104464.0;Species;accepted;Animalia;Arthropoda;Copepoda;Calanoida;Calanidae;Calanus;Calanus finmarchicus;Denmark_Faroe_Islands_46;Lrg. Zooplankton
291;Scomber scombrus;Scomber scombrus;127023.0;Species;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus;Denmark_Faroe_Islands_46;Mackerel
292;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Denmark_Faroe_Islands_46;Nekton
293;Macrouridae;Macrouridae;125471.0;Family;accepted;Animalia;Chordata;Teleostei;Gadiformes;Macrouridae;None;Nan;Denmark_Faroe_Islands_46;Other deep water
294;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Denmark_Faroe_Islands_46;Other demersal fish
295;Pisces;Pisces;11676.0;Superclass;unaccepted;Animalia;Chordata;None;None;None;None;Nan;Denmark_Faroe_Islands_46;Other pelagics
296;Bacillariophyta;Bacillariophyta;148898.0;Phylum;accepted;Chromista;Bacillariophyta;None;None;None;None;Nan;Denmark_Faroe_Islands_46;Phytoplankton
297;Sebastes;Sebastes;126175.0;Genus;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Nan;Denmark_Faroe_Islands_46;Redfish
298;Pollachius virens;Pollachius virens;126441.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;Pollachius virens;Denmark_Faroe_Islands_46;Saithe
299;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Denmark_Faroe_Islands_46;Seabirds
300;Oithona similis;Oithona similis;106656.0;Species;accepted;Animalia;Arthropoda;Copepoda;Cyclopoida;Oithonidae;Oithona;Oithona similis;Denmark_Faroe_Islands_46;Sm. Zooplankton
301;Odontoceti;Odontoceti;148723.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Denmark_Faroe_Islands_46;Toothed mammals
302;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;Eastern_Bering_Sea_183;Adult pollock
303;Mysticeti;Mysticeti;148724.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Eastern_Bering_Sea_183;Baleen whales
304;Ziphiidae;Ziphiidae;136986.0;Family;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Ziphiidae;None;Nan;Eastern_Bering_Sea_183;Beaked whales
305;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Eastern_Bering_Sea_183;Benth. Par. feeders
306;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;Eastern_Bering_Sea_183;Cephalopods
307;Antimora rostrata;Antimora rostrata;126486.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Moridae;Antimora;Antimora rostrata;Eastern_Bering_Sea_183;Deepwater fish
308;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Eastern_Bering_Sea_183;Detritus
309;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Eastern_Bering_Sea_183;Epifauna
310;Calanoida;Calanoida;1100.0;Order;accepted;Animalia;Arthropoda;Copepoda;Calanoida;None;None;Nan;Eastern_Bering_Sea_183;Herb. Zoops
311;Annelida;Annelida;882.0;Phylum;accepted;Animalia;Annelida;None;None;None;None;Nan;Eastern_Bering_Sea_183;Infauna
312;Scyphozoa;Scyphozoa;135220.0;Class;accepted;Animalia;Cnidaria;Scyphozoa;None;None;None;Nan;Eastern_Bering_Sea_183;Jellyfish
313;Gadus chalcogrammus;Gadus chalcogrammus;300735.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;Eastern_Bering_Sea_183;Juvenile Pollock
314;Euphausiacea;Euphausiacea;1128.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Euphausiacea;None;None;Nan;Eastern_Bering_Sea_183;Large Zoops
315;Hippoglossus stenolepis;Hippoglossus stenolepis;274290.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;Eastern_Bering_Sea_183;Large flatfish
316;Gadidae;Gadidae;125469.0;Family;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;None;Nan;Eastern_Bering_Sea_183;Other demersal fish
317;Carangidae;Carangidae;125523.0;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;None;Nan;Eastern_Bering_Sea_183;Pelagics
318;Bacillariophyceae;Bacillariophyceae;148899.0;Class;accepted;Chromista;Heterokontophyta;Bacillariophyceae;None;None;None;Nan;Eastern_Bering_Sea_183;Phytoplankton
319;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Eastern_Bering_Sea_183;Pisc. Birds
320;Phocidae;Phocidae;136976.0;Family;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;None;Nan;Eastern_Bering_Sea_183;Seals
321;Limanda aspera;Limanda aspera;254562.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Limanda;Limanda aspera;Eastern_Bering_Sea_183;Small flatfish
322;Physeter macrocephalus;Physeter macrocephalus;137119.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Physeteridae;Physeter;Physeter macrocephalus;Eastern_Bering_Sea_183;Sperm whales
323;Eumetopias jubatus;Eumetopias jubatus;254999.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;Eastern_Bering_Sea_183;Steller sea lions
