Unnamed: 0;file_name;node;IsAlive_chatgpt;Taxonomic Level_chatgpt;class_chatgpt_separate_session;family_chatgpt_separate_session;genus_chatgpt_separate_session;kingdom_chatgpt_separate_session;order_chatgpt_separate_session;phylum_chatgpt_separate_session;species_chatgpt_separate_session;IsAlive_x;kingdom_chatgpt;phylum_chatgpt;class_chatgpt;order_chatgpt;family_chatgpt;genus_chatgpt;species_chatgpt;kingdom_baseline;phylum_baseline;class_baseline;order_baseline;family_baseline;genus_baseline;species_baseline;IsAlive_y
254.0;celestun_247;zooplankton;True;Class;;;;Animalia;;;;True;Animalia;;;;;;;Animalia;;;;;;;True
255.0;central_gulf_of_california_239;carangidae;True;Family;Actinopterygii;Carangidae;;Animalia;Carangiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Carangiformes;Carangidae;Caranx;Caranx caballus;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;;;True
256.0;central_gulf_of_california_239;clupaeidae;True;Family;Actinopterygii;Clupeidae;;Animalia;Clupeiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;;;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;;;True
257.0;central_gulf_of_california_239;crabs;True;Order;Malacostraca;;;Animalia;Decapoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Animalia;Arthropoda;Malacostraca;Decapoda;;;;True
260.0;central_gulf_of_california_239;haemulidae;True;Family;Actinopterygii;Haemulidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;;;True
261.0;central_gulf_of_california_239;lutjanidae;True;Family;Actinopterygii;Lutjanidae;;Animalia;Lutjaniformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Lutjaniformes;Lutjanidae;;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;;;True
262.0;central_gulf_of_california_239;meiobenthos;True;Phylum;;;;Various;;Various;;True;Various;Various;Various;Various;Various;Various;Various;Animalia;;;;;;;True
263.0;central_gulf_of_california_239;myctophidae;True;Family;Actinopterygii;Myctophidae;;Animalia;Myctophiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Myctophiformes;Myctophidae;;;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;;;True
264.0;central_gulf_of_california_239;other fish;True;Family;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;;;;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
265.0;central_gulf_of_california_239;other macrocrus;True;Class;Malacostraca;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;;;;;Animalia;Arthropoda;;;;;;True
266.0;central_gulf_of_california_239;other molluscs;True;Phylum;;;;Animalia;;Mollusca;;True;Animalia;Mollusca;;;;;;Animalia;Mollusca;;;;;;True
267.0;central_gulf_of_california_239;paralichthydae;True;Family;Actinopterygii;Paralichthyidae;;Animalia;Pleuronectiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Paralichthyidae;;;Animalia;Chordata;Teleostei;Pleuronectiformes;Paralichthyidae;;;True
269.0;central_gulf_of_california_239;polychaeta;True;Class;Polychaeta;;;Animalia;;Annelida;;True;Animalia;Annelida;Polychaeta;;;;;Animalia;Annelida;Polychaeta;;;;;True
270.0;central_gulf_of_california_239;red crab;True;Species;Malacostraca;Munididae;Pleuroncodes;Animalia;Decapoda;Arthropoda;planipes;True;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Pleuroncodes;planipes;Animalia;Arthropoda;Malacostraca;Decapoda;Munididae;Grimothea;Grimothea planipes;True
271.0;central_gulf_of_california_239;sciaenidae;True;Family;Actinopterygii;Sciaenidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Sciaenidae;Cynoscion;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;;;True
272.0;central_gulf_of_california_239;scombridae;True;Family;Actinopterygii;Scombridae;;Animalia;Scombriformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Scombriformes;Scombridae;Thunnus;Thunnus albacares;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;;;True
273.0;central_gulf_of_california_239;scorp/triglidae;True;Family;Actinopterygii;Scorpaenidae;;Animalia;Scorpaeniformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
274.0;central_gulf_of_california_239;sea birds;True;Class;Aves;;;Animalia;;Chordata;;True;Animalia;Chordata;Aves;;;;;Animalia;Chordata;Aves;;;;;True
275.0;central_gulf_of_california_239;sea mammals;True;Class;Mammalia;;;Animalia;;Chordata;;True;Animalia;Chordata;Mammalia;;;;;Animalia;Chordata;Mammalia;;;;;True
276.0;central_gulf_of_california_239;serranidae;True;Family;Actinopterygii;Serranidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Epinephelus;Epinephelus labriformis;Animalia;Chordata;Teleostei;Perciformes;Serranidae;;;True
277.0;central_gulf_of_california_239;sharks / rays;True;Class;Chondrichthyes;;;Animalia;;Chordata;;True;Animalia;Chordata;Chondrichthyes;;;;;Animalia;Chordata;Elasmobranchii;;;;;True
278.0;central_gulf_of_california_239;shrimp;True;Order;Malacostraca;;;Animalia;Decapoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;;;Animalia;Arthropoda;Malacostraca;Decapoda;;;;True
279.0;central_gulf_of_california_239;squid;True;Class;Cephalopoda;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Dosidicus;Dosidicus gigas;Animalia;Mollusca;Cephalopoda;;;;;True
280.0;central_gulf_of_california_239;stomatopods;True;Order;Malacostraca;;;Animalia;Stomatopoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Stomatopoda;;Squilla;Squilla empusa;Animalia;Arthropoda;Malacostraca;Stomatopoda;;;;True
281.0;central_gulf_of_california_239;zooplankton;True;Phylum;;;;Various;;Various;;True;Various;Various;Various;Various;Various;Various;Various;Animalia;;;;;;;True
282.0;denmark_faroe_islands_46;baleen whales;True;Order;Mammalia;;;Animalia;Cetacea;Chordata;;True;Animalia;Chordata;Mammalia;Cetacea;;;;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;True
283.0;denmark_faroe_islands_46;benthos;True;Phylum;;;;Animalia;;;;True;Animalia;;;;;;;Animalia;;;;;;;True
284.0;denmark_faroe_islands_46;blue whiting;True;Species;Actinopterygii;Gadidae;Micromesistius;Animalia;Gadiformes;Chordata;Micromesistius poutassou;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Micromesistius;Micromesistius poutassou;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Micromesistius;Micromesistius poutassou;True
285.0;denmark_faroe_islands_46;cod;True;Species;Actinopterygii;Gadidae;Gadus;Animalia;Gadiformes;Chordata;Gadus morhua;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Gadus;Gadus morhua;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;True
287.0;denmark_faroe_islands_46;greenland halibut;True;Species;Actinopterygii;Pleuronectidae;Reinhardtius;Animalia;Pleuronectiformes;Chordata;Reinhardtius hippoglossoides;True;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;True
288.0;denmark_faroe_islands_46;haddock;True;Species;Actinopterygii;Gadidae;Melanogrammus;Animalia;Gadiformes;Chordata;Melanogrammus aeglefinus;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus;True
289.0;denmark_faroe_islands_46;herring;True;Species;Actinopterygii;Clupeidae;Clupea;Animalia;Clupeiformes;Chordata;Clupea harengus;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Clupea;Clupea harengus;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea harengus;True
290.0;denmark_faroe_islands_46;lrg. zooplankton;True;Phylum;;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;Hexanauplia;Calanoida;Calanidae;Calanus;Calanus finmarchicus;Animalia;;;;;;;True
291.0;denmark_faroe_islands_46;mackerel;True;Species;Actinopterygii;Scombridae;Scomber;Animalia;Scombriformes;Chordata;Scomber scombrus;True;Animalia;Chordata;Actinopterygii;Scombriformes;Scombridae;Scomber;Scomber scombrus;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus;True
292.0;denmark_faroe_islands_46;nekton;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Gadus;Gadus morhua;Animalia;;;;;;;True
293.0;denmark_faroe_islands_46;other deep water;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Gadiformes;Macrouridae;Coryphaenoides;Coryphaenoides rupestris;Animalia;;;;;;;True
294.0;denmark_faroe_islands_46;other demersal fish;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Gadus;Gadus morhua;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
295.0;denmark_faroe_islands_46;other pelagics;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;;;;;Animalia;;;;;;;True
297.0;denmark_faroe_islands_46;redfish;True;Species;Actinopterygii;Sebastidae;Sebastes;Animalia;Scorpaeniformes;Chordata;Sebastes mentella;True;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Sebastidae;Sebastes;Sebastes mentella;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;;True
298.0;denmark_faroe_islands_46;saithe;True;Species;Actinopterygii;Gadidae;Pollachius;Animalia;Gadiformes;Chordata;Pollachius virens;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Pollachius;Pollachius virens;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Pollachius;Pollachius virens;True
299.0;denmark_faroe_islands_46;seabirds;True;Class;Aves;;;Animalia;;Chordata;;True;Animalia;Chordata;Aves;;;;;Animalia;Chordata;Aves;;;;;True
300.0;denmark_faroe_islands_46;sm. zooplankton;True;Phylum;;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;Copepoda;Cyclopoida;Oithonidae;Oithona;Oithona similis;Animalia;;;;;;;True
301.0;denmark_faroe_islands_46;toothed mammals;True;Order;Mammalia;;;Animalia;Cetacea;Chordata;;True;Animalia;Chordata;Mammalia;Cetacea;;;;Animalia;Chordata;Mammalia;;;;;True
302.0;eastern_bering_sea_183;adult pollock;True;Species;Actinopterygii;Gadidae;Gadus;Animalia;Gadiformes;Chordata;Gadus chalcogrammus;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;True
303.0;eastern_bering_sea_183;baleen whales;True;Order;Mammalia;;;Animalia;Cetacea (Mysticeti/suborder);Chordata;;True;Animalia;Chordata;Mammalia;Cetacea (Mysticeti/suborder);Eschrichtiidae;Eschrichtius;Eschrichtius robustus;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;True
304.0;eastern_bering_sea_183;beaked whales;True;Family;Mammalia;Ziphiidae;;Animalia;Cetacea;Chordata;;True;Animalia;Chordata;Mammalia;Cetacea;Ziphiidae;Berardius;Berardius bairdii;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;True
305.0;eastern_bering_sea_183;benth. par. feeders;True;Class;Various;;;Animalia;;"Various (Mollusca; Annelida; Arthropoda; Echinodermata)";;True;Animalia;"Various (Mollusca; Annelida; Arthropoda; Echinodermata)";Various;;;Various;;Animalia;;;;;;;True
306.0;eastern_bering_sea_183;cephalopods;True;Class;Cephalopoda;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Cephalopoda;"Various (Teuthida; Octopoda)";Various;Various;;Animalia;Mollusca;Cephalopoda;Oegopsida;Gonatidae;Berryteuthis;Berryteuthis magister;True
307.0;eastern_bering_sea_183;deepwater fish;True;Order;Actinopterygii;;;Animalia;Gadiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Gadiformes;Moridae;Antimora;Antimora microlepis;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
309.0;eastern_bering_sea_183;epifauna;True;Phylum;;;;Animalia;;"Various (Echinodermata; Arthropoda; Porifera; Cnidaria)";;True;Animalia;"Various (Echinodermata; Arthropoda; Porifera; Cnidaria)";Various;;;Various;;Animalia;;;;;;;True
310.0;eastern_bering_sea_183;herb. zoops;True;Order;Copepoda;;;Animalia;Calanoida;Arthropoda;;True;Animalia;Arthropoda;Copepoda;Calanoida;Calanidae;Calanus;Calanus glacialis;Animalia;;;;;;;True
311.0;eastern_bering_sea_183;infauna;True;Phylum;;;;Animalia;;"Various (Annelida; Mollusca; Arthropoda)";;True;Animalia;"Various (Annelida; Mollusca; Arthropoda)";Various;;;Various;;Animalia;;;;;;;True
312.0;eastern_bering_sea_183;jellyfish;True;Class;Scyphozoa;;;Animalia;;Cnidaria;;True;Animalia;Cnidaria;Scyphozoa;Semaeostomeae;Various;Various;;Animalia;Cnidaria;Scyphozoa;Semaeostomeae;Pelagiidae;Chrysaora;Chrysaora melanaster;True
313.0;eastern_bering_sea_183;juvenile pollock;True;Species;Actinopterygii;Gadidae;Gadus;Animalia;Gadiformes;Chordata;Gadus chalcogrammus;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus chalcogrammus;True
315.0;eastern_bering_sea_183;large flatfish;True;Order;Actinopterygii;;;Animalia;Pleuronectiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis;Animalia;Chordata;Teleostei;Carangiformes;;;;True
314.0;eastern_bering_sea_183;large zoops;True;Order;Malacostraca;;;Animalia;Euphausiacea;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Thysanoessa;Thysanoessa raschii;Animalia;;;;;;;True
316.0;eastern_bering_sea_183;other demersal fish;True;Order;Actinopterygii;;;Animalia;Scorpaeniformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Anoplopomatidae;Anoplopoma;Anoplopoma fimbria;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
317.0;eastern_bering_sea_183;pelagics;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Clupea;Clupea pallasii;Animalia;;;;;;;True
319.0;eastern_bering_sea_183;pisc. birds;True;Class;Aves;;;Animalia;;Chordata;;True;Animalia;Chordata;Aves;Charadriiformes;Alcidae;Uria;Uria lomvia;Animalia;Chordata;Aves;;;;;True
320.0;eastern_bering_sea_183;seals;True;Family;Mammalia;Phocidae;;Animalia;Carnivora;Chordata;;True;Animalia;Chordata;Mammalia;Carnivora;Phocidae;;;Animalia;Chordata;Mammalia;Carnivora;;;;True
321.0;eastern_bering_sea_183;small flatfish;True;Family;Actinopterygii;Pleuronectidae;;Animalia;Pleuronectiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Pleuronectidae;Limanda;Limanda aspera;Animalia;Chordata;Teleostei;Carangiformes;;;;True
322.0;eastern_bering_sea_183;sperm whales;True;Species;Mammalia;Physeteridae;Physeter;Animalia;Cetacea;Chordata;Physeter macrocephalus;True;Animalia;Chordata;Mammalia;Cetacea;Physeteridae;Physeter;Physeter macrocephalus;Animalia;Chordata;Mammalia;Cetartiodactyla;Physeteridae;Physeter;Physeter macrocephalus;True
323.0;eastern_bering_sea_183;steller sea lions;True;Species;Mammalia;Otariidae;Eumetopias;Animalia;Carnivora;Chordata;Eumetopias jubatus;True;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias jubatus;True
324.0;eastern_bering_sea_183;toothed whales;True;Order;Mammalia;;;Animalia;Cetacea (Odontoceti/suborder);Chordata;;True;Animalia;Chordata;Mammalia;Cetacea (Odontoceti/suborder);Delphinidae;Orcinus;Orcinus orca;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;True
326.0;eastern_bering_sea_183;"walrus &amp; bearded";True;Order;Mammalia;;;Animalia;Carnivora;Chordata;;True;Animalia;Chordata;Mammalia;Carnivora;Odobenidae / Phocidae;Odobenus / Erignathus;Odobenus rosmarus / Erignathus barbatus;Animalia;Chordata;Mammalia;Carnivora;;;;True
327.0;galapagos_floreana_rocky_reef_48;anemones;True;Order;Anthozoa;;;Animalia;Actiniaria;Cnidaria;;True;Animalia;Cnidaria;Anthozoa;Actiniaria;;;;Animalia;Cnidaria;Hexacorallia;Actiniaria;Aiptasiidae;Aiptasia;;True
328.0;galapagos_floreana_rocky_reef_48;asteroids;True;Class;Asteroidea;;;Animalia;;Echinodermata;;True;Animalia;Echinodermata;Asteroidea;Forcipulatida;Heliasteridae;Heliaster;helianthus;Animalia;Echinodermata;Asteroidea;;;;;True
329.0;galapagos_floreana_rocky_reef_48;bacalao;True;Family;Actinopterygii;Gadidae;;Animalia;Gadiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Gadus;Gadus morhua;Animalia;Chordata;Teleostei;Perciformes;Epinephelidae;Mycteroperca;Mycteroperca olfax;True
330.0;galapagos_floreana_rocky_reef_48;benthic algae;True;Class;;;;Plantae;;;;True;Plantae;;;;;Sargassum;;Plantae;;;;;;;True
331.0;galapagos_floreana_rocky_reef_48;birds;True;Class;Aves;;;Animalia;;Chordata;;True;Animalia;Chordata;Aves;Suliformes;Sulidae;Sula;Sula nebouxii;Animalia;Chordata;Aves;;;;;True
332.0;galapagos_floreana_rocky_reef_48;carnivorous zooplankton;True;Phylum;;;;Animalia;;Chaetognatha;;True;Animalia;Chaetognatha;Sagittoidea;Aphragmophora;Sagittidae;Sagitta;Sagitta sp.;Animalia;;;;;;;True
333.0;galapagos_floreana_rocky_reef_48;chitons;True;Class;Polyplacophora;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Polyplacophora;Chitonida;Acanthopleuridae;Acanthopleura;Acanthopleura echinata;Animalia;Mollusca;Polyplacophora;;;;;True
334.0;galapagos_floreana_rocky_reef_48;detritivorous fish;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Kyphosidae;Kyphosus;Kyphosus elegans;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
336.0;galapagos_floreana_rocky_reef_48;eucidaris urchin;True;Genus;Echinoidea;Cidaridae;Eucidaris;Animalia;Cidaroida;Echinodermata;;True;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;Eucidaris thouarsii;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;;True
337.0;galapagos_floreana_rocky_reef_48;filter + suspension feeders;True;Class;;;;Animalia;;;;True;Animalia;;;;;;;Animalia;;;;;;;True
338.0;galapagos_floreana_rocky_reef_48;herbivorous zooplankton;True;Class;Copepoda;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;Copepoda;Calanoida;;Calanus;;Animalia;;;;;;;True
339.0;galapagos_floreana_rocky_reef_48;hexaplex gastropod;True;Genus;Gastropoda;Muricidae;Hexaplex;Animalia;Neogastropoda;Mollusca;;True;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;Hexaplex;Hexaplex sp.;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;Hexaplex;;True
340.0;galapagos_floreana_rocky_reef_48;large benthic invertebrate eaters;True;Class;Cephalopoda;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus spp.;Animalia;;;;;;;True
341.0;galapagos_floreana_rocky_reef_48;lytechinus urchin;True;Genus;Echinoidea;Toxopneustidae;Lytechinus;Animalia;Camarodonta;Echinodermata;;True;Animalia;Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Lytechinus;;Animalia;Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Lytechinus;;True
342.0;galapagos_floreana_rocky_reef_48;marine iguana;True;Species;Reptilia;Iguanidae;Amblyrhynchus;Animalia;Squamata;Chordata;Amblyrhynchus cristatus;True;Animalia;Chordata;Reptilia;Squamata;Iguanidae;Amblyrhynchus;Amblyrhynchus cristatus;Animalia;Chordata;;Sauria;Iguanidae;Amblyrhynchus;Amblyrhynchus cristatus;True
344.0;galapagos_floreana_rocky_reef_48;non-commercial reef predators;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;;;Animalia;;;;;;;True
345.0;galapagos_floreana_rocky_reef_48;octopods;True;Order;Cephalopoda;;;Animalia;Octopoda;Mollusca;;True;Animalia;Mollusca;Cephalopoda;Octopoda;;;;Animalia;Mollusca;Cephalopoda;Octopoda;;;;True
346.0;galapagos_floreana_rocky_reef_48;omnivorous reef fishes;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Labriformes;Labridae;Thalassoma;lucasanum;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
347.0;galapagos_floreana_rocky_reef_48;other commercial reef predators;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Epinephelus;Epinephelus labriformis;Animalia;;;;;;;True
348.0;galapagos_floreana_rocky_reef_48;other herbivorous fish;True;Family;Actinopterygii;Kyphosidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Kyphosidae;Kyphosus;Kyphosus elegans;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
349.0;galapagos_floreana_rocky_reef_48;other sea cucumbers;True;Class;Holothuroidea;;;Animalia;;Echinodermata;;True;Animalia;Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Holothuria;Holothuria atra;Animalia;Echinodermata;Holothuroidea;;;;;True
350.0;galapagos_floreana_rocky_reef_48;other urchins;True;Class;Echinoidea;;;Animalia;;Echinodermata;;True;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;Eucidaris galapagensis;Animalia;Echinodermata;Echinoidea;;;;;True
351.0;galapagos_floreana_rocky_reef_48;parrotfishes;True;Family;Actinopterygii;Scaridae;;Animalia;Labriformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Labriformes;Scaridae;Scarus;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;;;True
352.0;galapagos_floreana_rocky_reef_48;pelagic planktivores;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax;Animalia;;;;;;;True
353.0;galapagos_floreana_rocky_reef_48;pelagic predators;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Scombriformes;Scombridae;Thunnus;Thunnus albacares;Animalia;;;;;;;True
354.0;galapagos_floreana_rocky_reef_48;pepino sea cucumber;True;Species;Holothuroidea;Stichopodidae;Isostichopus;Animalia;Holothuriida;Echinodermata;Isostichopus fuscus;True;Animalia;Echinodermata;Holothuroidea;Holothuriida;Stichopodidae;Isostichopus;Isostichopus fuscus;Animalia;Echinodermata;Holothuroidea;Synallactida;Stichopodidae;Isostichopus;Isostichopus fuscus;True
356.0;galapagos_floreana_rocky_reef_48;planktivorous reef fish;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chromis;Chromis atrilobata;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
357.0;galapagos_floreana_rocky_reef_48;sea lions;True;Species;Mammalia;Otariidae;Zalophus;Animalia;Carnivora;Chordata;Zalophus wollebaeki;True;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus wollebaeki;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus wollebaeki;True
358.0;galapagos_floreana_rocky_reef_48;sea turtles;True;Family;Reptilia;Cheloniidae;;Animalia;Testudines;Chordata;;True;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Animalia;Chordata;;Testudines;Cheloniidae;Chelonia;Chelonia mydas;True
359.0;galapagos_floreana_rocky_reef_48;sharks;True;Class;Chondrichthyes;;;Animalia;;Chordata;;True;Animalia;Chordata;Chondrichthyes;;;;;Animalia;Chordata;Elasmobranchii;;;;;True
360.0;galapagos_floreana_rocky_reef_48;shrimps and small crabs;True;Order;Malacostraca;;;Animalia;Decapoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Animalia;Arthropoda;Malacostraca;Decapoda;;;;True
361.0;galapagos_floreana_rocky_reef_48;slipper lobster;True;Family;Malacostraca;Scyllaridae;;Animalia;Decapoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;Scyllaridae;Scyllarides;;Animalia;Arthropoda;Malacostraca;Decapoda;Scyllaridae;Scyllarides;Scyllarides astori;True
362.0;galapagos_floreana_rocky_reef_48;small benthic invertebrate eaters;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Gobiiformes;Gobiidae;;;Animalia;;;;;;;True
363.0;galapagos_floreana_rocky_reef_48;small crustaceans;True;Class;;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;;;;;;Animalia;Arthropoda;;;;;;True
364.0;galapagos_floreana_rocky_reef_48;small gastropods;True;Class;Gastropoda;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Gastropoda;Trochida;Tegulidae;Tegula;Tegula atra;Animalia;Mollusca;Gastropoda;;;;;True
365.0;galapagos_floreana_rocky_reef_48;spiny lobsters;True;Family;Malacostraca;Palinuridae;;Animalia;Decapoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;;True
366.0;galapagos_floreana_rocky_reef_48;stony corals;True;Order;Anthozoa;;;Animalia;Scleractinia;Cnidaria;;True;Animalia;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;Porites lobata;Animalia;Cnidaria;Hexacorallia;Scleractinia;;;;True
367.0;galapagos_floreana_rocky_reef_48;toothed cetaceans;True;Order;Mammalia;;;Animalia;Cetacea;Chordata;;True;Animalia;Chordata;Mammalia;Cetacea;;Tursiops;Tursiops truncatus;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;True
