,file_name,node,IsAlive_chatgpt,Taxonomic Level_chatgpt,class_chatgpt,family_chatgpt,genus_chatgpt,kingdom_chatgpt,order_chatgpt,phylum_chatgpt,species_chatgpt
235,British_Columbia_Coast_478,yellowfin sole,True,Species,Actinopterygii,Pleuronectidae,Limanda,Animalia,Pleuronectiformes,Chordata,Limanda aspera
236,Celestun_247,Con.mic.zoo.fit,True,Class,Malacostraca,,,Animalia,,Arthropoda,
237,Celestun_247,Con.micro.zoopl,True,Class,Sagittoidea,,,Animalia,,Chaetognatha,
238,Celestun_247,Con.microcr.zoo,True,Class,Copepoda,,,Animalia,,Arthropoda,
239,Celestun_247,Cons.mic.fitopl,True,Phylum,,,,Animalia,,Arthropoda,
240,Celestun_247,Cons.microrustr,True,Class,Malacostraca,,,Animalia,,Arthropoda,
241,Celestun_247,Detritus,False,Kingdom,,,,,,,
242,Celestun_247,Fitoplanctofag.,True,Phylum,,,,Chromista,,Bacillariophyta,
243,Celestun_247,Fitoplancton,True,Phylum,,,,Eukaryota,,,
244,Celestun_247,Insectos,True,Class,Insecta,,,Animalia,,Arthropoda,
245,Celestun_247,Macrocrustaceos,True,Class,Malacostraca,,,Animalia,,Arthropoda,
246,Celestun_247,Macrofitas,True,Phylum,,,,Plantae,,Tracheophyta,
247,Celestun_247,Microcrustaceos,True,Class,Copepoda,,,Animalia,,Arthropoda,
248,Celestun_247,Moluscus,True,Phylum,,,,Animalia,,Mollusca,
249,Celestun_247,Omnivoros,True,Class,Actinopterygii,,,Animalia,,Chordata,
250,Celestun_247,Otros peces,True,Class,Actinopterygii,,,Animalia,,Chordata,
251,Celestun_247,Piscivoros,True,Class,Actinopterygii,,,Animalia,,Chordata,
252,Celestun_247,Poliquetos,True,Class,Polychaeta,,,Animalia,,Annelida,
253,Celestun_247,Zooplanktofagos,True,Class,Actinopterygii,,,Animalia,,Chordata,
254,Celestun_247,Zooplankton,True,Class,,,,Animalia,,,
255,Central_Gulf_of_California_239,Carangidae,True,Family,Actinopterygii,Carangidae,,Animalia,Carangiformes,Chordata,
256,Central_Gulf_of_California_239,Clupaeidae,True,Family,Actinopterygii,Clupeidae,,Animalia,Clupeiformes,Chordata,
257,Central_Gulf_of_California_239,Crabs,True,Order,Malacostraca,,,Animalia,Decapoda,Arthropoda,
258,Central_Gulf_of_California_239,Detritus,False,Kingdom,,,,,,,
259,Central_Gulf_of_California_239,Discarded fish,False,Class,Actinopterygii,,,Animalia,,Chordata,
260,Central_Gulf_of_California_239,Haemulidae,True,Family,Actinopterygii,Haemulidae,,Animalia,Perciformes,Chordata,
261,Central_Gulf_of_California_239,Lutjanidae,True,Family,Actinopterygii,Lutjanidae,,Animalia,Lutjaniformes,Chordata,
262,Central_Gulf_of_California_239,Meiobenthos,True,Phylum,,,,Various,,Various,
263,Central_Gulf_of_California_239,Myctophidae,True,Family,Actinopterygii,Myctophidae,,Animalia,Myctophiformes,Chordata,
264,Central_Gulf_of_California_239,Other fish,True,Family,Actinopterygii,,,Animalia,,Chordata,
265,Central_Gulf_of_California_239,Other macrocrus,True,Class,Malacostraca,,,Animalia,,Arthropoda,
266,Central_Gulf_of_California_239,Other molluscs,True,Phylum,,,,Animalia,,Mollusca,
267,Central_Gulf_of_California_239,Paralichthydae,True,Family,Actinopterygii,Paralichthyidae,,Animalia,Pleuronectiformes,Chordata,
268,Central_Gulf_of_California_239,Phytoplankton,True,Phylum,,,,Various (Primarily Chromista/Prokaryota),,Various,
269,Central_Gulf_of_California_239,Polychaeta,True,Class,Polychaeta,,,Animalia,,Annelida,
270,Central_Gulf_of_California_239,Red crab,True,Species,Malacostraca,Munididae,Pleuroncodes,Animalia,Decapoda,Arthropoda,planipes
271,Central_Gulf_of_California_239,Sciaenidae,True,Family,Actinopterygii,Sciaenidae,,Animalia,Perciformes,Chordata,
272,Central_Gulf_of_California_239,Scombridae,True,Family,Actinopterygii,Scombridae,,Animalia,Scombriformes,Chordata,
273,Central_Gulf_of_California_239,Scorp/Triglidae,True,Family,Actinopterygii,Scorpaenidae,,Animalia,Scorpaeniformes,Chordata,
274,Central_Gulf_of_California_239,Sea birds,True,Class,Aves,,,Animalia,,Chordata,
275,Central_Gulf_of_California_239,Sea mammals,True,Class,Mammalia,,,Animalia,,Chordata,
276,Central_Gulf_of_California_239,Serranidae,True,Family,Actinopterygii,Serranidae,,Animalia,Perciformes,Chordata,
277,Central_Gulf_of_California_239,Sharks / Rays,True,Class,Chondrichthyes,,,Animalia,,Chordata,
278,Central_Gulf_of_California_239,Shrimp,True,Order,Malacostraca,,,Animalia,Decapoda,Arthropoda,
279,Central_Gulf_of_California_239,Squid,True,Class,Cephalopoda,,,Animalia,,Mollusca,
280,Central_Gulf_of_California_239,Stomatopods,True,Order,Malacostraca,,,Animalia,Stomatopoda,Arthropoda,
281,Central_Gulf_of_California_239,Zooplankton,True,Phylum,,,,Various,,Various,
282,Denmark_Faroe_Islands_46,Baleen whales,True,Order,Mammalia,,,Animalia,Cetacea,Chordata,
283,Denmark_Faroe_Islands_46,Benthos,True,Phylum,,,,Animalia,,,
284,Denmark_Faroe_Islands_46,Blue Whiting,True,Species,Actinopterygii,Gadidae,Micromesistius,Animalia,Gadiformes,Chordata,Micromesistius poutassou
285,Denmark_Faroe_Islands_46,Cod,True,Species,Actinopterygii,Gadidae,Gadus,Animalia,Gadiformes,Chordata,Gadus morhua
286,Denmark_Faroe_Islands_46,Detritus,False,Kingdom,,,,,,,
287,Denmark_Faroe_Islands_46,Greenland Halibut,True,Species,Actinopterygii,Pleuronectidae,Reinhardtius,Animalia,Pleuronectiformes,Chordata,Reinhardtius hippoglossoides
288,Denmark_Faroe_Islands_46,Haddock,True,Species,Actinopterygii,Gadidae,Melanogrammus,Animalia,Gadiformes,Chordata,Melanogrammus aeglefinus
289,Denmark_Faroe_Islands_46,Herring,True,Species,Actinopterygii,Clupeidae,Clupea,Animalia,Clupeiformes,Chordata,Clupea harengus
290,Denmark_Faroe_Islands_46,Lrg. Zooplankton,True,Phylum,,,,Animalia,,Arthropoda,
291,Denmark_Faroe_Islands_46,Mackerel,True,Species,Actinopterygii,Scombridae,Scomber,Animalia,Scombriformes,Chordata,Scomber scombrus
292,Denmark_Faroe_Islands_46,Nekton,True,Class,Actinopterygii,,,Animalia,,Chordata,
293,Denmark_Faroe_Islands_46,Other deep water,True,Class,Actinopterygii,,,Animalia,,Chordata,
294,Denmark_Faroe_Islands_46,Other demersal fish,True,Class,Actinopterygii,,,Animalia,,Chordata,
295,Denmark_Faroe_Islands_46,Other pelagics,True,Class,Actinopterygii,,,Animalia,,Chordata,
296,Denmark_Faroe_Islands_46,Phytoplankton,True,Phylum,,,,Eukaryota,,Haptophyta,
297,Denmark_Faroe_Islands_46,Redfish,True,Species,Actinopterygii,Sebastidae,Sebastes,Animalia,Scorpaeniformes,Chordata,Sebastes mentella
298,Denmark_Faroe_Islands_46,Saithe,True,Species,Actinopterygii,Gadidae,Pollachius,Animalia,Gadiformes,Chordata,Pollachius virens
299,Denmark_Faroe_Islands_46,Seabirds,True,Class,Aves,,,Animalia,,Chordata,
300,Denmark_Faroe_Islands_46,Sm. Zooplankton,True,Phylum,,,,Animalia,,Arthropoda,
301,Denmark_Faroe_Islands_46,Toothed mammals,True,Order,Mammalia,,,Animalia,Cetacea,Chordata,
302,Eastern_Bering_Sea_183,Adult pollock,True,Species,Actinopterygii,Gadidae,Gadus,Animalia,Gadiformes,Chordata,Gadus chalcogrammus
303,Eastern_Bering_Sea_183,Baleen whales,True,Order,Mammalia,,,Animalia,Cetacea (Mysticeti/suborder),Chordata,
304,Eastern_Bering_Sea_183,Beaked whales,True,Family,Mammalia,Ziphiidae,,Animalia,Cetacea,Chordata,
305,Eastern_Bering_Sea_183,Benth. Par. feeders,True,Class,Various,,,Animalia,,Various (Mollusca; Annelida; Arthropoda; Echinodermata),
306,Eastern_Bering_Sea_183,Cephalopods,True,Class,Cephalopoda,,,Animalia,,Mollusca,
307,Eastern_Bering_Sea_183,Deepwater fish,True,Order,Actinopterygii,,,Animalia,Gadiformes,Chordata,
308,Eastern_Bering_Sea_183,Detritus,False,Kingdom,,,,,,,
309,Eastern_Bering_Sea_183,Epifauna,True,Phylum,,,,Animalia,,Various (Echinodermata; Arthropoda; Porifera; Cnidaria),
310,Eastern_Bering_Sea_183,Herb. Zoops,True,Order,Copepoda,,,Animalia,Calanoida,Arthropoda,
311,Eastern_Bering_Sea_183,Infauna,True,Phylum,,,,Animalia,,Various (Annelida; Mollusca; Arthropoda),
312,Eastern_Bering_Sea_183,Jellyfish,True,Class,Scyphozoa,,,Animalia,,Cnidaria,
313,Eastern_Bering_Sea_183,Juvenile Pollock,True,Species,Actinopterygii,Gadidae,Gadus,Animalia,Gadiformes,Chordata,Gadus chalcogrammus
314,Eastern_Bering_Sea_183,Large Zoops,True,Order,Malacostraca,,,Animalia,Euphausiacea,Arthropoda,
315,Eastern_Bering_Sea_183,Large flatfish,True,Order,Actinopterygii,,,Animalia,Pleuronectiformes,Chordata,
316,Eastern_Bering_Sea_183,Other demersal fish,True,Order,Actinopterygii,,,Animalia,Scorpaeniformes,Chordata,
317,Eastern_Bering_Sea_183,Pelagics,True,Class,Actinopterygii,,,Animalia,,Chordata,
318,Eastern_Bering_Sea_183,Phytoplankton,True,Phylum,,,,Chromista,,Bacillariophyta,
319,Eastern_Bering_Sea_183,Pisc. Birds,True,Class,Aves,,,Animalia,,Chordata,
320,Eastern_Bering_Sea_183,Seals,True,Family,Mammalia,Phocidae,,Animalia,Carnivora,Chordata,
321,Eastern_Bering_Sea_183,Small flatfish,True,Family,Actinopterygii,Pleuronectidae,,Animalia,Pleuronectiformes,Chordata,
322,Eastern_Bering_Sea_183,Sperm whales,True,Species,Mammalia,Physeteridae,Physeter,Animalia,Cetacea,Chordata,Physeter macrocephalus
323,Eastern_Bering_Sea_183,Steller sea lions,True,Species,Mammalia,Otariidae,Eumetopias,Animalia,Carnivora,Chordata,Eumetopias jubatus
324,Eastern_Bering_Sea_183,Toothed whales,True,Order,Mammalia,,,Animalia,Cetacea (Odontoceti/suborder),Chordata,
325,Eastern_Bering_Sea_183,Walrus & bearded,,,,,,,,,
326,Eastern_Bering_Sea_183,Walrus &amp; bearded,True,Order,Mammalia,,,Animalia,Carnivora,Chordata,
327,Galapagos_Floreana_Rocky_Reef_48,Anemones,True,Order,Anthozoa,,,Animalia,Actiniaria,Cnidaria,
328,Galapagos_Floreana_Rocky_Reef_48,Asteroids,True,Class,Asteroidea,,,Animalia,,Echinodermata,
329,Galapagos_Floreana_Rocky_Reef_48,Bacalao,True,Family,Actinopterygii,Gadidae,,Animalia,Gadiformes,Chordata,
330,Galapagos_Floreana_Rocky_Reef_48,Benthic algae,True,Class,,,,Plantae,,,
331,Galapagos_Floreana_Rocky_Reef_48,Birds,True,Class,Aves,,,Animalia,,Chordata,
332,Galapagos_Floreana_Rocky_Reef_48,Carnivorous zooplankton,True,Phylum,,,,Animalia,,Chaetognatha,
333,Galapagos_Floreana_Rocky_Reef_48,Chitons,True,Class,Polyplacophora,,,Animalia,,Mollusca,
334,Galapagos_Floreana_Rocky_Reef_48,Detritivorous fish,True,Class,Actinopterygii,,,Animalia,,Chordata,
335,Galapagos_Floreana_Rocky_Reef_48,Detritus,False,Kingdom,,,,,,,
336,Galapagos_Floreana_Rocky_Reef_48,Eucidaris urchin,True,Genus,Echinoidea,Cidaridae,Eucidaris,Animalia,Cidaroida,Echinodermata,
337,Galapagos_Floreana_Rocky_Reef_48,Filter + suspension feeders,True,Class,,,,Animalia,,,
338,Galapagos_Floreana_Rocky_Reef_48,Herbivorous zooplankton,True,Class,Copepoda,,,Animalia,,Arthropoda,
339,Galapagos_Floreana_Rocky_Reef_48,Hexaplex gastropod,True,Genus,Gastropoda,Muricidae,Hexaplex,Animalia,Neogastropoda,Mollusca,
340,Galapagos_Floreana_Rocky_Reef_48,Large benthic invertebrate eaters,True,Class,Cephalopoda,,,Animalia,,Mollusca,
341,Galapagos_Floreana_Rocky_Reef_48,Lytechinus urchin,True,Genus,Echinoidea,Toxopneustidae,Lytechinus,Animalia,Camarodonta,Echinodermata,
342,Galapagos_Floreana_Rocky_Reef_48,Marine iguana,True,Species,Reptilia,Iguanidae,Amblyrhynchus,Animalia,Squamata,Chordata,Amblyrhynchus cristatus
343,Galapagos_Floreana_Rocky_Reef_48,Microphytobenthos,True,Class,Bacillariophyceae,,,Chromista,,Bacillariophyta,
344,Galapagos_Floreana_Rocky_Reef_48,Non-commercial reef predators,True,Class,Actinopterygii,,,Animalia,,Chordata,
345,Galapagos_Floreana_Rocky_Reef_48,Octopods,True,Order,Cephalopoda,,,Animalia,Octopoda,Mollusca,
346,Galapagos_Floreana_Rocky_Reef_48,Omnivorous reef fishes,True,Class,Actinopterygii,,,Animalia,,Chordata,
347,Galapagos_Floreana_Rocky_Reef_48,Other commercial reef predators,True,Class,Actinopterygii,,,Animalia,,Chordata,
348,Galapagos_Floreana_Rocky_Reef_48,Other herbivorous fish,True,Family,Actinopterygii,Kyphosidae,,Animalia,Perciformes,Chordata,
349,Galapagos_Floreana_Rocky_Reef_48,Other sea cucumbers,True,Class,Holothuroidea,,,Animalia,,Echinodermata,
350,Galapagos_Floreana_Rocky_Reef_48,Other urchins,True,Class,Echinoidea,,,Animalia,,Echinodermata,
351,Galapagos_Floreana_Rocky_Reef_48,Parrotfishes,True,Family,Actinopterygii,Scaridae,,Animalia,Labriformes,Chordata,
352,Galapagos_Floreana_Rocky_Reef_48,Pelagic planktivores,True,Class,Actinopterygii,,,Animalia,,Chordata,
353,Galapagos_Floreana_Rocky_Reef_48,Pelagic predators,True,Class,Actinopterygii,,,Animalia,,Chordata,
354,Galapagos_Floreana_Rocky_Reef_48,Pepino sea cucumber,True,Species,Holothuroidea,Stichopodidae,Isostichopus,Animalia,Holothuriida,Echinodermata,Isostichopus fuscus
355,Galapagos_Floreana_Rocky_Reef_48,Phytoplankton,True,Phylum,,,,,,,
356,Galapagos_Floreana_Rocky_Reef_48,Planktivorous reef fish,True,Class,Actinopterygii,,,Animalia,,Chordata,
357,Galapagos_Floreana_Rocky_Reef_48,Sea lions,True,Species,Mammalia,Otariidae,Zalophus,Animalia,Carnivora,Chordata,Zalophus wollebaeki
358,Galapagos_Floreana_Rocky_Reef_48,Sea turtles,True,Family,Reptilia,Cheloniidae,,Animalia,Testudines,Chordata,
359,Galapagos_Floreana_Rocky_Reef_48,Sharks,True,Class,Chondrichthyes,,,Animalia,,Chordata,
360,Galapagos_Floreana_Rocky_Reef_48,Shrimps and small crabs,True,Order,Malacostraca,,,Animalia,Decapoda,Arthropoda,
361,Galapagos_Floreana_Rocky_Reef_48,Slipper lobster,True,Family,Malacostraca,Scyllaridae,,Animalia,Decapoda,Arthropoda,
362,Galapagos_Floreana_Rocky_Reef_48,Small benthic invertebrate eaters,True,Class,Actinopterygii,,,Animalia,,Chordata,
363,Galapagos_Floreana_Rocky_Reef_48,Small crustaceans,True,Class,,,,Animalia,,Arthropoda,
364,Galapagos_Floreana_Rocky_Reef_48,Small gastropods,True,Class,Gastropoda,,,Animalia,,Mollusca,
365,Galapagos_Floreana_Rocky_Reef_48,Spiny lobsters,True,Family,Malacostraca,Palinuridae,,Animalia,Decapoda,Arthropoda,
366,Galapagos_Floreana_Rocky_Reef_48,Stony corals,True,Order,Anthozoa,,,Animalia,Scleractinia,Cnidaria,
367,Galapagos_Floreana_Rocky_Reef_48,Toothed cetaceans,True,Order,Mammalia,,,Animalia,Cetacea,Chordata,
368,Galapagos_Floreana_Rocky_Reef_48,Tripneustes urchin,True,Genus,Echinoidea,Toxopneustidae,Tripneustes,Animalia,Camarodonta,Echinodermata,
369,Galapagos_Floreana_Rocky_Reef_48,Worms and ophioroids,True,Phylum,,,,Animalia,,Mixed: Annelida; Echinodermata,
370,Grand_Banks_of_Newfoundland_105,Aplaice +35cm,True,Species,Actinopterygii,Pleuronectidae,Hippoglossoides,Animalia,Pleuronectiformes,Chordata,Hippoglossoides platessoides
371,Grand_Banks_of_Newfoundland_105,Aplaice<=35cm,True,Species,Actinopterygii,Pleuronectidae,Hippoglossoides,Animalia,Pleuronectiformes,Chordata,Hippoglossoides platessoides
372,Grand_Banks_of_Newfoundland_105,Arctic Squid,True,Species,Cephalopoda,Gonatidae,Gonatus,Animalia,Oegopsida,Mollusca,Gonatus fabricii
373,Grand_Banks_of_Newfoundland_105,Arctic cod,True,Species,Actinopterygii,Gadidae,Boreogadus,Animalia,Gadiformes,Chordata,Boreogadus saida
374,Grand_Banks_of_Newfoundland_105,Bivalves,True,Class,Bivalvia,,,Animalia,,Mollusca,
375,Grand_Banks_of_Newfoundland_105,Capelin,True,Species,Actinopterygii,Osmeridae,Mallotus,Animalia,Osmeriformes,Chordata,Mallotus villosus
376,Grand_Banks_of_Newfoundland_105,Cetaceans,True,Order,Mammalia,,,Animalia,Cetacea,Chordata,
377,Grand_Banks_of_Newfoundland_105,Cod  &lt;40 cm,True,Species,Actinopterygii,Gadidae,Gadus,Animalia,Gadiformes,Chordata,Gadus morhua
378,Grand_Banks_of_Newfoundland_105,Cod  <40 cm,True,Species,Actinopterygii,Gadidae,Gadus,Animalia,Gadiformes,Chordata,Gadus morhua
379,Grand_Banks_of_Newfoundland_105,Cod + 40cm,True,Species,Actinopterygii,Gadidae,Gadus,Animalia,Gadiformes,Chordata,Gadus morhua
380,Grand_Banks_of_Newfoundland_105,Cod <40 cm,,,,,,,,,
381,Grand_Banks_of_Newfoundland_105,Detritus,False,Kingdom,,,,,,,
382,Grand_Banks_of_Newfoundland_105,Dogfish,True,Species,Chondrichthyes,Squalidae,Squalus,Animalia,Squaliformes,Chordata,Squalus acanthias
383,Grand_Banks_of_Newfoundland_105,Ducks,True,Family,Aves,Anatidae,,Animalia,Anseriformes,Chordata,
384,Grand_Banks_of_Newfoundland_105,Echinoderms,True,Phylum,,,,Animalia,,Echinodermata,
385,Grand_Banks_of_Newfoundland_105,G. Halibut +65cm,True,Species,Actinopterygii,Pleuronectidae,Reinhardtius,Animalia,Pleuronectiformes,Chordata,Reinhardtius hippoglossoides
386,Grand_Banks_of_Newfoundland_105,G. Halibut Juv.,True,Species,Actinopterygii,Pleuronectidae,Reinhardtius,Animalia,Pleuronectiformes,Chordata,Reinhardtius hippoglossoides
387,Grand_Banks_of_Newfoundland_105,Greenland cod,True,Species,Actinopterygii,Gadidae,Gadus,Animalia,Gadiformes,Chordata,Gadus ogac
388,Grand_Banks_of_Newfoundland_105,Grey seals,True,Species,Mammalia,Phocidae,Halichoerus,Animalia,Carnivora,Chordata,Halichoerus grypus
389,Grand_Banks_of_Newfoundland_105,Harp Seals,True,Species,Mammalia,Phocidae,Pagophilus,Animalia,Carnivora,Chordata,Pagophilus groenlandicus
390,Grand_Banks_of_Newfoundland_105,Herring,True,Species,Actinopterygii,Clupeidae,Clupea,Animalia,Clupeiformes,Chordata,Clupea harengus
391,Grand_Banks_of_Newfoundland_105,Hooded Seals,True,Species,Mammalia,Phocidae,Cystophora,Animalia,Carnivora,Chordata,Cystophora cristata
392,Grand_Banks_of_Newfoundland_105,Juv. Dem. Pisc (- 40cm),True,Family,Actinopterygii,Gadidae,,Animalia,Gadiformes,Chordata,
393,Grand_Banks_of_Newfoundland_105,L. Dem. Pisc (+40 cm),True,Family,Actinopterygii,Gadidae,,Animalia,Gadiformes,Chordata,
394,Grand_Banks_of_Newfoundland_105,L.Dem.Feeders (+ 30cm),True,Family,Actinopterygii,Gadidae,,Animalia,Gadiformes,Chordata,
395,Grand_Banks_of_Newfoundland_105,L.Zooplankton,True,Phylum,,,,Animalia,,Arthropoda,
396,Grand_Banks_of_Newfoundland_105,Large Crabs  +95 cm,True,Order,Malacostraca,,,Animalia,Decapoda,Arthropoda,
397,Grand_Banks_of_Newfoundland_105,Lobster,True,Species,Malacostraca,Nephropidae,Homarus,Animalia,Decapoda,Arthropoda,Homarus americanus
398,Grand_Banks_of_Newfoundland_105,Lumpfish,True,Species,Actinopterygii,Cyclopteridae,Cyclopterus,Animalia,Scorpaeniformes,Chordata,Cyclopterus lumpus
399,Grand_Banks_of_Newfoundland_105,O.Benthic Inver,True,Phylum,,,,Animalia,,Arthropoda,
400,Grand_Banks_of_Newfoundland_105,O.S.Demersals,True,Family,Actinopterygii,,,Animalia,,Chordata,
401,Grand_Banks_of_Newfoundland_105,Phytoplankton,True,Phylum,,,,Chromista,,Bacillariophyta,
402,Grand_Banks_of_Newfoundland_105,Piscivorous Birds,True,Class,Aves,,,Animalia,,Chordata,
403,Grand_Banks_of_Newfoundland_105,Planktivorous Birds,True,Class,Aves,,,Animalia,,Chordata,
404,Grand_Banks_of_Newfoundland_105,Polychaetes,True,Class,Polychaeta,,,Animalia,,Annelida,
405,Grand_Banks_of_Newfoundland_105,Redfish,True,Genus,Actinopterygii,Sebastidae,Sebastes,Animalia,Scorpaeniformes,Chordata,
406,Grand_Banks_of_Newfoundland_105,S.Dem.Feeders,True,Family,Actinopterygii,Pleuronectidae,,Animalia,Pleuronectiformes,Chordata,
407,Grand_Banks_of_Newfoundland_105,S.Zooplankton,True,Phylum,,,,Animalia,,Arthropoda,
408,Grand_Banks_of_Newfoundland_105,Salmon,True,Species,Actinopterygii,Salmonidae,Salmo,Animalia,Salmoniformes,Chordata,Salmo salar
409,Grand_Banks_of_Newfoundland_105,Sandlance,True,Genus,Actinopterygii,Ammodytidae,Ammodytes,Animalia,Perciformes,Chordata,
410,Grand_Banks_of_Newfoundland_105,Shortfinned squid,True,Species,Cephalopoda,Ommastrephidae,Illex,Animalia,Oegopsida,Mollusca,Illex illecebrosus
411,Grand_Banks_of_Newfoundland_105,Shrimp,True,Species,Malacostraca,Pandalidae,Pandalus,Animalia,Decapoda,Arthropoda,Pandalus borealis
412,Grand_Banks_of_Newfoundland_105,Skates,True,Order,Chondrichthyes,,,Animalia,Rajiformes,Chordata,
413,Grand_Banks_of_Newfoundland_105,Small Crabs  - 95 cm,True,Order,Malacostraca,,,Animalia,Decapoda,Arthropoda,
414,Grand_Banks_of_Newfoundland_105,Small Mesopelagics,True,Class,Actinopterygii,,,Animalia,,Chordata,
415,Grand_Banks_of_Newfoundland_105,Small Pelagics,True,Class,Actinopterygii,,,Animalia,,Chordata,
416,Grand_Banks_of_Newfoundland_105,Transient Mackerel ( +29cm),True,Species,Actinopterygii,Scombridae,Scomber,Animalia,Scombriformes,Chordata,scombrus
417,Grand_Banks_of_Newfoundland_105,Transient Pelagics,True,Class,Actinopterygii,,,Animalia,,Chordata,
418,Grand_Banks_of_Newfoundland_105,Walrus,True,Species,Mammalia,Odobenidae,Odobenus,Animalia,Carnivora,Chordata,Odobenus rosmarus
419,Grand_Banks_of_Newfoundland_105,Winter flounder,True,Species,Actinopterygii,Pleuronectidae,Pseudopleuronectes,Animalia,Pleuronectiformes,Chordata,Pseudopleuronectes americanus
420,Grand_Banks_of_Newfoundland_105,Witch flounder,True,Species,Actinopterygii,Pleuronectidae,Glyptocephalus,Animalia,Pleuronectiformes,Chordata,Glyptocephalus cynoglossus
421,Grand_Banks_of_Newfoundland_105,Yellowtail Flounders,True,Species,Actinopterygii,Pleuronectidae,Limanda,Animalia,Pleuronectiformes,Chordata,Limanda ferruginea
422,Gulf_of_California_450,Benthic inv.,True,Phylum,,,,Animalia,,,
423,Gulf_of_California_450,Callinectes sp.,True,Genus,Malacostraca,Portunidae,Callinectes,Animalia,Decapoda,Arthropoda,
424,Gulf_of_California_450,Cephalopoda,True,Class,Cephalopoda,,,Animalia,,Mollusca,
425,Gulf_of_California_450,Coastal birds,True,Class,Aves,,,Animalia,,Chordata,
426,Gulf_of_California_450,Detritus,False,Kingdom,,,,,,,
427,Gulf_of_California_450,Elasmobranchi (RAYS),True,Class,Chondrichthyes,,,Animalia,,Chordata,
428,Gulf_of_California_450,Elasmobranchi (SHARKS),True,Class,Chondrichthyes,,,Animalia,,Chordata,
429,Gulf_of_California_450,Farfantepenaeus californiensis (ADULTS),True,Species,Malacostraca,Penaeidae,Farfantepenaeus,Animalia,Decapoda,Arthropoda,Farfantepenaeus californiensis
430,Gulf_of_California_450,Farfantepenaeus californiensis (JUVENILES),True,Species,Malacostraca,Penaeidae,Farfantepenaeus,Animalia,Decapoda,Arthropoda,californiensis
431,Gulf_of_California_450,Flat fishes,True,Order,Actinopterygii,,,Animalia,Pleuronectiformes,Chordata,
432,Gulf_of_California_450,Haemulidae,True,Family,Actinopterygii,Haemulidae,,Animalia,Perciformes,Chordata,
433,Gulf_of_California_450,Litopenaeus stylirostris (ADULTS),True,Species,Malacostraca,Penaeidae,Litopenaeus,Animalia,Decapoda,Arthropoda,Litopenaeus stylirostris
434,Gulf_of_California_450,Litopenaeus stylirostris (JUVENILES),True,Species,Malacostraca,Penaeidae,Litopenaeus,Animalia,Decapoda,Arthropoda,stylirostris
435,Gulf_of_California_450,Macrophytes,True,Class,Liliopsida,,,Plantae,,Tracheophyta,
436,Gulf_of_California_450,Marine birds,True,Class,Aves,,,Animalia,,Chordata,
437,Gulf_of_California_450,Merluccidae,True,Family,Actinopterygii,Merluccidae,,Animalia,Gadiformes,Chordata,
438,Gulf_of_California_450,Mojarras,True,Family,Actinopterygii,Gerreidae,,Animalia,Perciformes,Chordata,
439,Gulf_of_California_450,Myctophidos,True,Family,Actinopterygii,Myctophidae,,Animalia,Myctophiformes,Chordata,
440,Gulf_of_California_450,Mysticeti,True,Order,Mammalia,,,Animalia,Cetacea,Chordata,
441,Gulf_of_California_450,Odontoceti,True,Order,Mammalia,,,Animalia,Cetacea,Chordata,
442,Gulf_of_California_450,Other fishes,True,Class,Actinopterygii,,,Animalia,,Chordata,
443,Gulf_of_California_450,Phocoena sinus,True,Species,Mammalia,Phocoenidae,Phocoena,Animalia,Cetacea,Chordata,Phocoena sinus
444,Gulf_of_California_450,Phytoplankton,True,Phylum,,,,Chromista,,Bacillariophyta,
445,Gulf_of_California_450,Polychaeta,True,Class,Polychaeta,,,Animalia,,Annelida,
446,Gulf_of_California_450,Rhinobatidae,True,Family,Chondrichthyes,Rhinobatidae,,Animalia,Rhinopristiformes,Chordata,
447,Gulf_of_California_450,Sciaenidae,True,Family,Actinopterygii,Sciaenidae,,Animalia,Perciformes,Chordata,
448,Gulf_of_California_450,Serranidae,True,Family,Actinopterygii,Serranidae,,Animalia,Perciformes,Chordata,
449,Gulf_of_California_450,Sicyonia penicillata,True,Species,Malacostraca,Sicyoniidae,Sicyonia,Animalia,Decapoda,Arthropoda,penicillata
450,Gulf_of_California_450,Small pelagics,True,Class,Actinopterygii,,,Animalia,,Chordata,
451,Gulf_of_California_450,Stomatopoda,True,Order,Malacostraca,,,Animalia,Stomatopoda,Arthropoda,
452,Gulf_of_California_450,Totoaba macdonaldi (ADULTS),True,Species,Actinopterygii,Sciaenidae,Totoaba,Animalia,Perciformes,Chordata,Totoaba macdonaldi
453,Gulf_of_California_450,Totoaba macdonaldi (JUVENILES),True,Species,Actinopterygii,Sciaenidae,Totoaba,Animalia,Perciformes,Chordata,Totoaba macdonaldi
454,Gulf_of_California_450,Zalophus californianus,True,Species,Mammalia,Otariidae,Zalophus,Animalia,Carnivora,Chordata,Zalophus californianus
455,Gulf_of_California_450,Zooplankton,True,Phylum,,,,Animalia,,Arthropoda,
456,Hudson_Bay_446,Arctic Char,True,Species,Actinopterygii,Salmonidae,Salvelinus,Animalia,Salmoniformes,Chordata,Salvelinus alpinus
457,Hudson_Bay_446,Atlantic Salmon,True,Species,Actinopterygii,Salmonidae,Salmo,Animalia,Salmoniformes,Chordata,Salmo salar
458,Hudson_Bay_446,Bearded Seal,True,Species,Mammalia,Phocidae,Erignathus,Animalia,Carnivora,Chordata,Erignathus barbatus
